数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202205,101,阿富汗,11,北京市,17125,5,19121
202205,101,阿富汗,12,天津市,97571,2,115953
202205,101,阿富汗,21,辽宁省,20,0,28
202205,101,阿富汗,23,黑龙江省,234410,0,70577
202205,101,阿富汗,31,上海市,24,6,4747
202205,101,阿富汗,33,浙江省,538426,24,310415
202205,101,阿富汗,35,福建省,3,1,386
202205,101,阿富汗,37,山东省,673051,0,361754
202205,101,阿富汗,44,广东省,419180,109,92775
202205,101,阿富汗,51,四川省,1,0,235
202205,102,巴林,11,北京市,20164,6,90638
202205,102,巴林,12,天津市,365674,370343,486528
202205,102,巴林,21,辽宁省,0,0,46
202205,102,巴林,31,上海市,1200182,1351238,1141264
202205,102,巴林,32,江苏省,55979,0,159361
202205,102,巴林,33,浙江省,284585,0,1477126
202205,102,巴林,34,安徽省,20,0,2476
202205,102,巴林,35,福建省,1,1,124
202205,102,巴林,37,山东省,1999542,0,200057
202205,102,巴林,44,广东省,206,138,19180
202205,102,巴林,50,重庆市,1,0,60
202205,102,巴林,51,四川省,115,0,1945
202205,103,孟加拉国,11,北京市,2088631,219704,5065628
202205,103,孟加拉国,12,天津市,108181,4093,285272
202205,103,孟加拉国,13,河北省,601452,31620,1488401
202205,103,孟加拉国,14,山西省,0,0,38
202205,103,孟加拉国,21,辽宁省,1050934,132,1315412
202205,103,孟加拉国,22,吉林省,125,96,4101
202205,103,孟加拉国,31,上海市,3742223,597247,18464568
202205,103,孟加拉国,32,江苏省,3246564,91100,9851855
202205,103,孟加拉国,33,浙江省,5094205,162314,9310383
202205,103,孟加拉国,34,安徽省,232308,29,593692
202205,103,孟加拉国,35,福建省,1004764,89696,1597344
202205,103,孟加拉国,36,江西省,540430,1,1357405
202205,103,孟加拉国,37,山东省,2077072,151567,4178068
202205,103,孟加拉国,41,河南省,141521,1475,4074916
202205,103,孟加拉国,42,湖北省,255820,26231,243899
202205,103,孟加拉国,43,湖南省,1221417,717,1951459
202205,103,孟加拉国,44,广东省,3944147,1735285,12841810
202205,103,孟加拉国,45,广西壮族自治区,100714,5,213813
202205,103,孟加拉国,46,海南省,793,714,182743
202205,103,孟加拉国,50,重庆市,225,48,6811
202205,103,孟加拉国,51,四川省,132384,1017,213085
202205,103,孟加拉国,53,云南省,25037,0,95523
202205,103,孟加拉国,63,青海省,26000,0,43030
202205,103,孟加拉国,65,新疆维吾尔自治区,13008,0,91056
202205,104,不丹,31,上海市,1,1,48
202205,104,不丹,35,福建省,1,1,24
202205,104,不丹,44,广东省,5,0,72
202205,105,文莱,11,北京市,7,1,150
202205,105,文莱,12,天津市,2325131,0,2780674
202205,105,文莱,21,辽宁省,65969000,0,53732650
202205,105,文莱,31,上海市,578,728221,89000
202205,105,文莱,32,江苏省,5745734,0,6955401
202205,105,文莱,33,浙江省,127400650,0,147665907
202205,105,文莱,34,安徽省,17000,0,83996
202205,105,文莱,37,山东省,519300,0,219982
202205,105,文莱,44,广东省,22969113,1,27448354
202205,105,文莱,46,海南省,40207999,0,47708481
202205,106,缅甸,11,北京市,22225951,3433,23932798
202205,106,缅甸,12,天津市,6818861,27,78235420
202205,106,缅甸,13,河北省,9623897,0,8928957
202205,106,缅甸,14,山西省,132000,0,79438
202205,106,缅甸,21,辽宁省,6187281,88,5227174
202205,106,缅甸,22,吉林省,950000,0,875382
202205,106,缅甸,23,黑龙江省,241570,0,367097
202205,106,缅甸,31,上海市,7444419,121478,8955378
202205,106,缅甸,32,江苏省,5228779,176954,5582251
202205,106,缅甸,33,浙江省,13819846,50626,12626321
202205,106,缅甸,34,安徽省,18208606,0,19446688
202205,106,缅甸,35,福建省,10867132,3658,4701998
202205,106,缅甸,36,江西省,2822080,2065,5445844
202205,106,缅甸,37,山东省,41835664,2551,58923697
202205,106,缅甸,41,河南省,4758745,0,19918358
202205,106,缅甸,42,湖北省,792356,3,1411062
202205,106,缅甸,43,湖南省,3235745,11,6543357
202205,106,缅甸,44,广东省,56837430,6222570,214968235
202205,106,缅甸,45,广西壮族自治区,10046667,0,8045064
202205,106,缅甸,46,海南省,355997,14,265842
202205,106,缅甸,50,重庆市,2490,57,456077
202205,106,缅甸,51,四川省,74437,123,186576
202205,106,缅甸,53,云南省,1078829782,20761,340205534
202205,106,缅甸,61,陕西省,4400000,0,3724925
202205,106,缅甸,64,宁夏回族自治区,1,0,62
202205,106,缅甸,65,新疆维吾尔自治区,874446,0,2752410
202205,107,柬埔寨,11,北京市,40530674,166305,33813998
202205,107,柬埔寨,12,天津市,9029618,3608,7006143
202205,107,柬埔寨,13,河北省,921357,71234,1825058
202205,107,柬埔寨,21,辽宁省,12413650,57578,10560776
202205,107,柬埔寨,23,黑龙江省,21000,0,22050
202205,107,柬埔寨,31,上海市,7878938,655961,30444017
202205,107,柬埔寨,32,江苏省,6322696,601517,20648792
202205,107,柬埔寨,33,浙江省,7460354,138648,10427238
202205,107,柬埔寨,34,安徽省,47,435,4368
202205,107,柬埔寨,35,福建省,48256455,6300,12558952
202205,107,柬埔寨,36,江西省,854892,1968618,1379807
202205,107,柬埔寨,37,山东省,6183835,485701,6132843
202205,107,柬埔寨,41,河南省,158257,477,155306
202205,107,柬埔寨,42,湖北省,379,392,61389
202205,107,柬埔寨,43,湖南省,54633,1025,49224
202205,107,柬埔寨,44,广东省,18060205,6003162,18092210
202205,107,柬埔寨,45,广西壮族自治区,1402901,48875,1836639
202205,107,柬埔寨,46,海南省,2268,2610,707576
202205,107,柬埔寨,50,重庆市,2164,72,2324
202205,107,柬埔寨,51,四川省,128598,189,2008585
202205,107,柬埔寨,61,陕西省,1300,3,520
202205,107,柬埔寨,65,新疆维吾尔自治区,2811920,0,513947
202205,108,塞浦路斯,11,北京市,157269,25276,90408
202205,108,塞浦路斯,12,天津市,437251,51265,252854
202205,108,塞浦路斯,21,辽宁省,2,72,1588
202205,108,塞浦路斯,31,上海市,624880,105648,746246
202205,108,塞浦路斯,32,江苏省,54711,186,59978
202205,108,塞浦路斯,33,浙江省,165659,57798,88510
202205,108,塞浦路斯,34,安徽省,1,0,12
202205,108,塞浦路斯,35,福建省,28516,28858,36434
202205,108,塞浦路斯,37,山东省,27257,7098,81389
202205,108,塞浦路斯,41,河南省,2,1,86
202205,108,塞浦路斯,44,广东省,2148,10,1366
202205,108,塞浦路斯,51,四川省,22,2,108
202205,109,朝鲜,11,北京市,0,0,50
202205,109,朝鲜,21,辽宁省,49089171,0,5524474
202205,109,朝鲜,22,吉林省,5987670,0,270336
202205,109,朝鲜,31,上海市,4,0,49
202205,109,朝鲜,32,江苏省,1,0,5
202205,109,朝鲜,33,浙江省,200,0,163
202205,109,朝鲜,44,广东省,271,6,789
202205,110,中国香港,11,北京市,2235845,670507,37610189
202205,110,中国香港,12,天津市,1490130,168643,4366824
202205,110,中国香港,13,河北省,205832,76,314655
202205,110,中国香港,14,山西省,0,0,120
202205,110,中国香港,15,内蒙古自治区,72,2555,652635
202205,110,中国香港,21,辽宁省,725525,420922,3308310
202205,110,中国香港,23,黑龙江省,112,27,18397
202205,110,中国香港,31,上海市,8431938897,3846788,31100375
202205,110,中国香港,32,江苏省,7468232,898059,7320640
202205,110,中国香港,33,浙江省,5174122,803744,23470710
202205,110,中国香港,34,安徽省,2664954,19283,7158773
202205,110,中国香港,35,福建省,613803,11297,14956029
202205,110,中国香港,36,江西省,165979,20,1152625
202205,110,中国香港,37,山东省,10988723,976700,6323051
202205,110,中国香港,41,河南省,12065,2214,836558
202205,110,中国香港,42,湖北省,736282,3662,2245504
202205,110,中国香港,43,湖南省,596583,4589,12679613
202205,110,中国香港,44,广东省,113623995,8573012,186901708
202205,110,中国香港,45,广西壮族自治区,152214,4385,39716165
202205,110,中国香港,46,海南省,191322,11263,9150282
202205,110,中国香港,50,重庆市,37214,26,363047
202205,110,中国香港,51,四川省,14585,4219,31281683
202205,110,中国香港,52,贵州省,434,0,74792
202205,110,中国香港,53,云南省,56858,42,2020039
202205,110,中国香港,54,西藏自治区,3650,0,107880
202205,110,中国香港,61,陕西省,643943,216,1626419
202205,110,中国香港,62,甘肃省,4980,99,991389
202205,111,印度,11,北京市,346610545,287607,91913752
202205,111,印度,12,天津市,11309957,495988,37397953
202205,111,印度,13,河北省,280307368,10286,73997308
202205,111,印度,14,山西省,66548504,1751,14179927
202205,111,印度,15,内蒙古自治区,57005216,0,9485969
202205,111,印度,21,辽宁省,79432481,197517,18542721
202205,111,印度,22,吉林省,115305,21044,1194905
202205,111,印度,23,黑龙江省,126573,1498,350094
202205,111,印度,31,上海市,71953794,1957439,167043415
202205,111,印度,32,江苏省,291870336,1601039,173322839
202205,111,印度,33,浙江省,848679432,411964,227329501
202205,111,印度,34,安徽省,80344152,2065,23192940
202205,111,印度,35,福建省,633834038,241385,161108367
202205,111,印度,36,江西省,3493915,10807,3192906
202205,111,印度,37,山东省,505918825,177311,134007976
202205,111,印度,41,河南省,5966551,7598,26873013
202205,111,印度,42,湖北省,66177027,1171905,43407073
202205,111,印度,43,湖南省,144088682,44362,33149479
202205,111,印度,44,广东省,237720118,2289416,211984248
202205,111,印度,45,广西壮族自治区,2403608,26338,8502966
202205,111,印度,46,海南省,64544784,499,23076315
202205,111,印度,50,重庆市,880957,79438,4429989
202205,111,印度,51,四川省,7597131,18090,9718951
202205,111,印度,52,贵州省,236415,15,894683
202205,111,印度,53,云南省,59667057,7419,30163072
202205,111,印度,54,西藏自治区,92561,4,187853
202205,111,印度,61,陕西省,1814303,22554,1972088
202205,111,印度,62,甘肃省,170525,0,192371
202205,111,印度,63,青海省,73433,13064,59025
202205,111,印度,64,宁夏回族自治区,2012,0,18921
202205,111,印度,65,新疆维吾尔自治区,2942368,0,341739
202205,112,印度尼西亚,11,北京市,2196801643,337411,520510137
202205,112,印度尼西亚,12,天津市,63332528,3464582,120240950
202205,112,印度尼西亚,13,河北省,113240965,38159,124527061
202205,112,印度尼西亚,14,山西省,63187234,0,61376274
202205,112,印度尼西亚,15,内蒙古自治区,2503457,0,3372432
202205,112,印度尼西亚,21,辽宁省,70285896,54090,22573761
202205,112,印度尼西亚,22,吉林省,1448876,3645,370085
202205,112,印度尼西亚,23,黑龙江省,875661,105,2259100
202205,112,印度尼西亚,31,上海市,1118974745,13643046,957906199
202205,112,印度尼西亚,32,江苏省,1149294395,6068255,854733616
202205,112,印度尼西亚,33,浙江省,1385219558,58387007,935646891
202205,112,印度尼西亚,34,安徽省,408114255,87272,96835782
202205,112,印度尼西亚,35,福建省,3951059486,377263,1020605199
202205,112,印度尼西亚,36,江西省,47759095,91602,56349695
202205,112,印度尼西亚,37,山东省,840434396,879057,316345519
202205,112,印度尼西亚,41,河南省,253117777,19993,27610986
202205,112,印度尼西亚,42,湖北省,7057661,99216,22626321
202205,112,印度尼西亚,43,湖南省,116657846,6010,68185026
202205,112,印度尼西亚,44,广东省,3567884309,70049699,894235545
202205,112,印度尼西亚,45,广西壮族自治区,338022337,12678,70525281
202205,112,印度尼西亚,46,海南省,231008267,11767604,69286426
202205,112,印度尼西亚,50,重庆市,59146911,41561,17240087
202205,112,印度尼西亚,51,四川省,371885076,15840,101217004
202205,112,印度尼西亚,53,云南省,12623968,37900,35608789
202205,112,印度尼西亚,61,陕西省,414156583,225,49895833
202205,112,印度尼西亚,62,甘肃省,313,0,6650
202205,112,印度尼西亚,65,新疆维吾尔自治区,12789043,0,24089896
202205,113,伊朗,11,北京市,275309043,150,147234344
202205,113,伊朗,12,天津市,10008069,27782,14919999
202205,113,伊朗,13,河北省,564000,0,31113
202205,113,伊朗,21,辽宁省,498571,1,70035
202205,113,伊朗,23,黑龙江省,40,15,5900
202205,113,伊朗,31,上海市,126538089,12,107528648
202205,113,伊朗,32,江苏省,28396385,73,15757375
202205,113,伊朗,33,浙江省,60097855,293,73175563
202205,113,伊朗,34,安徽省,10287430,0,42368519
202205,113,伊朗,35,福建省,40302286,5,19679141
202205,113,伊朗,37,山东省,31609481,1707998,31768411
202205,113,伊朗,41,河南省,2023765,7116,1246572
202205,113,伊朗,42,湖北省,20160,0,101102
202205,113,伊朗,43,湖南省,198977,14400,739658
202205,113,伊朗,44,广东省,285445168,2242,227292754
202205,113,伊朗,46,海南省,42175401,1906858,20051120
202205,113,伊朗,51,四川省,1181500,34,214890
202205,113,伊朗,52,贵州省,495000,0,548814
202205,113,伊朗,53,云南省,50000,0,300000
202205,114,伊拉克,11,北京市,3695547315,0,2854697465
202205,114,伊拉克,12,天津市,1,0,532
202205,114,伊拉克,13,河北省,95,0,809
202205,114,伊拉克,21,辽宁省,145902819,1,107939840
202205,114,伊拉克,23,黑龙江省,269568752,0,206252420
202205,114,伊拉克,31,上海市,405,3,5539
202205,114,伊拉克,32,江苏省,241186,0,29233
202205,114,伊拉克,33,浙江省,268236168,0,204978133
