数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202111,101,阿富汗,11,北京市,18,8,2819
202111,101,阿富汗,12,天津市,136928,0,377600
202111,101,阿富汗,21,辽宁省,0,1,178
202111,101,阿富汗,22,吉林省,19850,0,288684
202111,101,阿富汗,23,黑龙江省,55628,0,36158
202111,101,阿富汗,31,上海市,46,13,8668
202111,101,阿富汗,32,江苏省,1311,0,31605
202111,101,阿富汗,33,浙江省,940455,0,11179351
202111,101,阿富汗,35,福建省,208,184,43545
202111,101,阿富汗,37,山东省,133599,0,132515
202111,101,阿富汗,42,湖北省,6,0,2033
202111,101,阿富汗,44,广东省,282140,37,1604990
202111,101,阿富汗,51,四川省,2,5,271
202111,101,阿富汗,61,陕西省,50520,0,479940
202111,102,巴林,11,北京市,59,3,1088
202111,102,巴林,12,天津市,72182,0,233084
202111,102,巴林,21,辽宁省,3,0,54
202111,102,巴林,31,上海市,2997764,1,7351254
202111,102,巴林,32,江苏省,1752809,0,5525020
202111,102,巴林,33,浙江省,2302995,0,6951903
202111,102,巴林,35,福建省,1507441,1,4273533
202111,102,巴林,37,山东省,286559,0,643401
202111,102,巴林,41,河南省,15,0,267
202111,102,巴林,44,广东省,11356329,69,32206820
202111,102,巴林,51,四川省,1600144,0,5168528
202111,103,孟加拉国,11,北京市,10043365,360142,16080572
202111,103,孟加拉国,12,天津市,22094,54,70070
202111,103,孟加拉国,13,河北省,3302096,1962,5578586
202111,103,孟加拉国,21,辽宁省,2202659,98842,2574326
202111,103,孟加拉国,23,黑龙江省,6,0,26
202111,103,孟加拉国,31,上海市,4506253,984267,22771125
202111,103,孟加拉国,32,江苏省,1792157,15223,2530533
202111,103,孟加拉国,33,浙江省,6177441,73236,10996841
202111,103,孟加拉国,34,安徽省,598424,63122,695257
202111,103,孟加拉国,35,福建省,30451610,30188,22220271
202111,103,孟加拉国,36,江西省,238723,0,785654
202111,103,孟加拉国,37,山东省,1232191,42122,2201898
202111,103,孟加拉国,41,河南省,700465,545,3553205
202111,103,孟加拉国,42,湖北省,750515,30559,775704
202111,103,孟加拉国,43,湖南省,658940,1071,613501
202111,103,孟加拉国,44,广东省,3719349,3975995,12503326
202111,103,孟加拉国,45,广西壮族自治区,289099,89,339967
202111,103,孟加拉国,46,海南省,2315,1001,250482
202111,103,孟加拉国,50,重庆市,850,850,65358
202111,103,孟加拉国,51,四川省,385414,210,564945
202111,103,孟加拉国,53,云南省,6321,0,20049
202111,103,孟加拉国,61,陕西省,2666,1479,50764
202111,103,孟加拉国,65,新疆维吾尔自治区,19480,0,61166
202111,104,不丹,11,北京市,29,1,368
202111,104,不丹,31,上海市,1,0,3
202111,104,不丹,44,广东省,5,3,68
202111,105,文莱,11,北京市,2,0,68
202111,105,文莱,13,河北省,3844559,0,3480073
202111,105,文莱,31,上海市,2591975,959466,2084132
202111,105,文莱,32,江苏省,17535793,0,17571326
202111,105,文莱,33,浙江省,92314313,1,88083993
202111,105,文莱,44,广东省,21303595,14,19775677
202111,105,文莱,46,海南省,38896566,0,35596413
202111,106,缅甸,11,北京市,36387100,13232,86328637
202111,106,缅甸,12,天津市,883169,2304,1771744
202111,106,缅甸,13,河北省,1433813,33600,2989241
202111,106,缅甸,21,辽宁省,1744417,12276,2405447
202111,106,缅甸,31,上海市,5203448,204426,10418289
202111,106,缅甸,32,江苏省,3107388,182088,6051662
202111,106,缅甸,33,浙江省,2718378,3867,5059492
202111,106,缅甸,34,安徽省,13114981,7000,18167066
202111,106,缅甸,35,福建省,5365915,11568,12393455
202111,106,缅甸,36,江西省,183392,115,4739722
202111,106,缅甸,37,山东省,18758084,21494,57851509
202111,106,缅甸,41,河南省,4102989,64,29992353
202111,106,缅甸,42,湖北省,57,16,2733
202111,106,缅甸,43,湖南省,2321060,1156,6181318
202111,106,缅甸,44,广东省,45236237,2773279,267334896
202111,106,缅甸,45,广西壮族自治区,7074255,23764,5379811
202111,106,缅甸,46,海南省,9220,13176,51509
202111,106,缅甸,50,重庆市,7709226,28311,4667202
202111,106,缅甸,51,四川省,253996,7,173576
202111,106,缅甸,53,云南省,496290454,0,302604394
202111,106,缅甸,61,陕西省,564680,1,528219
202111,106,缅甸,65,新疆维吾尔自治区,160029,0,576103
202111,107,柬埔寨,11,北京市,35216244,162262,36216054
202111,107,柬埔寨,12,天津市,4372443,3084,2839084
202111,107,柬埔寨,13,河北省,256051,726456,22644584
202111,107,柬埔寨,15,内蒙古自治区,3569,738,134517
202111,107,柬埔寨,21,辽宁省,8003189,28959,5800743
202111,107,柬埔寨,22,吉林省,21,0,533
202111,107,柬埔寨,23,黑龙江省,760896,8794,789121
202111,107,柬埔寨,31,上海市,10552189,3791149,39381476
202111,107,柬埔寨,32,江苏省,5821635,262935,12774393
202111,107,柬埔寨,33,浙江省,5000928,416724,20207124
