数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202206,101,阿富汗,11,北京市,139,31,2049
202206,101,阿富汗,12,天津市,188761,10,563916
202206,101,阿富汗,21,辽宁省,164250,0,46951
202206,101,阿富汗,23,黑龙江省,54644,0,16500
202206,101,阿富汗,31,上海市,52,11,5937
202206,101,阿富汗,33,浙江省,71223,12,101589
202206,101,阿富汗,35,福建省,4,3,449
202206,101,阿富汗,37,山东省,25261,0,29851
202206,101,阿富汗,44,广东省,92112,574,104453
202206,101,阿富汗,51,四川省,1,0,67
202206,102,巴林,11,北京市,47,8,1089
202206,102,巴林,12,天津市,36000,8,149180
202206,102,巴林,21,辽宁省,1,1,117
202206,102,巴林,31,上海市,316,15,9592
202206,102,巴林,32,江苏省,41220,0,137893
202206,102,巴林,33,浙江省,83085,46,778950
202206,102,巴林,35,福建省,3,8,448
202206,102,巴林,37,山东省,300,9618,29095
202206,102,巴林,44,广东省,360,232,37257
202206,102,巴林,51,四川省,6,0,161
202206,103,孟加拉国,11,北京市,2880822,792830,3792289
202206,103,孟加拉国,12,天津市,51635,862,201135
202206,103,孟加拉国,13,河北省,349134,11,1458919
202206,103,孟加拉国,14,山西省,1,0,3
202206,103,孟加拉国,21,辽宁省,1240688,308,1415012
202206,103,孟加拉国,23,黑龙江省,300,0,3823
202206,103,孟加拉国,31,上海市,3321823,648192,20991173
202206,103,孟加拉国,32,江苏省,1221274,102178,5317295
202206,103,孟加拉国,33,浙江省,5271247,193615,9530406
202206,103,孟加拉国,34,安徽省,61252,2191,469926
202206,103,孟加拉国,35,福建省,906656,1052582,2397295
202206,103,孟加拉国,36,江西省,368238,0,800690
202206,103,孟加拉国,37,山东省,1101971,19844,2569665
202206,103,孟加拉国,41,河南省,323565,354,7205079
202206,103,孟加拉国,42,湖北省,237358,790,180699
202206,103,孟加拉国,43,湖南省,1162903,24,2027849
202206,103,孟加拉国,44,广东省,5128584,2829941,13499855
202206,103,孟加拉国,45,广西壮族自治区,412619,4,601656
202206,103,孟加拉国,46,海南省,335,109,24304
202206,103,孟加拉国,50,重庆市,781,160,22344
202206,103,孟加拉国,51,四川省,679810,53082,908468
202206,103,孟加拉国,53,云南省,41449,0,190167
202206,103,孟加拉国,61,陕西省,1656,158,25234
202206,103,孟加拉国,65,新疆维吾尔自治区,17648,0,127904
202206,104,不丹,11,北京市,19,0,1462
