数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202012,101,阿富汗,11,北京市,2485216,984163,2137579
202012,101,阿富汗,12,天津市,58007,0,43484
202012,101,阿富汗,13,河北省,333536,814447,1126797
202012,101,阿富汗,14,山西省,1,0,10
202012,101,阿富汗,15,内蒙古自治区,380000,0,434010
202012,101,阿富汗,21,辽宁省,6800,84,20581
202012,101,阿富汗,31,上海市,510051,134901,1626127
202012,101,阿富汗,32,江苏省,5455170,3355975,3777784
202012,101,阿富汗,33,浙江省,12182581,8058566,19639851
202012,101,阿富汗,34,安徽省,196856,455387,217421
202012,101,阿富汗,35,福建省,106346,22432,938721
202012,101,阿富汗,36,江西省,78996,2791,256307
202012,101,阿富汗,37,山东省,3182036,269846,5051366
202012,101,阿富汗,41,河南省,50879,6208,159069
202012,101,阿富汗,42,湖北省,370636,84070,1066699
202012,101,阿富汗,43,湖南省,67701,43132,350244
202012,101,阿富汗,44,广东省,1079273,3569565,6126663
202012,101,阿富汗,45,广西壮族自治区,13152,146161,92511
202012,101,阿富汗,46,海南省,800,7200,9600
202012,101,阿富汗,50,重庆市,4752000,48526,138816
202012,101,阿富汗,51,四川省,37334,5430,230798
202012,101,阿富汗,52,贵州省,5567,503,13364
202012,101,阿富汗,53,云南省,116169,10297,541811
202012,101,阿富汗,61,陕西省,111265,5719,230546
202012,101,阿富汗,62,甘肃省,1248705,90203,380227
202012,101,阿富汗,65,新疆维吾尔自治区,132008,17102,626358
202012,102,巴林,11,北京市,163398,11074,1145061
202012,102,巴林,12,天津市,324153,42561,1172125
202012,102,巴林,13,河北省,940715,5051489,2863101
202012,102,巴林,14,山西省,8783,1926,25027
202012,102,巴林,15,内蒙古自治区,588944,0,564354
202012,102,巴林,21,辽宁省,211232,7361,1066910
202012,102,巴林,22,吉林省,91690,0,104644
202012,102,巴林,23,黑龙江省,172124,2146,326320
202012,102,巴林,31,上海市,731237,1117759,7357047
202012,102,巴林,32,江苏省,3383615,3102498,17501650
202012,102,巴林,33,浙江省,4612225,4684592,12892721
202012,102,巴林,34,安徽省,439855,90387,1249070
202012,102,巴林,35,福建省,1509222,175050,3418667
202012,102,巴林,36,江西省,86226,29948,1430014
202012,102,巴林,37,山东省,6634163,11812131,14841307
202012,102,巴林,41,河南省,325990,98457,7265178
202012,102,巴林,42,湖北省,553607,530765,1233749
202012,102,巴林,43,湖南省,284333,162646,2521640
202012,102,巴林,44,广东省,4978786,3133077,24188708
202012,102,巴林,45,广西壮族自治区,71603,4575,465722
202012,102,巴林,46,海南省,45473,26781,459315
202012,102,巴林,50,重庆市,94548,89352,862212
202012,102,巴林,51,四川省,89888,8304,454071
202012,102,巴林,52,贵州省,9379,318,22786
202012,102,巴林,53,云南省,78600,43310,1407422
202012,102,巴林,61,陕西省,321883,282,461242
202012,102,巴林,65,新疆维吾尔自治区,193613,1,162706
202012,103,孟加拉国,11,北京市,353781988,295480892,127897242
202012,103,孟加拉国,12,天津市,23171238,1512074,22340067
202012,103,孟加拉国,13,河北省,21632650,3558591,34959113
202012,103,孟加拉国,14,山西省,2195307,476993,4125029
202012,103,孟加拉国,15,内蒙古自治区,7532142,0,4383224
202012,103,孟加拉国,21,辽宁省,13006620,326693,14782163
202012,103,孟加拉国,22,吉林省,322266,5079,1102051
202012,103,孟加拉国,23,黑龙江省,737251,497524,1831924
202012,103,孟加拉国,31,上海市,62121571,7538144,80531981
202012,103,孟加拉国,32,江苏省,246633862,35310272,288415690
202012,103,孟加拉国,33,浙江省,259019255,58494984,363023553
202012,103,孟加拉国,34,安徽省,14132278,85886210,24099821
202012,103,孟加拉国,35,福建省,51152818,12475431,78509488
202012,103,孟加拉国,36,江西省,7375283,715929,16719392
202012,103,孟加拉国,37,山东省,82554096,8955196,131615376
202012,103,孟加拉国,41,河南省,6317978,1592597,14134044
202012,103,孟加拉国,42,湖北省,70559025,2014356,41293452
202012,103,孟加拉国,43,湖南省,16819717,4707428,41391869
202012,103,孟加拉国,44,广东省,201304351,58642380,419189962
202012,103,孟加拉国,45,广西壮族自治区,2938950,681325,13929762
202012,103,孟加拉国,46,海南省,4361109,409239,4842028
202012,103,孟加拉国,50,重庆市,30444053,418163,30310142
202012,103,孟加拉国,51,四川省,15084903,1625929,17251841
202012,103,孟加拉国,52,贵州省,1629775,16650,1202242
202012,103,孟加拉国,53,云南省,17520436,554280,16776275
202012,103,孟加拉国,61,陕西省,2581052,454145,3890775
202012,103,孟加拉国,62,甘肃省,1934323,1,2259907
202012,103,孟加拉国,63,青海省,175578,0,428181
202012,103,孟加拉国,64,宁夏回族自治区,58831,0,1286580
202012,103,孟加拉国,65,新疆维吾尔自治区,2515600,8620,3050436
202012,104,不丹,11,北京市,142,138,7270
202012,104,不丹,12,天津市,3,5,68
202012,104,不丹,13,河北省,5,172,497
202012,104,不丹,14,山西省,0,1,5
202012,104,不丹,21,辽宁省,0,1,5
202012,104,不丹,31,上海市,126,166,2251
202012,104,不丹,32,江苏省,10095,13017,180044
202012,104,不丹,33,浙江省,7654,2005,107877
202012,104,不丹,34,安徽省,118,215,1287
202012,104,不丹,35,福建省,2880,162,13575
202012,104,不丹,36,江西省,6780,638,17035
202012,104,不丹,37,山东省,28064,2887,73285
202012,104,不丹,41,河南省,21578,2843,43150
202012,104,不丹,42,湖北省,155,265,1587
202012,104,不丹,43,湖南省,2872,264,8901
202012,104,不丹,44,广东省,32273,43769,147750
202012,104,不丹,50,重庆市,0,1,5
202012,104,不丹,51,四川省,9756,34063,42798
202012,104,不丹,53,云南省,120141,106,27613
202012,105,文莱,11,北京市,48913,25326,250837
202012,105,文莱,12,天津市,489038,7728,324558
202012,105,文莱,13,河北省,405650,80365,1029469
202012,105,文莱,14,山西省,7756,180,51792
202012,105,文莱,15,内蒙古自治区,26215,0,162320
202012,105,文莱,21,辽宁省,32568,5520,340257
202012,105,文莱,22,吉林省,6,13,344
202012,105,文莱,23,黑龙江省,2143,0,140000
202012,105,文莱,31,上海市,613308,193297,2728574
202012,105,文莱,32,江苏省,1335798,370594,4585452
202012,105,文莱,33,浙江省,1661424,1419198,8093020
202012,105,文莱,34,安徽省,50333,81931,562777
202012,105,文莱,35,福建省,1135135,58131,2401304
202012,105,文莱,36,江西省,53075,54957,808065
202012,105,文莱,37,山东省,3169413,202494,6027950
202012,105,文莱,41,河南省,143658,45072,1104937
202012,105,文莱,42,湖北省,5246,9702,308058
202012,105,文莱,43,湖南省,836777,90613,3080517
202012,105,文莱,44,广东省,3626649,1394309,14521994
202012,105,文莱,45,广西壮族自治区,55013,280,662410
202012,105,文莱,46,海南省,1040,0,8840
202012,105,文莱,50,重庆市,7180,13111,64993
202012,105,文莱,51,四川省,68549,10134,536831
202012,105,文莱,52,贵州省,96750,0,26975
202012,105,文莱,53,云南省,113779,6043,1141006
202012,105,文莱,61,陕西省,46399,8548,200490
202012,105,文莱,65,新疆维吾尔自治区,54000,0,22221
202012,106,缅甸,11,北京市,19283563,18551470,19207605
202012,106,缅甸,12,天津市,12197644,459717,9227403
202012,106,缅甸,13,河北省,15845023,1484783,26575622
202012,106,缅甸,14,山西省,1575477,4267,1631978
202012,106,缅甸,15,内蒙古自治区,3913949,123204,5158062
202012,106,缅甸,21,辽宁省,6439032,1257240,9913408
202012,106,缅甸,22,吉林省,211785,398288,1344744
202012,106,缅甸,23,黑龙江省,439314,12160,704449
202012,106,缅甸,31,上海市,14900774,5896814,32936073
202012,106,缅甸,32,江苏省,106838631,15829808,133030898
202012,106,缅甸,33,浙江省,79297282,113183563,107416170
202012,106,缅甸,34,安徽省,6712859,2128459,16593139
202012,106,缅甸,35,福建省,46920776,5870754,48688993
202012,106,缅甸,36,江西省,5982918,3091128,13036403
202012,106,缅甸,37,山东省,66764005,8649237,88429022
202012,106,缅甸,41,河南省,3940947,2881441,13406102
202012,106,缅甸,42,湖北省,9014455,3383797,26868157
202012,106,缅甸,43,湖南省,4575033,2409089,18618595
202012,106,缅甸,44,广东省,53502019,180896695,168262841
202012,106,缅甸,45,广西壮族自治区,1660386,142985590,13851897
202012,106,缅甸,46,海南省,28274248,1413881,17709902
202012,106,缅甸,50,重庆市,4086752,4210222,21495603
202012,106,缅甸,51,四川省,3468556,6460110,7799852
202012,106,缅甸,52,贵州省,541035,149501,19397509
202012,106,缅甸,53,云南省,723963235,66027392,762058404
202012,106,缅甸,61,陕西省,4857623,403932,7697258
202012,106,缅甸,62,甘肃省,1359442,0,1989009
202012,106,缅甸,64,宁夏回族自治区,314775,0,346819
202012,106,缅甸,65,新疆维吾尔自治区,485695,0,976300
202012,107,柬埔寨,11,北京市,3524260,637294,13909952
202012,107,柬埔寨,12,天津市,3850572,823608,7110020
202012,107,柬埔寨,13,河北省,7849323,750153,15572901
202012,107,柬埔寨,14,山西省,48701,1,108179
202012,107,柬埔寨,15,内蒙古自治区,198566,4211,600241
202012,107,柬埔寨,21,辽宁省,10887933,227158,13740876
202012,107,柬埔寨,22,吉林省,28520,17483,265089
202012,107,柬埔寨,23,黑龙江省,546829,66998,2157945
202012,107,柬埔寨,31,上海市,19622340,4380091,47534450
202012,107,柬埔寨,32,江苏省,76349222,21540377,178998517
202012,107,柬埔寨,33,浙江省,61278759,23226097,165505278
202012,107,柬埔寨,34,安徽省,16247880,5026405,12192686
202012,107,柬埔寨,35,福建省,38249707,12000881,54566135
202012,107,柬埔寨,36,江西省,37401289,993274,16876763
202012,107,柬埔寨,37,山东省,43287319,4837234,72530677
