数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202104,101,阿富汗,11,北京市,40563,19,45539
202104,101,阿富汗,12,天津市,79108,0,100732
202104,101,阿富汗,31,上海市,347,83,40707
202104,101,阿富汗,32,江苏省,2921,0,34433
202104,101,阿富汗,33,浙江省,43803,0,202701
202104,101,阿富汗,35,福建省,3,0,40
202104,101,阿富汗,37,山东省,0,2,67
202104,101,阿富汗,44,广东省,147043,53,762708
202104,101,阿富汗,51,四川省,106,2,2081
202104,102,巴林,11,北京市,32000017,44320010,18952306
202104,102,巴林,12,天津市,79490,87378,86373
202104,102,巴林,23,黑龙江省,460095,0,55377
202104,102,巴林,31,上海市,28621158,5,13137615
202104,102,巴林,32,江苏省,60384,0,94920
202104,102,巴林,33,浙江省,473763,0,446691
202104,102,巴林,34,安徽省,38535,0,361156
202104,102,巴林,35,福建省,1,1,25
202104,102,巴林,36,江西省,1,0,46
202104,102,巴林,37,山东省,85207,0,49327
202104,102,巴林,44,广东省,6530,2515,52623
202104,102,巴林,51,四川省,0,0,20
202104,103,孟加拉国,11,北京市,2628859,301387,5117616
202104,103,孟加拉国,12,天津市,17765,198,22256
202104,103,孟加拉国,13,河北省,1536582,0,3251400
202104,103,孟加拉国,14,山西省,6,6,1112
202104,103,孟加拉国,15,内蒙古自治区,8,9,1292
202104,103,孟加拉国,21,辽宁省,2030148,223,2318533
202104,103,孟加拉国,22,吉林省,23058,3,20471
202104,103,孟加拉国,31,上海市,10641260,1778223,33839814
202104,103,孟加拉国,32,江苏省,2555564,36605,3091497
202104,103,孟加拉国,33,浙江省,3234334,29659,6194477
202104,103,孟加拉国,34,安徽省,521704,29280,616194
202104,103,孟加拉国,35,福建省,839765,20755,819978
202104,103,孟加拉国,36,江西省,511493,0,695114
202104,103,孟加拉国,37,山东省,884115,30401,1618917
202104,103,孟加拉国,41,河南省,1008486,137271,6736112
202104,103,孟加拉国,42,湖北省,191614,2,159156
202104,103,孟加拉国,43,湖南省,1129376,0,778078
202104,103,孟加拉国,44,广东省,2115351,3022917,9197863
202104,103,孟加拉国,45,广西壮族自治区,184459,5,209198
202104,103,孟加拉国,46,海南省,466,978,63617
202104,103,孟加拉国,50,重庆市,29146,8326,129697
202104,103,孟加拉国,51,四川省,443564,62,691455
202104,103,孟加拉国,53,云南省,4712,0,14964
202104,103,孟加拉国,61,陕西省,320,51,3121
202104,103,孟加拉国,65,新疆维吾尔自治区,78000,0,204885
202104,104,不丹,11,北京市,32,2,487
202104,104,不丹,44,广东省,8,2,359
202104,104,不丹,51,四川省,1,1,16
202104,105,文莱,11,北京市,7,0,254
202104,105,文莱,12,天津市,66787603,0,23569468
202104,105,文莱,13,河北省,64517000,0,25849897
202104,105,文莱,31,上海市,12680,1387556,107327
202104,105,文莱,32,江苏省,17392203,0,13906228
202104,105,文莱,33,浙江省,94946920,1,80694107
202104,105,文莱,37,山东省,3,0,45
202104,105,文莱,44,广东省,58846660,345,45539468
202104,106,缅甸,11,北京市,14632936,6245,37177088
202104,106,缅甸,12,天津市,12,12,1528
202104,106,缅甸,13,河北省,181165,0,445072
202104,106,缅甸,15,内蒙古自治区,6,10,947
202104,106,缅甸,21,辽宁省,1480002,3331,2417484
202104,106,缅甸,31,上海市,6418967,203463,13006248
202104,106,缅甸,32,江苏省,1190834,190651,2926868
202104,106,缅甸,33,浙江省,4231576,32734,3162539
202104,106,缅甸,34,安徽省,4532425,0,5539229
202104,106,缅甸,35,福建省,3670487,22820,1388729
202104,106,缅甸,36,江西省,589741,1759,18822382
202104,106,缅甸,37,山东省,7044071,40665,15266087
202104,106,缅甸,41,河南省,456902,13051,25655314
202104,106,缅甸,42,湖北省,18240,0,671823
202104,106,缅甸,43,湖南省,19462,9,1130983
202104,106,缅甸,44,广东省,19802486,3248234,20491294
202104,106,缅甸,45,广西壮族自治区,1627639,0,267433
202104,106,缅甸,46,海南省,1056476,19,1358090
202104,106,缅甸,50,重庆市,2079937,0,466809
202104,106,缅甸,51,四川省,2,0,610
202104,106,缅甸,53,云南省,1689849345,202984,484787478
202104,106,缅甸,61,陕西省,1,0,11
202104,106,缅甸,62,甘肃省,125000,0,150000
202104,107,柬埔寨,11,北京市,37166920,59026,27847035
202104,107,柬埔寨,12,天津市,5581215,4030,3280535
202104,107,柬埔寨,13,河北省,14193,115303,3795189
202104,107,柬埔寨,14,山西省,940942,2,622115
202104,107,柬埔寨,15,内蒙古自治区,15,15,2441
202104,107,柬埔寨,21,辽宁省,17980957,28751,12068286
202104,107,柬埔寨,23,黑龙江省,5028,48473,2374066
202104,107,柬埔寨,31,上海市,13239663,4270847,30998499
202104,107,柬埔寨,32,江苏省,3201914,80793,5020062
202104,107,柬埔寨,33,浙江省,3177979,196320,8932115
202104,107,柬埔寨,34,安徽省,146234,2580,119671
202104,107,柬埔寨,35,福建省,29738067,87019,7521435
202104,107,柬埔寨,36,江西省,47843,2301,143395
202104,107,柬埔寨,37,山东省,6267970,246206,6568060
202104,107,柬埔寨,41,河南省,1714813,32674,3567328
202104,107,柬埔寨,42,湖北省,500004,2,368841
202104,107,柬埔寨,43,湖南省,590631,72,4049622
202104,107,柬埔寨,44,广东省,24290667,6419166,20391712
202104,107,柬埔寨,45,广西壮族自治区,2720541,12202,544444
202104,107,柬埔寨,46,海南省,1659,1839,311959
202104,107,柬埔寨,50,重庆市,79833,13801,64123
202104,107,柬埔寨,51,四川省,207359,1004,1533817
202104,107,柬埔寨,53,云南省,4,0,76
202104,107,柬埔寨,61,陕西省,5204,115842,340259
202104,107,柬埔寨,62,甘肃省,594540,0,3828918
202104,107,柬埔寨,65,新疆维吾尔自治区,10851396,2,945298
202104,108,塞浦路斯,11,北京市,229658,48571,140155
202104,108,塞浦路斯,12,天津市,449814,43802,273802
202104,108,塞浦路斯,13,河北省,52,1,816
202104,108,塞浦路斯,21,辽宁省,24241,6879,11750
202104,108,塞浦路斯,31,上海市,615848,214928,419810
202104,108,塞浦路斯,32,江苏省,551,0,4601
202104,108,塞浦路斯,33,浙江省,135596,35491,88581
202104,108,塞浦路斯,35,福建省,63972,64745,55867
202104,108,塞浦路斯,36,江西省,23358,0,1979460
202104,108,塞浦路斯,37,山东省,40751,0,431887
202104,108,塞浦路斯,41,河南省,0,1,16
202104,108,塞浦路斯,44,广东省,5291,7,7028
202104,108,塞浦路斯,51,四川省,0,0,82
202104,109,朝鲜,11,北京市,31,2,671
202104,109,朝鲜,21,辽宁省,28356302,0,1113202
202104,109,朝鲜,22,吉林省,6729440,0,710093
202104,109,朝鲜,31,上海市,13,0,913
202104,109,朝鲜,37,山东省,30,1,462
202104,109,朝鲜,41,河南省,1,20,90
202104,109,朝鲜,44,广东省,24,18,2851
202104,110,中国香港,11,北京市,10606749,1474381,371119171
202104,110,中国香港,12,天津市,2170873,387833,8555220
202104,110,中国香港,13,河北省,1373822,4,2956785
202104,110,中国香港,15,内蒙古自治区,154,0,7381
202104,110,中国香港,21,辽宁省,562360,527160,7690993
202104,110,中国香港,22,吉林省,1502,12,44702
202104,110,中国香港,23,黑龙江省,0,0,38
202104,110,中国香港,31,上海市,22477930,1727955,258384597
202104,110,中国香港,32,江苏省,5260064,710585,14458518
202104,110,中国香港,33,浙江省,12774194,1043259,36495385
202104,110,中国香港,34,安徽省,1785875,6494,3832748
202104,110,中国香港,35,福建省,1400180,45811,13803804
202104,110,中国香港,36,江西省,1403338,15540,8942322
202104,110,中国香港,37,山东省,1468854,906814,5541595
202104,110,中国香港,41,河南省,2812607,3696,5825948
202104,110,中国香港,42,湖北省,365358,3814,1518228
202104,110,中国香港,43,湖南省,817413,271943,18252150
202104,110,中国香港,44,广东省,163744941,12333674,471177835
202104,110,中国香港,45,广西壮族自治区,2974144,86585,65408928
202104,110,中国香港,46,海南省,597576,34935,34205075
202104,110,中国香港,50,重庆市,230312,60336,2974518
202104,110,中国香港,51,四川省,6053980,8904,2397314
202104,110,中国香港,53,云南省,738,0,241192
202104,110,中国香港,61,陕西省,8865,535,223109
202104,110,中国香港,65,新疆维吾尔自治区,504,0,7316
202104,111,印度,11,北京市,927472850,48366176,254604072
202104,111,印度,12,天津市,27963292,1077635,64741162
202104,111,印度,13,河北省,299437467,6522,81517693
202104,111,印度,14,山西省,150221098,1954,76627248
202104,111,印度,15,内蒙古自治区,24757,15,24616
202104,111,印度,21,辽宁省,279828829,319132,58514665
202104,111,印度,22,吉林省,51135125,8141,8636812
202104,111,印度,23,黑龙江省,10472,955,259550
202104,111,印度,31,上海市,512415077,2494567,604407084
202104,111,印度,32,江苏省,502388465,1951918,306914343
202104,111,印度,33,浙江省,1470132582,603245,416612113
202104,111,印度,34,安徽省,24696671,21521,61050128
202104,111,印度,35,福建省,1422400485,4329942,333767647
202104,111,印度,36,江西省,2510890,16463,4512537
202104,111,印度,37,山东省,1285480509,857737,351428216
202104,111,印度,41,河南省,8347955,32553,56004754
202104,111,印度,42,湖北省,14483252,368813,29446942
202104,111,印度,43,湖南省,141899446,21419,45573446
202104,111,印度,44,广东省,665910682,1150127,325035035
202104,111,印度,45,广西壮族自治区,6126402,53342,15205377
202104,111,印度,46,海南省,60904552,19636,16102142
202104,111,印度,50,重庆市,8329388,113800,22055558
202104,111,印度,51,四川省,6586847,38811,11526796
202104,111,印度,52,贵州省,126010,1,339067
202104,111,印度,53,云南省,1190845,29479,1762752
202104,111,印度,61,陕西省,211800970,4602,33695199
202104,111,印度,62,甘肃省,587,211,25344
202104,111,印度,63,青海省,7442,4093,42553
202104,111,印度,64,宁夏回族自治区,5029,79,31320
202104,111,印度,65,新疆维吾尔自治区,48329305,0,6795469
202104,112,印度尼西亚,11,北京市,2699022386,611885,385423032
202104,112,印度尼西亚,12,天津市,307710355,2946049,81451397
202104,112,印度尼西亚,13,河北省,71828276,15993,26626023
202104,112,印度尼西亚,14,山西省,41449762,6,18183918
202104,112,印度尼西亚,15,内蒙古自治区,1238676,1394750,1983622
202104,112,印度尼西亚,21,辽宁省,132915302,237584,46736634
202104,112,印度尼西亚,22,吉林省,210983055,4133,42347442
202104,112,印度尼西亚,23,黑龙江省,20959098,9867,8311739
202104,112,印度尼西亚,31,上海市,1190755194,30646131,524857574
202104,112,印度尼西亚,32,江苏省,1281998397,4752383,617734639
202104,112,印度尼西亚,33,浙江省,1251443297,313579,762156050
202104,112,印度尼西亚,34,安徽省,453146930,161313,63448918
202104,112,印度尼西亚,35,福建省,2811190812,277162,748764436
202104,112,印度尼西亚,36,江西省,43814907,29951,37261043
202104,112,印度尼西亚,37,山东省,675597177,741005,114858634
202104,112,印度尼西亚,41,河南省,60779558,29871,22245254
202104,112,印度尼西亚,42,湖北省,10430003,81316,10147198
202104,112,印度尼西亚,43,湖南省,270474904,6121,68787889
202104,112,印度尼西亚,44,广东省,4019775368,40103264,731949022
202104,112,印度尼西亚,45,广西壮族自治区,223036720,1007,67333183
202104,112,印度尼西亚,46,海南省,133891628,16498,43258805
202104,112,印度尼西亚,50,重庆市,641344291,62721,88113922
202104,112,印度尼西亚,51,四川省,312644035,12899,24700661
202104,112,印度尼西亚,52,贵州省,378005,1,316317
202104,112,印度尼西亚,53,云南省,13473043,182,40331344
202104,112,印度尼西亚,61,陕西省,111295889,1656,8089756
202104,112,印度尼西亚,62,甘肃省,24000000,0,13012855
202104,112,印度尼西亚,63,青海省,2691808,0,2909946
202104,112,印度尼西亚,65,新疆维吾尔自治区,6933879,0,8229923
202104,113,伊朗,11,北京市,79441098,2502,61373385
202104,113,伊朗,12,天津市,37934643,42496,40599400
202104,113,伊朗,13,河北省,1126007,135,64910
202104,113,伊朗,21,辽宁省,851361,66757,167158
202104,113,伊朗,31,上海市,204101943,1014,108653146
202104,113,伊朗,32,江苏省,214141692,363,46996773
202104,113,伊朗,33,浙江省,123030083,3,130518904
202104,113,伊朗,34,安徽省,3403560,0,29955999
202104,113,伊朗,35,福建省,42540308,0,9105400
202104,113,伊朗,37,山东省,28867158,26557,26895808
202104,113,伊朗,41,河南省,982201,0,2399282
202104,113,伊朗,42,湖北省,2,0,580
202104,113,伊朗,43,湖南省,1080,39864,35362
202104,113,伊朗,44,广东省,43329295,1162,45852927
202104,113,伊朗,45,广西壮族自治区,6,0,5286
202104,113,伊朗,53,云南省,436750,0,2472350
202104,113,伊朗,63,青海省,1400000,0,70210
202104,113,伊朗,64,宁夏回族自治区,278,262,10292
202104,113,伊朗,65,新疆维吾尔自治区,88669,6478,87616
202104,114,伊拉克,11,北京市,3159367077,0,1477621815
202104,114,伊拉克,12,天津市,87989420,0,39046977
202104,114,伊拉克,21,辽宁省,655743042,0,306171535
202104,114,伊拉克,31,上海市,507,0,6613
202104,114,伊拉克,32,江苏省,38327190,0,11917073
202104,114,伊拉克,33,浙江省,91494212,87972347,33136966
202104,114,伊拉克,35,福建省,139565223,0,64305722
202104,114,伊拉克,37,山东省,197,1,3473
202104,114,伊拉克,41,河南省,97,1234,25864
202104,114,伊拉克,44,广东省,1413,8,9974
