数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202109,101,阿富汗,11,北京市,49,29,7446
202109,101,阿富汗,12,天津市,26880,0,60361
202109,101,阿富汗,21,辽宁省,1,2,303
202109,101,阿富汗,31,上海市,28151,20,154117
202109,101,阿富汗,32,江苏省,36082,0,7797
202109,101,阿富汗,33,浙江省,3,1,128
202109,101,阿富汗,35,福建省,24,0,484
202109,101,阿富汗,37,山东省,4,0,192
202109,101,阿富汗,44,广东省,17463,72,46750
202109,101,阿富汗,51,四川省,11,0,2312
202109,102,巴林,11,北京市,10000185,13850020,6966617
202109,102,巴林,12,天津市,234973,261592,276719
202109,102,巴林,31,上海市,204820,89720,133787
202109,102,巴林,32,江苏省,1503157,0,4110003
202109,102,巴林,33,浙江省,583256,1,2096801
202109,102,巴林,35,福建省,24,0,115
202109,102,巴林,37,山东省,0,0,30
202109,102,巴林,41,河南省,1,0,52
202109,102,巴林,44,广东省,1001598,89,2671873
202109,102,巴林,45,广西壮族自治区,3011134,0,8292476
202109,102,巴林,51,四川省,0,0,20
202109,102,巴林,61,陕西省,30,0,503
202109,103,孟加拉国,11,北京市,5223330,567523,7522443
202109,103,孟加拉国,12,天津市,122902,195,74952
202109,103,孟加拉国,13,河北省,1830622,1,2726890
202109,103,孟加拉国,14,山西省,2,2,453
202109,103,孟加拉国,21,辽宁省,1243352,80,1118086
202109,103,孟加拉国,22,吉林省,40000,0,43598
202109,103,孟加拉国,31,上海市,3909703,1174851,28105938
202109,103,孟加拉国,32,江苏省,1583276,295831,15543101
202109,103,孟加拉国,33,浙江省,3303854,41350,6090091
202109,103,孟加拉国,34,安徽省,518717,33094,574667
202109,103,孟加拉国,35,福建省,802971,18491,920354
202109,103,孟加拉国,36,江西省,453183,0,923138
202109,103,孟加拉国,37,山东省,353112,16538,1495855
202109,103,孟加拉国,41,河南省,121828,8269,2962859
202109,103,孟加拉国,42,湖北省,351690,26025,268776
202109,103,孟加拉国,43,湖南省,510818,770,478131
202109,103,孟加拉国,44,广东省,3544662,1988377,10733621
202109,103,孟加拉国,45,广西壮族自治区,168000,0,179454
202109,103,孟加拉国,46,海南省,2441,1432,334194
202109,103,孟加拉国,51,四川省,102233,204,186975
202109,103,孟加拉国,53,云南省,5309,0,19270
202109,103,孟加拉国,61,陕西省,29602,1,51655
202109,103,孟加拉国,63,青海省,26000,0,43030
202109,103,孟加拉国,65,新疆维吾尔自治区,26000,0,76152
202109,104,不丹,44,广东省,2,6,484
202109,104,不丹,51,四川省,0,1,4
202109,105,文莱,11,北京市,28633741,39657731,20810960
202109,105,文莱,31,上海市,3585,598988,52403
202109,105,文莱,32,江苏省,28594940,0,18928700
202109,105,文莱,33,浙江省,107998133,1,98727283
202109,105,文莱,35,福建省,6272156,0,6529311
202109,105,文莱,37,山东省,5,0,326
202109,105,文莱,44,广东省,21012341,1,19459908
202109,105,文莱,46,海南省,17579597,0,15382766
202109,105,文莱,50,重庆市,2920501,0,3009693
202109,106,缅甸,11,北京市,32788726,5471,112975070
202109,106,缅甸,12,天津市,436618,6,931515
202109,106,缅甸,13,河北省,1155986,65730,3696318
202109,106,缅甸,14,山西省,1,2,336
202109,106,缅甸,21,辽宁省,417389,100,327762
202109,106,缅甸,31,上海市,2793977,192987,8061103
202109,106,缅甸,32,江苏省,3233471,59852,3479459
202109,106,缅甸,33,浙江省,2206333,4127,3906250
202109,106,缅甸,34,安徽省,2677737,15908,9950695
