数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,美元
202501,101,阿富汗,11,北京市,278165
202501,101,阿富汗,12,天津市,324
202501,101,阿富汗,31,上海市,3368421
202501,101,阿富汗,32,江苏省,5029
202501,101,阿富汗,33,浙江省,2537700
202501,101,阿富汗,35,福建省,29107
202501,101,阿富汗,37,山东省,157817
202501,101,阿富汗,43,湖南省,107961
202501,101,阿富汗,44,广东省,69147
202501,102,巴林,11,北京市,4446
202501,102,巴林,31,上海市,28468
202501,102,巴林,32,江苏省,4817351
202501,102,巴林,33,浙江省,737224
202501,102,巴林,35,福建省,131
202501,102,巴林,37,山东省,4932
202501,102,巴林,44,广东省,18623
202501,102,巴林,50,重庆市,245
202501,102,巴林,51,四川省,167
202501,103,孟加拉国,11,北京市,985412
202501,103,孟加拉国,12,天津市,260980
202501,103,孟加拉国,13,河北省,558572
202501,103,孟加拉国,15,内蒙古自治区,299
202501,103,孟加拉国,21,辽宁省,1724389
202501,103,孟加拉国,22,吉林省,236251
202501,103,孟加拉国,31,上海市,40273081
202501,103,孟加拉国,32,江苏省,4945018
202501,103,孟加拉国,33,浙江省,11324506
202501,103,孟加拉国,34,安徽省,675358
202501,103,孟加拉国,35,福建省,1269703
202501,103,孟加拉国,36,江西省,864840
202501,103,孟加拉国,37,山东省,7711785
202501,103,孟加拉国,41,河南省,9652489
202501,103,孟加拉国,42,湖北省,751414
202501,103,孟加拉国,43,湖南省,2952007
202501,103,孟加拉国,44,广东省,13390562
202501,103,孟加拉国,45,广西壮族自治区,1610150
202501,103,孟加拉国,46,海南省,238937
202501,103,孟加拉国,50,重庆市,160045
202501,103,孟加拉国,51,四川省,2177732
202501,103,孟加拉国,53,云南省,356328
202501,103,孟加拉国,61,陕西省,58804
202501,104,不丹,11,北京市,121
202501,104,不丹,44,广东省,164
202501,105,文莱,11,北京市,34
202501,105,文莱,12,天津市,578
202501,105,文莱,31,上海市,9344887
202501,105,文莱,32,江苏省,22655564
202501,105,文莱,33,浙江省,77514842
202501,105,文莱,34,安徽省,1199759
202501,105,文莱,41,河南省,4555
202501,105,文莱,44,广东省,56713
202501,105,文莱,50,重庆市,159337
202501,106,缅甸,11,北京市,29243793
202501,106,缅甸,12,天津市,189862
202501,106,缅甸,13,河北省,1397885
202501,106,缅甸,15,内蒙古自治区,144373
202501,106,缅甸,21,辽宁省,1145019
202501,106,缅甸,31,上海市,13509225
202501,106,缅甸,32,江苏省,2992410
202501,106,缅甸,33,浙江省,10644028
202501,106,缅甸,34,安徽省,4804463
202501,106,缅甸,35,福建省,4557229
202501,106,缅甸,36,江西省,733673
202501,106,缅甸,37,山东省,34420085
202501,106,缅甸,41,河南省,47885349
202501,106,缅甸,42,湖北省,904404
202501,106,缅甸,43,湖南省,10119141
202501,106,缅甸,44,广东省,22180465
202501,106,缅甸,45,广西壮族自治区,5314680
202501,106,缅甸,46,海南省,1494243
202501,106,缅甸,50,重庆市,1141782
202501,106,缅甸,51,四川省,268067
202501,106,缅甸,52,贵州省,818496
202501,106,缅甸,53,云南省,344698489
202501,106,缅甸,61,陕西省,132689
202501,107,柬埔寨,11,北京市,21349527
202501,107,柬埔寨,12,天津市,1563380
202501,107,柬埔寨,13,河北省,1729549
202501,107,柬埔寨,14,山西省,695528
202501,107,柬埔寨,15,内蒙古自治区,12708
202501,107,柬埔寨,21,辽宁省,5824535
202501,107,柬埔寨,22,吉林省,213958
202501,107,柬埔寨,31,上海市,48557036
202501,107,柬埔寨,32,江苏省,12512565
202501,107,柬埔寨,33,浙江省,11469096
202501,107,柬埔寨,34,安徽省,1203991
202501,107,柬埔寨,35,福建省,20107424
202501,107,柬埔寨,36,江西省,1637130
202501,107,柬埔寨,37,山东省,3636830
202501,107,柬埔寨,41,河南省,5439285
202501,107,柬埔寨,42,湖北省,45676
202501,107,柬埔寨,43,湖南省,4236231
202501,107,柬埔寨,44,广东省,26861596
202501,107,柬埔寨,45,广西壮族自治区,621077
202501,107,柬埔寨,46,海南省,687374
202501,107,柬埔寨,50,重庆市,3119801
202501,107,柬埔寨,51,四川省,187192
202501,107,柬埔寨,61,陕西省,31363
202501,107,柬埔寨,62,甘肃省,64800
202501,108,塞浦路斯,11,北京市,266140
202501,108,塞浦路斯,12,天津市,103050
202501,108,塞浦路斯,13,河北省,30
202501,108,塞浦路斯,23,黑龙江省,13098
202501,108,塞浦路斯,31,上海市,721132
202501,108,塞浦路斯,32,江苏省,128584
202501,108,塞浦路斯,33,浙江省,611807
202501,108,塞浦路斯,35,福建省,133
202501,108,塞浦路斯,37,山东省,69476
202501,108,塞浦路斯,41,河南省,62
202501,108,塞浦路斯,42,湖北省,109
202501,108,塞浦路斯,43,湖南省,1180850
202501,108,塞浦路斯,44,广东省,326733
202501,108,塞浦路斯,51,四川省,124
202501,109,朝鲜,11,北京市,112
202501,109,朝鲜,21,辽宁省,11109681
202501,109,朝鲜,22,吉林省,11831115
202501,109,朝鲜,31,上海市,416
202501,109,朝鲜,32,江苏省,21081
202501,109,朝鲜,33,浙江省,74683
202501,109,朝鲜,37,山东省,5781712
202501,109,朝鲜,44,广东省,1111075
202501,110,中国香港,11,北京市,162799548
202501,110,中国香港,12,天津市,1356223
202501,110,中国香港,13,河北省,950532
202501,110,中国香港,14,山西省,41514
202501,110,中国香港,15,内蒙古自治区,24546158
202501,110,中国香港,21,辽宁省,4195594
202501,110,中国香港,22,吉林省,22171
202501,110,中国香港,31,上海市,143693833
202501,110,中国香港,32,江苏省,10840664
202501,110,中国香港,33,浙江省,15301856
202501,110,中国香港,34,安徽省,72674
202501,110,中国香港,35,福建省,29024098
202501,110,中国香港,36,江西省,11178645
202501,110,中国香港,37,山东省,5788799
202501,110,中国香港,41,河南省,3719566
202501,110,中国香港,42,湖北省,4929860
202501,110,中国香港,43,湖南省,56182029
202501,110,中国香港,44,广东省,418904063
202501,110,中国香港,45,广西壮族自治区,150205
202501,110,中国香港,46,海南省,14587765
202501,110,中国香港,50,重庆市,370638
202501,110,中国香港,51,四川省,4342531
202501,110,中国香港,52,贵州省,412908
202501,110,中国香港,53,云南省,34309942
202501,110,中国香港,54,西藏自治区,50563
202501,110,中国香港,61,陕西省,527158
202501,110,中国香港,64,宁夏回族自治区,1678927
202501,111,印度,11,北京市,44565231
202501,111,印度,12,天津市,42825721
202501,111,印度,13,河北省,67081578
202501,111,印度,14,山西省,4736918
202501,111,印度,15,内蒙古自治区,741438
202501,111,印度,21,辽宁省,9485900
202501,111,印度,22,吉林省,1087322
202501,111,印度,23,黑龙江省,1244016
202501,111,印度,31,上海市,192492669
202501,111,印度,32,江苏省,137663016
202501,111,印度,33,浙江省,204467563
202501,111,印度,34,安徽省,20786152
202501,111,印度,35,福建省,76961322
202501,111,印度,36,江西省,2687903
202501,111,印度,37,山东省,138047185
202501,111,印度,41,河南省,58935037
202501,111,印度,42,湖北省,22655677
202501,111,印度,43,湖南省,7826768
202501,111,印度,44,广东省,223986306
202501,111,印度,45,广西壮族自治区,13746692
202501,111,印度,46,海南省,11669944
202501,111,印度,50,重庆市,11106573
202501,111,印度,51,四川省,10625787
202501,111,印度,52,贵州省,1147337
202501,111,印度,53,云南省,11113870
202501,111,印度,54,西藏自治区,139221
202501,111,印度,61,陕西省,4836446
