数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,美元
202406,101,阿富汗,11,北京市,"2,084"
202406,101,阿富汗,12,天津市,"2,707"
202406,101,阿富汗,31,上海市,"37,867"
202406,101,阿富汗,32,江苏省,30
202406,101,阿富汗,33,浙江省,"122,203"
202406,101,阿富汗,37,山东省,"314,559"
202406,101,阿富汗,41,河南省,12
202406,101,阿富汗,44,广东省,"70,461"
202406,101,阿富汗,65,新疆维吾尔自治区,"2,234"
202406,102,巴林,11,北京市,"36,592,232"
202406,102,巴林,12,天津市,"66,455"
202406,102,巴林,13,河北省,"41,344"
202406,102,巴林,31,上海市,"24,391"
202406,102,巴林,32,江苏省,"1,822,859"
202406,102,巴林,33,浙江省,"553,285"
202406,102,巴林,35,福建省,128
202406,102,巴林,37,山东省,"1,418"
202406,102,巴林,41,河南省,"2,592,772"
202406,102,巴林,44,广东省,"201,900"
202406,102,巴林,46,海南省,"17,862,741"
202406,102,巴林,51,四川省,211
202406,103,孟加拉国,11,北京市,"1,089,352"
202406,103,孟加拉国,12,天津市,"97,655"
202406,103,孟加拉国,13,河北省,"976,117"
202406,103,孟加拉国,21,辽宁省,"2,370,585"
202406,103,孟加拉国,22,吉林省,210
202406,103,孟加拉国,31,上海市,"25,384,922"
202406,103,孟加拉国,32,江苏省,"5,538,852"
202406,103,孟加拉国,33,浙江省,"13,777,699"
202406,103,孟加拉国,34,安徽省,"372,707"
202406,103,孟加拉国,35,福建省,"1,151,599"
202406,103,孟加拉国,36,江西省,"917,015"
202406,103,孟加拉国,37,山东省,"2,973,016"
202406,103,孟加拉国,41,河南省,"6,661,760"
202406,103,孟加拉国,42,湖北省,"389,182"
202406,103,孟加拉国,43,湖南省,"3,211,504"
202406,103,孟加拉国,44,广东省,"15,632,054"
202406,103,孟加拉国,45,广西壮族自治区,"1,205,042"
202406,103,孟加拉国,46,海南省,"268,226"
202406,103,孟加拉国,51,四川省,"1,120,265"
202406,103,孟加拉国,53,云南省,"581,639"
202406,103,孟加拉国,61,陕西省,81
202406,104,不丹,11,北京市,45
202406,104,不丹,31,上海市,0
202406,104,不丹,44,广东省,68
202406,104,不丹,51,四川省,352
202406,105,文莱,11,北京市,50
202406,105,文莱,12,天津市,"35,092,348"
202406,105,文莱,13,河北省,29
202406,105,文莱,21,辽宁省,"31,569,091"
202406,105,文莱,31,上海市,"13,911,880"
202406,105,文莱,32,江苏省,"6,064,899"
202406,105,文莱,33,浙江省,"52,821,687"
202406,105,文莱,37,山东省,"25,507,016"
202406,105,文莱,41,河南省,"9,374"
202406,105,文莱,44,广东省,"57,187"
202406,105,文莱,45,广西壮族自治区,"3,176,202"
202406,105,文莱,46,海南省,"24,266,462"
202406,105,文莱,50,重庆市,"135,245"
202406,106,缅甸,11,北京市,"19,846,132"
202406,106,缅甸,12,天津市,"1,973,202"
202406,106,缅甸,13,河北省,"2,596,625"
202406,106,缅甸,21,辽宁省,"954,474"
202406,106,缅甸,23,黑龙江省,"513,921"
202406,106,缅甸,31,上海市,"8,086,134"
202406,106,缅甸,32,江苏省,"6,322,358"
202406,106,缅甸,33,浙江省,"14,274,735"
202406,106,缅甸,34,安徽省,"4,115,134"
202406,106,缅甸,35,福建省,"7,798,093"
202406,106,缅甸,36,江西省,"600,181"
202406,106,缅甸,37,山东省,"33,643,619"
202406,106,缅甸,41,河南省,"54,303,200"
202406,106,缅甸,42,湖北省,"612,266"
202406,106,缅甸,43,湖南省,"3,713,275"
202406,106,缅甸,44,广东省,"20,310,751"
202406,106,缅甸,45,广西壮族自治区,"3,612,205"
202406,106,缅甸,46,海南省,"901,065"
202406,106,缅甸,50,重庆市,"1,320,658"
202406,106,缅甸,51,四川省,"1,415,439"
202406,106,缅甸,52,贵州省,"533,428"
202406,106,缅甸,53,云南省,"366,247,347"
202406,106,缅甸,61,陕西省,"345,905"
202406,106,缅甸,64,宁夏回族自治区,"234,000"
202406,107,柬埔寨,11,北京市,"32,945,590"
202406,107,柬埔寨,12,天津市,"1,536,836"
202406,107,柬埔寨,13,河北省,"5,775,101"
202406,107,柬埔寨,21,辽宁省,"2,565,887"
202406,107,柬埔寨,22,吉林省,"80,249"
202406,107,柬埔寨,23,黑龙江省,"2,819,407"
202406,107,柬埔寨,31,上海市,"35,979,643"
202406,107,柬埔寨,32,江苏省,"14,361,302"
202406,107,柬埔寨,33,浙江省,"24,416,225"
202406,107,柬埔寨,34,安徽省,"774,897"
202406,107,柬埔寨,35,福建省,"18,885,883"
202406,107,柬埔寨,36,江西省,"1,623,948"
202406,107,柬埔寨,37,山东省,"2,995,740"
202406,107,柬埔寨,41,河南省,"1,876,978"
202406,107,柬埔寨,42,湖北省,"97,065"
202406,107,柬埔寨,43,湖南省,"3,790,685"
202406,107,柬埔寨,44,广东省,"24,938,120"
202406,107,柬埔寨,45,广西壮族自治区,"1,579,295"
202406,107,柬埔寨,46,海南省,"2,356,816"
202406,107,柬埔寨,50,重庆市,"412,293"
202406,107,柬埔寨,51,四川省,"270,815"
202406,107,柬埔寨,61,陕西省,384
202406,108,塞浦路斯,11,北京市,"183,029"
202406,108,塞浦路斯,12,天津市,"225,057"
202406,108,塞浦路斯,13,河北省,29
202406,108,塞浦路斯,21,辽宁省,"5,710"
202406,108,塞浦路斯,31,上海市,"385,152"
202406,108,塞浦路斯,32,江苏省,"36,168"
202406,108,塞浦路斯,33,浙江省,"718,969"
202406,108,塞浦路斯,35,福建省,"21,770"
202406,108,塞浦路斯,37,山东省,"14,284"
202406,108,塞浦路斯,41,河南省,221
202406,108,塞浦路斯,44,广东省,"259,995"
202406,108,塞浦路斯,51,四川省,86
202406,108,塞浦路斯,61,陕西省,315
202406,109,朝鲜,11,北京市,611
202406,109,朝鲜,21,辽宁省,"12,189,302"
202406,109,朝鲜,22,吉林省,"9,946,836"
202406,109,朝鲜,37,山东省,"2,675,411"
202406,109,朝鲜,41,河南省,"341,945"
202406,109,朝鲜,44,广东省,"1,840,662"
202406,109,朝鲜,51,四川省,"240,695"
202406,110,中国香港,11,北京市,"173,241,342"
202406,110,中国香港,12,天津市,"2,072,804"
202406,110,中国香港,13,河北省,"1,820,912"
202406,110,中国香港,14,山西省,17
202406,110,中国香港,15,内蒙古自治区,"3,714,539"
202406,110,中国香港,21,辽宁省,"3,389,102"
202406,110,中国香港,22,吉林省,"5,634"
202406,110,中国香港,23,黑龙江省,"47,043"
202406,110,中国香港,31,上海市,"71,506,314"
202406,110,中国香港,32,江苏省,"6,866,192"
202406,110,中国香港,33,浙江省,"22,825,516"
202406,110,中国香港,34,安徽省,"870,165"
202406,110,中国香港,35,福建省,"2,835,191"
202406,110,中国香港,36,江西省,"1,233,933"
202406,110,中国香港,37,山东省,"54,550,516"
202406,110,中国香港,41,河南省,"1,293,423"
202406,110,中国香港,42,湖北省,"1,099,427"
202406,110,中国香港,43,湖南省,"122,599,237"
202406,110,中国香港,44,广东省,"918,026,322"
202406,110,中国香港,45,广西壮族自治区,"371,751"
202406,110,中国香港,46,海南省,"3,240,555"
202406,110,中国香港,50,重庆市,"3,337,588"
