数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202007,101,阿富汗,11,北京市,47,11,2220
202007,101,阿富汗,21,辽宁省,1,1,198
202007,101,阿富汗,31,上海市,41,1,1288
202007,101,阿富汗,32,江苏省,15,0,317
202007,101,阿富汗,33,浙江省,51348,0,77023
202007,101,阿富汗,35,福建省,3,0,87
202007,101,阿富汗,37,山东省,23,2,409
202007,101,阿富汗,44,广东省,83,59,8631
202007,101,阿富汗,51,四川省,37,2,1252
202007,102,巴林,11,北京市,40015776,55396244,12455099
202007,102,巴林,12,天津市,116660,131359,104256
202007,102,巴林,21,辽宁省,3524293,0,282789
202007,102,巴林,31,上海市,7737953,80,13094974
202007,102,巴林,32,江苏省,227903,244725,220727
202007,102,巴林,33,浙江省,225682,0,43050
202007,102,巴林,35,福建省,326707,1,569153
202007,102,巴林,37,山东省,56710,0,30694
202007,102,巴林,41,河南省,4,0,132
202007,102,巴林,43,湖南省,8124,0,11000
202007,102,巴林,44,广东省,502445,1399,825675
202007,102,巴林,50,重庆市,2514309,0,4486199
202007,102,巴林,51,四川省,18,0,59
202007,102,巴林,61,陕西省,4,0,351
202007,103,孟加拉国,11,北京市,5025535,698927,6394304
202007,103,孟加拉国,12,天津市,343,89,38244
202007,103,孟加拉国,13,河北省,3503465,0,4147328
202007,103,孟加拉国,21,辽宁省,182219,326,174193
202007,103,孟加拉国,22,吉林省,69173,0,59140
202007,103,孟加拉国,23,黑龙江省,0,0,20
202007,103,孟加拉国,31,上海市,6779615,1335689,24322148
202007,103,孟加拉国,32,江苏省,3836085,536071,12201648
202007,103,孟加拉国,33,浙江省,1274420,709,1477311
202007,103,孟加拉国,34,安徽省,498010,5,394681
202007,103,孟加拉国,35,福建省,594029,60115,1399134
202007,103,孟加拉国,36,江西省,219535,599837,795540
202007,103,孟加拉国,37,山东省,1619657,29606,1782928
202007,103,孟加拉国,41,河南省,423365,2636,1414587
202007,103,孟加拉国,42,湖北省,484037,53816,283968
202007,103,孟加拉国,43,湖南省,103656,0,291240
202007,103,孟加拉国,44,广东省,2827756,5836888,13131737
202007,103,孟加拉国,45,广西壮族自治区,234000,0,199164
202007,103,孟加拉国,46,海南省,1976,805,165792
202007,103,孟加拉国,51,四川省,208281,180,179679
202007,103,孟加拉国,53,云南省,25118,124,55315
202007,103,孟加拉国,64,宁夏回族自治区,30000,0,20550
202007,103,孟加拉国,65,新疆维吾尔自治区,102400,0,401124
202007,104,不丹,12,天津市,0,0,7
