数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202008,101,阿富汗,11,北京市,18749,194140,1489316
202008,101,阿富汗,12,天津市,312876,2452720,1202576
202008,101,阿富汗,13,河北省,312771,265468,1043245
202008,101,阿富汗,15,内蒙古自治区,132000,0,108240
202008,101,阿富汗,21,辽宁省,882791,13272,1658411
202008,101,阿富汗,31,上海市,373605,127703,885438
202008,101,阿富汗,32,江苏省,4395495,1448688,3975378
202008,101,阿富汗,33,浙江省,14903056,7000434,18432329
202008,101,阿富汗,34,安徽省,252054,282738,354128
202008,101,阿富汗,35,福建省,59145,630550,183086
202008,101,阿富汗,36,江西省,1,3,16
202008,101,阿富汗,37,山东省,6775116,239175,6023116
202008,101,阿富汗,41,河南省,109866,6481,254448
202008,101,阿富汗,42,湖北省,59004,171284,514527
202008,101,阿富汗,43,湖南省,18016,14207,394334
202008,101,阿富汗,44,广东省,863178,915809,6884012
202008,101,阿富汗,45,广西壮族自治区,2318,5814,142325
202008,101,阿富汗,50,重庆市,104,80,7800
202008,101,阿富汗,61,陕西省,20968,4288,62027
202008,101,阿富汗,65,新疆维吾尔自治区,978964,213742,2727245
202008,102,巴林,11,北京市,82017,12401,1153688
202008,102,巴林,12,天津市,1636641,5639615,2070021
202008,102,巴林,13,河北省,1048926,1858444,1251668
202008,102,巴林,14,山西省,57058,2860,73678
202008,102,巴林,15,内蒙古自治区,22500,0,79324
202008,102,巴林,21,辽宁省,212767,6162,374474
202008,102,巴林,22,吉林省,180,43830,6348
202008,102,巴林,31,上海市,1326170,932189,8840991
202008,102,巴林,32,江苏省,3208429,4431384,9156856
202008,102,巴林,33,浙江省,4680116,4562045,13263901
202008,102,巴林,34,安徽省,770072,12482190,2053826
202008,102,巴林,35,福建省,1655904,830974,1288556
202008,102,巴林,36,江西省,63516,12718,428121
202008,102,巴林,37,山东省,12857301,3453230,16693506
202008,102,巴林,41,河南省,425480,262198,1295465
202008,102,巴林,42,湖北省,259904,27870,1190753
202008,102,巴林,43,湖南省,259326,102447,4746430
202008,102,巴林,44,广东省,6131163,3032421,24953820
202008,102,巴林,45,广西壮族自治区,120002,350,165327
202008,102,巴林,50,重庆市,201234,107148,308801
202008,102,巴林,51,四川省,64683,622668,1551614
202008,102,巴林,52,贵州省,14280,337,35978
202008,102,巴林,53,云南省,1110,2040,10200
202008,102,巴林,61,陕西省,102519,4030,145477
202008,102,巴林,65,新疆维吾尔自治区,23193,540,398877
202008,103,孟加拉国,11,北京市,54806310,48242439,32784647
202008,103,孟加拉国,12,天津市,17957083,1411237,19521000
202008,103,孟加拉国,13,河北省,10281195,3715105,22456964
202008,103,孟加拉国,14,山西省,5144147,637655,4445787
202008,103,孟加拉国,15,内蒙古自治区,4603220,0,1657159
202008,103,孟加拉国,21,辽宁省,13148148,71256,9624770
202008,103,孟加拉国,22,吉林省,538399,0,1380549
202008,103,孟加拉国,23,黑龙江省,443809,418,401480
202008,103,孟加拉国,31,上海市,35873452,12339981,65421627
202008,103,孟加拉国,32,江苏省,158382870,32419472,225798031
202008,103,孟加拉国,33,浙江省,200192238,65231768,269626336
202008,103,孟加拉国,34,安徽省,11430540,29463498,20794644
202008,103,孟加拉国,35,福建省,35312194,5483180,43349517
202008,103,孟加拉国,36,江西省,11106451,450386,9330629
202008,103,孟加拉国,37,山东省,96897503,6890346,104329395
202008,103,孟加拉国,41,河南省,6382960,908512,11623695
202008,103,孟加拉国,42,湖北省,81165250,1812045,33775589
202008,103,孟加拉国,43,湖南省,7202292,3256406,14188567
202008,103,孟加拉国,44,广东省,142538780,43065164,276909485
202008,103,孟加拉国,45,广西壮族自治区,1472326,90476,2371014
202008,103,孟加拉国,46,海南省,1335118,1,1453000
202008,103,孟加拉国,50,重庆市,792906,149025,9252231
202008,103,孟加拉国,51,四川省,7986003,851961,8543896
202008,103,孟加拉国,52,贵州省,2023932,33950,1165664
202008,103,孟加拉国,53,云南省,43250318,43012,16928903
202008,103,孟加拉国,61,陕西省,1293034,597798,1910848
202008,103,孟加拉国,62,甘肃省,2508683,12140,2691942
202008,103,孟加拉国,64,宁夏回族自治区,79506,270,332685
202008,103,孟加拉国,65,新疆维吾尔自治区,1721234,893,1306966
202008,104,不丹,11,北京市,21,15,378
202008,104,不丹,12,天津市,0,0,42
202008,104,不丹,13,河北省,0,2,10
202008,104,不丹,22,吉林省,0,1,13
202008,104,不丹,31,上海市,160207,2516,67590
202008,104,不丹,32,江苏省,8530,11037,112147
202008,104,不丹,33,浙江省,7957,6828,110094
202008,104,不丹,34,安徽省,40014,599,6255
202008,104,不丹,35,福建省,3057,63,19825
202008,104,不丹,36,江西省,67,151,845
202008,104,不丹,37,山东省,80501,5320,179669
202008,104,不丹,41,河南省,68,153,929
202008,104,不丹,42,湖北省,651,225,5246
202008,104,不丹,43,湖南省,20,74,417
202008,104,不丹,44,广东省,71904,168646,429265
202008,104,不丹,51,四川省,58,7,324
202008,104,不丹,54,西藏自治区,1,2,153
202008,105,文莱,11,北京市,61272,3604,105262
202008,105,文莱,12,天津市,492266,7434,2142916
202008,105,文莱,13,河北省,391845,6509,577196
202008,105,文莱,14,山西省,1,0,15
202008,105,文莱,15,内蒙古自治区,54000,0,9180
