数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,美元
202405,101,阿富汗,11,北京市,"2,101"
202405,101,阿富汗,12,天津市,"26,865"
202405,101,阿富汗,31,上海市,"92,650"
202405,101,阿富汗,32,江苏省,60
202405,101,阿富汗,33,浙江省,"2,860"
202405,101,阿富汗,35,福建省,"7,515"
202405,101,阿富汗,37,山东省,"666,979"
202405,101,阿富汗,42,湖北省,239
202405,101,阿富汗,44,广东省,"80,414"
202405,102,巴林,11,北京市,931
202405,102,巴林,12,天津市,"11,438"
202405,102,巴林,13,河北省,"15,837"
202405,102,巴林,31,上海市,"599,477"
202405,102,巴林,32,江苏省,"1,309,470"
202405,102,巴林,33,浙江省,"2,178,903"
202405,102,巴林,36,江西省,"17,514"
202405,102,巴林,37,山东省,"50,298"
202405,102,巴林,41,河南省,"2,689,555"
202405,102,巴林,44,广东省,"81,551"
202405,102,巴林,51,四川省,4
202405,103,孟加拉国,11,北京市,"1,480,490"
202405,103,孟加拉国,12,天津市,"136,252"
202405,103,孟加拉国,13,河北省,"624,043"
202405,103,孟加拉国,21,辽宁省,"1,342,316"
202405,103,孟加拉国,22,吉林省,"5,072"
202405,103,孟加拉国,23,黑龙江省,6
202405,103,孟加拉国,31,上海市,"25,145,728"
202405,103,孟加拉国,32,江苏省,"4,042,103"
202405,103,孟加拉国,33,浙江省,"7,651,435"
202405,103,孟加拉国,34,安徽省,"448,927"
202405,103,孟加拉国,35,福建省,"753,190"
202405,103,孟加拉国,36,江西省,"1,103,097"
202405,103,孟加拉国,37,山东省,"2,268,486"
202405,103,孟加拉国,41,河南省,"10,839,850"
202405,103,孟加拉国,42,湖北省,"742,985"
202405,103,孟加拉国,43,湖南省,"2,975,734"
202405,103,孟加拉国,44,广东省,"15,668,047"
202405,103,孟加拉国,45,广西壮族自治区,"686,595"
202405,103,孟加拉国,46,海南省,"54,880"
202405,103,孟加拉国,50,重庆市,"6,137"
202405,103,孟加拉国,51,四川省,"606,397"
202405,103,孟加拉国,53,云南省,"304,078"
202405,103,孟加拉国,61,陕西省,"149,723"
202405,103,孟加拉国,65,新疆维吾尔自治区,37
202405,104,不丹,31,上海市,170
