数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202011,101,阿富汗,11,北京市,42677,25,337193
202011,101,阿富汗,12,天津市,118223,0,92699
202011,101,阿富汗,31,上海市,20238,2,237659
202011,101,阿富汗,32,江苏省,529586,0,6108487
202011,101,阿富汗,33,浙江省,526305,0,6070548
202011,101,阿富汗,35,福建省,21060,0,73880
202011,101,阿富汗,37,山东省,15,7,516
202011,101,阿富汗,42,湖北省,1,0,156
202011,101,阿富汗,44,广东省,27829,83,28781
202011,101,阿富汗,51,四川省,68,1,1898
202011,102,巴林,11,北京市,1220783,2,265767
202011,102,巴林,31,上海市,3052457,1,5894733
202011,102,巴林,32,江苏省,87749,0,116556
202011,102,巴林,33,浙江省,154392,0,90484
202011,102,巴林,35,福建省,1,0,51
202011,102,巴林,37,山东省,56979,8,31623
202011,102,巴林,42,湖北省,1,0,71
202011,102,巴林,44,广东省,30461,13440,150087
202011,102,巴林,50,重庆市,5426461,0,2900378
202011,102,巴林,51,四川省,57,0,1057
202011,102,巴林,65,新疆维吾尔自治区,23110,0,3004
202011,103,孟加拉国,11,北京市,5569887,349920,7715531
202011,103,孟加拉国,12,天津市,483468,512,408011
202011,103,孟加拉国,13,河北省,2733182,629,4121197
202011,103,孟加拉国,21,辽宁省,617870,505,643028
202011,103,孟加拉国,31,上海市,9368040,1874410,31984735
202011,103,孟加拉国,32,江苏省,2472251,108200,5476383
202011,103,孟加拉国,33,浙江省,2761116,19345,3777901
202011,103,孟加拉国,34,安徽省,850000,58560,712518
202011,103,孟加拉国,35,福建省,302769,39171,667196
202011,103,孟加拉国,36,江西省,33941,0,680667
202011,103,孟加拉国,37,山东省,1185646,12573,1490499
202011,103,孟加拉国,41,河南省,1234400,71694,5574934
202011,103,孟加拉国,42,湖北省,354121,3,202130
202011,103,孟加拉国,43,湖南省,51001,0,28161
202011,103,孟加拉国,44,广东省,5114340,7741112,8101868
202011,103,孟加拉国,45,广西壮族自治区,765923,0,829109
202011,103,孟加拉国,46,海南省,2163,1937,370372
202011,103,孟加拉国,50,重庆市,1,0,74
202011,103,孟加拉国,51,四川省,128900,8,171195
202011,103,孟加拉国,52,贵州省,26009,11,24003
202011,103,孟加拉国,53,云南省,2671,0,8488
202011,103,孟加拉国,54,西藏自治区,39,67,10338
202011,103,孟加拉国,64,宁夏回族自治区,60000,0,41100
202011,103,孟加拉国,65,新疆维吾尔自治区,103600,0,250845
202011,104,不丹,11,北京市,16,0,990
202011,104,不丹,44,广东省,5,3,224
202011,105,文莱,11,北京市,30898305,42794148,12266885
202011,105,文莱,31,上海市,99976638,303784,26981493
202011,105,文莱,32,江苏省,79788328,0,22900783
202011,105,文莱,33,浙江省,54414297,0,30475068
202011,105,文莱,35,福建省,2428222,0,2005184
202011,105,文莱,37,山东省,34722540,0,13169227
202011,105,文莱,44,广东省,622,31,5405
202011,105,文莱,46,海南省,80194830,0,43377676
202011,105,文莱,51,四川省,0,0,54
202011,106,缅甸,11,北京市,22655336,12337,25260054
202011,106,缅甸,12,天津市,151264,216,126809
202011,106,缅甸,13,河北省,0,0,57
202011,106,缅甸,21,辽宁省,856917,346,909778
202011,106,缅甸,23,黑龙江省,604800,0,832810
202011,106,缅甸,31,上海市,14928243,117458,37812857
202011,106,缅甸,32,江苏省,2269325,97627,2930789
202011,106,缅甸,33,浙江省,2621201,60517,3371516
202011,106,缅甸,34,安徽省,3317139,47647,1393997
202011,106,缅甸,35,福建省,5807674,14252,2805894
202011,106,缅甸,36,江西省,1625181,1865,5192875
202011,106,缅甸,37,山东省,3989945,19900,5941157
202011,106,缅甸,41,河南省,43876,32815,1143404
202011,106,缅甸,42,湖北省,4,6,297
202011,106,缅甸,43,湖南省,1506560,20,2286291
202011,106,缅甸,44,广东省,39838679,5005115,39508544
202011,106,缅甸,45,广西壮族自治区,531920,0,379835
202011,106,缅甸,46,海南省,201852,260,333039
202011,106,缅甸,50,重庆市,1810820,0,682718
202011,106,缅甸,51,四川省,120030,0,155144
202011,106,缅甸,52,贵州省,6,10,759
202011,106,缅甸,53,云南省,1297985707,2541053,441021972
202011,106,缅甸,54,西藏自治区,1,1,160
202011,107,柬埔寨,11,北京市,40004863,495304,44326561
202011,107,柬埔寨,12,天津市,2644763,2004,1427281
202011,107,柬埔寨,13,河北省,153144,357211,10009028
202011,107,柬埔寨,15,内蒙古自治区,2,0,76
202011,107,柬埔寨,21,辽宁省,4970415,19462,2849186
202011,107,柬埔寨,23,黑龙江省,55,15,1061
202011,107,柬埔寨,31,上海市,8478742,3934782,27590827
202011,107,柬埔寨,32,江苏省,3297535,934623,28452728
202011,107,柬埔寨,33,浙江省,1733017,352558,11658974
202011,107,柬埔寨,34,安徽省,509287,67,432562
202011,107,柬埔寨,35,福建省,24053699,12547,3172403
202011,107,柬埔寨,36,江西省,304596,6123667,1187102
202011,107,柬埔寨,37,山东省,8664211,222879,8173131
202011,107,柬埔寨,41,河南省,265816,24029,1490022
202011,107,柬埔寨,42,湖北省,102268,856,132443
202011,107,柬埔寨,43,湖南省,90205,152,1238764
202011,107,柬埔寨,44,广东省,14439823,2031938,17969782
202011,107,柬埔寨,45,广西壮族自治区,1815233,3030,735558
202011,107,柬埔寨,46,海南省,7474,9706,2139389
202011,107,柬埔寨,50,重庆市,22768,3593,378373
202011,107,柬埔寨,51,四川省,306720,131,2347198
202011,107,柬埔寨,52,贵州省,19,30,2887
202011,107,柬埔寨,54,西藏自治区,87,137,19266
202011,107,柬埔寨,61,陕西省,301,49,6977
202011,107,柬埔寨,62,甘肃省,57020,0,333432
202011,108,塞浦路斯,11,北京市,394030,60238,231094
202011,108,塞浦路斯,12,天津市,95616,21294,52182
202011,108,塞浦路斯,13,河北省,3980,59,34761
202011,108,塞浦路斯,21,辽宁省,24288,5899,14415
202011,108,塞浦路斯,31,上海市,1237097,355557,741517
202011,108,塞浦路斯,32,江苏省,18791,8522,123821
202011,108,塞浦路斯,33,浙江省,61236,0,35928
202011,108,塞浦路斯,35,福建省,51261,51874,42672
202011,108,塞浦路斯,37,山东省,226,0,22302
202011,108,塞浦路斯,44,广东省,203,8,2336
