Date of data,Trading partner code,Trading partner,Locations of importers and exporters code,Locations of importers and exporters,US dollar,
202505,127,Pakistan,62,Gansu Province,"40,486",
202505,127,Pakistan,65,Xinjiang Uygur Autonomous Region,"209,248",
202505,128,Palestine,31,Shanghai Province,162,
202505,128,Palestine,33,Zhejiang Province,502,
202505,128,Palestine,37,Shandong Province,40,
202505,128,Palestine,44,Guangdong Province,"1,163",
202505,129,Philippines,11,Beijing,"24,763,347",
202505,129,Philippines,12,Tianjin,"47,118,248",
202505,129,Philippines,13,Hebei Province,"6,163,136",
202505,129,Philippines,14,Shanxi Province,"5,460,148",
202505,129,Philippines,15,Inner Mongolia Autonomous Region,"800,788",
202505,129,Philippines,21,Liaoning Province,"9,077,740",
202505,129,Philippines,22,Jilin Province,"8,282,240",
202505,129,Philippines,23,Heilongjiang Province,"30,316",
202505,129,Philippines,31,Shanghai Province,"248,985,014",
202505,129,Philippines,32,Jiangsu Province,"172,161,613",
202505,129,Philippines,33,Zhejiang Province,"76,252,624",
202505,129,Philippines,34,Anhui Province,"7,338,659",
202505,129,Philippines,35,Fujian Province,"73,727,160",
202505,129,Philippines,36,Jiangxi Province,"5,080,808",
202505,129,Philippines,37,Shandong Province,"86,974,673",
202505,129,Philippines,41,Henan Province,"14,294,071",
202505,129,Philippines,42,Hubei Province,"11,397,644",
202505,129,Philippines,43,Hunan Province,"17,877,477",
202505,129,Philippines,44,Guangdong Province,"540,159,178",
202505,129,Philippines,45,Guangxi Zhuang Autonomous Region,"51,393,796",
202505,129,Philippines,46,Hainan Province,"7,623,086",
202505,129,Philippines,50,Chongqing,"3,747,587",
202505,129,Philippines,51,Sichuan Province,"19,348,626",
202505,129,Philippines,52,Guizhou Province,"75,539",
202505,129,Philippines,53,Yunnan Province,"245,503",
202505,129,Philippines,61,Shaanxi Province,"6,829,272",
202505,129,Philippines,62,Gansu Province,"24,690,577",
202505,129,Philippines,64,Ningxia Hui Autonomous Region,26,
202505,129,Philippines,65,Xinjiang Uygur Autonomous Region,"312,958",
202505,130,Qatar,11,Beijing,"444,774,128",
202505,130,Qatar,12,Tianjin,"7,247,293",
202505,130,Qatar,13,Hebei Province,"73,841,916",
202505,130,Qatar,21,Liaoning Province,"1,737,145",
202505,130,Qatar,22,Jilin Province,"301,382",
202505,130,Qatar,31,Shanghai Province,"23,882,226",
202505,130,Qatar,32,Jiangsu Province,"321,685,459",
202505,130,Qatar,33,Zhejiang Province,"111,225,639",
202505,130,Qatar,34,Anhui Province,"553,301",
202505,130,Qatar,35,Fujian Province,"2,178,561",
202505,130,Qatar,37,Shandong Province,"70,588,637",
202505,130,Qatar,41,Henan Province,"116,393",
202505,130,Qatar,42,Hubei Province,"32,895",
202505,130,Qatar,44,Guangdong Province,"113,840,079",
202505,130,Qatar,45,Guangxi Zhuang Autonomous Region,"42,529,978",
202505,130,Qatar,46,Hainan Province,"1,415,034",
202505,130,Qatar,51,Sichuan Province,"1,319,927",
202505,130,Qatar,52,Guizhou Province,"10,514,923",
202505,130,Qatar,53,Yunnan Province,"161,128,849",
202505,130,Qatar,61,Shaanxi Province,"2,434,491",
202505,131,Saudi Arabia,11,Beijing,"493,499,350",
202505,131,Saudi Arabia,12,Tianjin,"3,802,539",
202505,131,Saudi Arabia,13,Hebei Province,"16,230,032",
202505,131,Saudi Arabia,14,Shanxi Province,682,
202505,131,Saudi Arabia,15,Inner Mongolia Autonomous Region,"917,813",
202505,131,Saudi Arabia,21,Liaoning Province,"15,326,971",
202505,131,Saudi Arabia,22,Jilin Province,"67,636",
202505,131,Saudi Arabia,31,Shanghai Province,"70,555,369",
202505,131,Saudi Arabia,32,Jiangsu Province,"199,760,571",
202505,131,Saudi Arabia,33,Zhejiang Province,"1,441,422,218",
202505,131,Saudi Arabia,34,Anhui Province,"27,030,587",
202505,131,Saudi Arabia,35,Fujian Province,"584,882,478",
202505,131,Saudi Arabia,36,Jiangxi Province,"787,030",
202505,131,Saudi Arabia,37,Shandong Province,"112,930,259",
202505,131,Saudi Arabia,41,Henan Province,"4,127,612",
202505,131,Saudi Arabia,42,Hubei Province,"1,369,556",
202505,131,Saudi Arabia,43,Hunan Province,"5,614,518",
202505,131,Saudi Arabia,44,Guangdong Province,"284,975,451",
202505,131,Saudi Arabia,45,Guangxi Zhuang Autonomous Region,"223,952,136",
202505,131,Saudi Arabia,46,Hainan Province,"73,850,100",
202505,131,Saudi Arabia,50,Chongqing,"8,750,687",
202505,131,Saudi Arabia,51,Sichuan Province,"1,191,801",
202505,131,Saudi Arabia,53,Yunnan Province,"164,432,141",
202505,131,Saudi Arabia,61,Shaanxi Province,26,
202505,132,Singapore,11,Beijing,"216,939,403",
202505,132,Singapore,12,Tianjin,"69,767,588",
202505,132,Singapore,13,Hebei Province,"9,982,642",
202505,132,Singapore,14,Shanxi Province,"16,910,065",
202505,132,Singapore,15,Inner Mongolia Autonomous Region,"1,034,159",
202505,132,Singapore,21,Liaoning Province,"8,694,333",
202505,132,Singapore,22,Jilin Province,"3,772,045",
202505,132,Singapore,23,Heilongjiang Province,"75,399",
202505,132,Singapore,31,Shanghai Province,"892,131,172",
202505,132,Singapore,32,Jiangsu Province,"438,752,925",
202505,132,Singapore,33,Zhejiang Province,"218,739,735",
202505,132,Singapore,34,Anhui Province,"22,447,080",
202505,132,Singapore,35,Fujian Province,"21,659,054",
202505,132,Singapore,36,Jiangxi Province,"11,628,077",
202505,132,Singapore,37,Shandong Province,"53,579,092",
202505,132,Singapore,41,Henan Province,"16,982,174",
202505,132,Singapore,42,Hubei Province,"31,130,560",
202505,132,Singapore,43,Hunan Province,"21,938,549",
202505,132,Singapore,44,Guangdong Province,"598,481,016",
202505,132,Singapore,45,Guangxi Zhuang Autonomous Region,"2,736,642",
202505,132,Singapore,46,Hainan Province,"3,601,982",
202505,132,Singapore,50,Chongqing,"81,784,131",
202505,132,Singapore,51,Sichuan Province,"46,596,682",
202505,132,Singapore,52,Guizhou Province,"307,111",
202505,132,Singapore,53,Yunnan Province,"707,430",
202505,132,Singapore,54,Tibet Autonomous Region,5,
202505,132,Singapore,61,Shaanxi Province,"15,680,148",
202505,132,Singapore,62,Gansu Province,"2,052,004",
202505,132,Singapore,64,Ningxia Hui Autonomous Region,"557,000",
202505,132,Singapore,65,Xinjiang Uygur Autonomous Region,"1,551,460",
202505,133,Republic of Korea,11,Beijing,"386,813,271",
202505,133,Republic of Korea,12,Tianjin,"435,697,575",
202505,133,Republic of Korea,13,Hebei Province,"32,491,761",
202505,133,Republic of Korea,14,Shanxi Province,"18,816,763",
202505,133,Republic of Korea,15,Inner Mongolia Autonomous Region,"3,060,781",
202505,133,Republic of Korea,21,Liaoning Province,"231,299,337",
202505,133,Republic of Korea,22,Jilin Province,"29,454,652",
202505,133,Republic of Korea,23,Heilongjiang Province,"1,536,862",
202505,133,Republic of Korea,31,Shanghai Province,"1,516,354,067",
202505,133,Republic of Korea,32,Jiangsu Province,"3,827,857,090",
202505,133,Republic of Korea,33,Zhejiang Province,"743,404,397",
202505,133,Republic of Korea,34,Anhui Province,"204,150,826",
202505,133,Republic of Korea,35,Fujian Province,"183,719,519",
202505,133,Republic of Korea,36,Jiangxi Province,"71,711,266",
202505,133,Republic of Korea,37,Shandong Province,"1,031,438,477",
202505,133,Republic of Korea,41,Henan Province,"445,182,703",
202505,133,Republic of Korea,42,Hubei Province,"112,563,635",
202505,133,Republic of Korea,43,Hunan Province,"106,367,357",
202505,133,Republic of Korea,44,Guangdong Province,"3,888,941,591",
202505,133,Republic of Korea,45,Guangxi Zhuang Autonomous Region,"50,955,450",
202505,133,Republic of Korea,46,Hainan Province,"20,460,751",
202505,133,Republic of Korea,50,Chongqing,"416,702,009",
202505,133,Republic of Korea,51,Sichuan Province,"301,990,553",
202505,133,Republic of Korea,52,Guizhou Province,"6,475,684",
202505,133,Republic of Korea,53,Yunnan Province,"3,133,922",
202505,133,Republic of Korea,54,Tibet Autonomous Region,"89,332",
202505,133,Republic of Korea,61,Shaanxi Province,"463,592,695",
202505,133,Republic of Korea,62,Gansu Province,"1,928,420",
202505,133,Republic of Korea,63,Qinghai Province,"208,560",
202505,133,Republic of Korea,64,Ningxia Hui Autonomous Region,"5,262,799",
202505,133,Republic of Korea,65,Xinjiang Uygur Autonomous Region,"8,089,146",
202505,134,Sri Lanka,11,Beijing,"2,955,302",
202505,134,Sri Lanka,12,Tianjin,"809,105",
202505,134,Sri Lanka,13,Hebei Province,"164,176",
202505,134,Sri Lanka,21,Liaoning Province,"142,760",
202505,134,Sri Lanka,31,Shanghai Province,"10,780,732",
202505,134,Sri Lanka,32,Jiangsu Province,"2,834,110",
202505,134,Sri Lanka,33,Zhejiang Province,"1,992,509",
202505,134,Sri Lanka,34,Anhui Province,"243,331",
202505,134,Sri Lanka,35,Fujian Province,"952,738",
202505,134,Sri Lanka,36,Jiangxi Province,"51,246",
202505,134,Sri Lanka,37,Shandong Province,"1,193,525",
202505,134,Sri Lanka,41,Henan Province,"65,784",
202505,134,Sri Lanka,42,Hubei Province,"26,269",
202505,134,Sri Lanka,43,Hunan Province,"38,297",
202505,134,Sri Lanka,44,Guangdong Province,"3,502,945",
202505,134,Sri Lanka,46,Hainan Province,"17,502",
202505,134,Sri Lanka,50,Chongqing,"19,884",
202505,134,Sri Lanka,51,Sichuan Province,"700,338",
202505,134,Sri Lanka,53,Yunnan Province,"361,277",
202505,134,Sri Lanka,54,Tibet Autonomous Region,"1,747",
202505,134,Sri Lanka,61,Shaanxi Province,"70,714",
202505,134,Sri Lanka,64,Ningxia Hui Autonomous Region,"280,344",
202505,135,Syria,11,Beijing,16,
202505,135,Syria,21,Liaoning Province,16,
202505,135,Syria,31,Shanghai Province,"4,073",
202505,135,Syria,32,Jiangsu Province,"1,199",
202505,135,Syria,33,Zhejiang Province,"2,675",
202505,135,Syria,37,Shandong Province,175,
202505,135,Syria,42,Hubei Province,16,
202505,135,Syria,44,Guangdong Province,"70,850",
202505,135,Syria,51,Sichuan Province,22,
202505,136,Thailand,11,Beijing,"132,787,752",
202505,136,Thailand,12,Tianjin,"50,100,310",
202505,136,Thailand,13,Hebei Province,"37,074,345",
202505,136,Thailand,14,Shanxi Province,"9,176,117",
202505,136,Thailand,15,Inner Mongolia Autonomous Region,"2,503,787",
202505,136,Thailand,21,Liaoning Province,"47,229,706",
202505,136,Thailand,22,Jilin Province,"11,472,817",
202505,136,Thailand,23,Heilongjiang Province,"1,035,484",
202505,136,Thailand,31,Shanghai Province,"610,664,088",
202505,136,Thailand,32,Jiangsu Province,"411,605,347",
202505,136,Thailand,33,Zhejiang Province,"584,103,875",
202505,136,Thailand,34,Anhui Province,"62,389,798",
202505,136,Thailand,35,Fujian Province,"146,611,318",
202505,136,Thailand,36,Jiangxi Province,"26,912,678",
202505,136,Thailand,37,Shandong Province,"276,793,426",
202505,136,Thailand,41,Henan Province,"30,059,001",
202505,136,Thailand,42,Hubei Province,"104,755,267",
202505,136,Thailand,43,Hunan Province,"98,471,318",
202505,136,Thailand,44,Guangdong Province,"1,538,511,719",
202505,136,Thailand,45,Guangxi Zhuang Autonomous Region,"177,137,350",
202505,136,Thailand,46,Hainan Province,"13,299,615",
202505,136,Thailand,50,Chongqing,"105,636,368",
202505,136,Thailand,51,Sichuan Province,"90,271,150",
202505,136,Thailand,52,Guizhou Province,"27,056,176",
202505,136,Thailand,53,Yunnan Province,"460,013,185",
202505,136,Thailand,54,Tibet Autonomous Region,"1,812,135",
202505,136,Thailand,61,Shaanxi Province,"13,627,532",
202505,136,Thailand,62,Gansu Province,"1,813,760",
202505,136,Thailand,63,Qinghai Province,"1,389,299",
202505,136,Thailand,64,Ningxia Hui Autonomous Region,"7,443",
202505,136,Thailand,65,Xinjiang Uygur Autonomous Region,"7,654,635",
202505,137,Türkiye,11,Beijing,"11,071,617",
202505,137,Türkiye,12,Tianjin,"9,662,527",
202505,137,Türkiye,13,Hebei Province,"2,143,074",
202505,137,Türkiye,14,Shanxi Province,"305,916",
202505,137,Türkiye,15,Inner Mongolia Autonomous Region,"4,098,565",
202505,137,Türkiye,21,Liaoning Province,"9,101,746",
202505,137,Türkiye,22,Jilin Province,"2,881,644",
202505,137,Türkiye,23,Heilongjiang Province,"978,103",
202505,137,Türkiye,31,Shanghai Province,"61,644,241",
202505,137,Türkiye,32,Jiangsu Province,"15,097,833",
202505,137,Türkiye,33,Zhejiang Province,"55,088,746",
202505,137,Türkiye,34,Anhui Province,"3,158,781",
202505,137,Türkiye,35,Fujian Province,"35,258,911",
202505,137,Türkiye,36,Jiangxi Province,"2,491,750",
202505,137,Türkiye,37,Shandong Province,"34,434,081",
202505,137,Türkiye,41,Henan Province,"12,688,214",
202505,137,Türkiye,42,Hubei Province,"1,097,007",
202505,137,Türkiye,43,Hunan Province,"668,313",
202505,137,Türkiye,44,Guangdong Province,"22,854,209",
202505,137,Türkiye,45,Guangxi Zhuang Autonomous Region,"13,425,653",
202505,137,Türkiye,46,Hainan Province,"3,448,836",
202505,137,Türkiye,50,Chongqing,"1,174,402",
202505,137,Türkiye,51,Sichuan Province,"13,979,460",
202505,137,Türkiye,52,Guizhou Province,"414,271",
202505,137,Türkiye,53,Yunnan Province,"848,915",
202505,137,Türkiye,54,Tibet Autonomous Region,"4,140",
202505,137,Türkiye,61,Shaanxi Province,"568,125",
202505,137,Türkiye,62,Gansu Province,"42,377",
202505,137,Türkiye,65,Xinjiang Uygur Autonomous Region,"164,473",
202505,138,United Arab Emirates,11,Beijing,"872,156,792",
202505,138,United Arab Emirates,12,Tianjin,"53,213,673",
202505,138,United Arab Emirates,13,Hebei Province,"14,215,764",
202505,138,United Arab Emirates,14,Shanxi Province,"13,359",
202505,138,United Arab Emirates,15,Inner Mongolia Autonomous Region,"5,201,622",
202505,138,United Arab Emirates,21,Liaoning Province,"3,119,557",
202505,138,United Arab Emirates,22,Jilin Province,"335,520",
202505,138,United Arab Emirates,23,Heilongjiang Province,"366,161",
202505,138,United Arab Emirates,31,Shanghai Province,"136,702,996",
202505,138,United Arab Emirates,32,Jiangsu Province,"135,759,349",
202505,138,United Arab Emirates,33,Zhejiang Province,"331,896,921",
202505,138,United Arab Emirates,34,Anhui Province,"8,315,166",
202505,138,United Arab Emirates,35,Fujian Province,"44,550,604",
202505,138,United Arab Emirates,36,Jiangxi Province,"3,602,502",
202505,138,United Arab Emirates,37,Shandong Province,"270,080,059",
202505,138,United Arab Emirates,41,Henan Province,"1,081,930",
202505,138,United Arab Emirates,42,Hubei Province,"3,234,389",
202505,138,United Arab Emirates,43,Hunan Province,"55,605,180",
202505,138,United Arab Emirates,44,Guangdong Province,"245,147,276",
202505,138,United Arab Emirates,45,Guangxi Zhuang Autonomous Region,"5,538,164",
202505,138,United Arab Emirates,46,Hainan Province,"81,936,989",
202505,138,United Arab Emirates,50,Chongqing,"949,719",
202505,138,United Arab Emirates,51,Sichuan Province,"5,471,077",
202505,138,United Arab Emirates,52,Guizhou Province,"3,323,970",
202505,138,United Arab Emirates,53,Yunnan Province,"45,494,012",
202505,138,United Arab Emirates,61,Shaanxi Province,"484,109",
202505,138,United Arab Emirates,62,Gansu Province,"3,995",
202505,138,United Arab Emirates,63,Qinghai Province,"499,769",
202505,138,United Arab Emirates,65,Xinjiang Uygur Autonomous Region,"947,538",
202505,139,Yemen,11,Beijing,233,
202505,139,Yemen,13,Hebei Province,215,
202505,139,Yemen,21,Liaoning Province,"202,000",
202505,139,Yemen,31,Shanghai Province,"121,802",
202505,139,Yemen,32,Jiangsu Province,45,
202505,139,Yemen,33,Zhejiang Province,"2,053,652",
202505,139,Yemen,34,Anhui Province,"389,030",
202505,139,Yemen,35,Fujian Province,2,
202505,139,Yemen,37,Shandong Province,46,
202505,139,Yemen,43,Hunan Province,11,
202505,139,Yemen,44,Guangdong Province,"35,632",
202505,139,Yemen,46,Hainan Province,"52,000",
202505,141,Viet Nam,11,Beijing,"247,845,479",
202505,141,Viet Nam,12,Tianjin,"50,402,864",
202505,141,Viet Nam,13,Hebei Province,"9,771,764",
202505,141,Viet Nam,14,Shanxi Province,"23,433,512",
202505,141,Viet Nam,15,Inner Mongolia Autonomous Region,"13,542",
202505,141,Viet Nam,21,Liaoning Province,"37,337,683",
202505,141,Viet Nam,22,Jilin Province,"1,552,615",
202505,141,Viet Nam,23,Heilongjiang Province,"338,157",
202505,141,Viet Nam,31,Shanghai Province,"521,844,636",
202505,141,Viet Nam,32,Jiangsu Province,"907,277,078",
202505,141,Viet Nam,33,Zhejiang Province,"392,049,115",
202505,141,Viet Nam,34,Anhui Province,"219,552,835",
202505,141,Viet Nam,35,Fujian Province,"172,135,436",
202505,141,Viet Nam,36,Jiangxi Province,"430,158,816",
202505,141,Viet Nam,37,Shandong Province,"233,521,351",
202505,141,Viet Nam,41,Henan Province,"318,183,712",
202505,141,Viet Nam,42,Hubei Province,"21,990,345",
202505,141,Viet Nam,43,Hunan Province,"32,390,143",
202505,141,Viet Nam,44,Guangdong Province,"1,835,481,203",
202505,141,Viet Nam,45,Guangxi Zhuang Autonomous Region,"761,531,454",
202505,141,Viet Nam,46,Hainan Province,"67,390,375",
202505,141,Viet Nam,50,Chongqing,"129,020,632",
202505,141,Viet Nam,51,Sichuan Province,"495,646,643",
202505,141,Viet Nam,52,Guizhou Province,"1,948,020",
202505,141,Viet Nam,53,Yunnan Province,"113,997,495",
202505,141,Viet Nam,54,Tibet Autonomous Region,"84,278",
202505,141,Viet Nam,61,Shaanxi Province,"7,396,894",
202505,141,Viet Nam,62,Gansu Province,"231,409",
202505,141,Viet Nam,63,Qinghai Province,"27,526",
202505,141,Viet Nam,64,Ningxia Hui Autonomous Region,"332,338",
202505,141,Viet Nam,65,Xinjiang Uygur Autonomous Region,"10,176,905",
202505,142,China,11,Beijing,"227,980,985",
202505,142,China,12,Tianjin,"52,004,460",
202505,142,China,13,Hebei Province,"28,573,594",
202505,142,China,14,Shanxi Province,"27,045,056",
202505,142,China,15,Inner Mongolia Autonomous Region,"1,149,343",
202505,142,China,21,Liaoning Province,"60,750,897",
202505,142,China,22,Jilin Province,"27,783,785",
202505,142,China,23,Heilongjiang Province,"597,452",
202505,142,China,31,Shanghai Province,"1,019,086,257",
202505,142,China,32,Jiangsu Province,"1,179,185,430",
202505,142,China,33,Zhejiang Province,"435,502,978",
202505,142,China,34,Anhui Province,"73,906,370",
202505,142,China,35,Fujian Province,"134,503,586",
202505,142,China,36,Jiangxi Province,"116,744,335",
202505,142,China,37,Shandong Province,"181,883,285",
202505,142,China,41,Henan Province,"247,236,691",
202505,142,China,42,Hubei Province,"102,843,002",
202505,142,China,43,Hunan Province,"142,279,671",
202505,142,China,44,Guangdong Province,"6,168,219,523",
202505,142,China,45,Guangxi Zhuang Autonomous Region,"36,654,864",
202505,142,China,46,Hainan Province,"32,862,098",
202505,142,China,50,Chongqing,"329,133,386",
202505,142,China,51,Sichuan Province,"169,908,626",
202505,142,China,52,Guizhou Province,"42,359,200",
