数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202112,101,阿富汗,11,北京市,9,11,2841
202112,101,阿富汗,12,天津市,555860,0,548371
202112,101,阿富汗,21,辽宁省,1,0,10
202112,101,阿富汗,22,吉林省,9914,0,139211
202112,101,阿富汗,31,上海市,98,37,20144
202112,101,阿富汗,32,江苏省,1010,1,23710
202112,101,阿富汗,33,浙江省,633336,21,7402212
202112,101,阿富汗,34,安徽省,1501,0,21077
202112,101,阿富汗,35,福建省,26,19,4387
202112,101,阿富汗,36,江西省,1341,480,8207
202112,101,阿富汗,37,山东省,147420,8,323385
202112,101,阿富汗,42,湖北省,16,0,3355
202112,101,阿富汗,44,广东省,184782,433,107063
202112,101,阿富汗,51,四川省,3,1,632
202112,101,阿富汗,61,陕西省,52640,0,500080
202112,101,阿富汗,63,青海省,6672,2125,61395
202112,102,巴林,11,北京市,153,36,2173
202112,102,巴林,12,天津市,17830,0,65632
202112,102,巴林,21,辽宁省,0,1,185
202112,102,巴林,31,上海市,189934794,16,77261539
202112,102,巴林,32,江苏省,754900,0,2174996
202112,102,巴林,33,浙江省,871479,0,3561265
202112,102,巴林,37,山东省,826532,1,2502177
202112,102,巴林,43,湖南省,496305,0,1427705
202112,102,巴林,44,广东省,5983599,17214,16981141
202112,102,巴林,45,广西壮族自治区,2293103,0,6560544
202112,102,巴林,51,四川省,3598,0,11731
202112,103,孟加拉国,11,北京市,6674079,555515,10125211
202112,103,孟加拉国,12,天津市,117788,921,151170
202112,103,孟加拉国,13,河北省,1931380,0,3686095
202112,103,孟加拉国,14,山西省,86,0,14587
202112,103,孟加拉国,21,辽宁省,2235838,160,2587532
202112,103,孟加拉国,23,黑龙江省,23,5,416
202112,103,孟加拉国,31,上海市,4670875,1132392,27073147
202112,103,孟加拉国,32,江苏省,2134288,237958,12296124
202112,103,孟加拉国,33,浙江省,6143561,88812,10957138
202112,103,孟加拉国,34,安徽省,1040674,46632,1631323
202112,103,孟加拉国,35,福建省,1492488,39845,1655706
202112,103,孟加拉国,36,江西省,707911,559,876181
202112,103,孟加拉国,37,山东省,1624497,93331,3339753
202112,103,孟加拉国,41,河南省,561998,8149,4275075
202112,103,孟加拉国,42,湖北省,716119,530,664303
202112,103,孟加拉国,43,湖南省,1263541,0,1142637
202112,103,孟加拉国,44,广东省,5155568,3204398,13764970
202112,103,孟加拉国,45,广西壮族自治区,545105,139,742104
202112,103,孟加拉国,46,海南省,18487,1063,300347
202112,103,孟加拉国,50,重庆市,185,18,1370
202112,103,孟加拉国,51,四川省,689829,3113,1128230
202112,103,孟加拉国,53,云南省,3748,0,13074
202112,103,孟加拉国,61,陕西省,5391,2466,94270
202112,103,孟加拉国,65,新疆维吾尔自治区,4000,0,28000
202112,104,不丹,11,北京市,1,1,32
202112,104,不丹,31,上海市,19,2,184
202112,104,不丹,32,江苏省,1,0,23
202112,104,不丹,37,山东省,17,0,425
202112,104,不丹,44,广东省,1,5,205
202112,105,文莱,11,北京市,1,0,1036
202112,105,文莱,12,天津市,51230,0,469063
202112,105,文莱,31,上海市,1793,1948422,79793
202112,105,文莱,32,江苏省,29090124,10,25990160
202112,105,文莱,33,浙江省,159215715,2,137207648
202112,105,文莱,37,山东省,11,0,8660
202112,105,文莱,44,广东省,20818154,0,14915665
202112,105,文莱,46,海南省,8597178,0,7861178
202112,106,缅甸,11,北京市,36644661,4513,45723379
202112,106,缅甸,12,天津市,1038180,35,1810072
202112,106,缅甸,13,河北省,1464771,71765,1931218
202112,106,缅甸,21,辽宁省,1825169,66,2179238
202112,106,缅甸,31,上海市,5685640,267631,10456816
202112,106,缅甸,32,江苏省,4854144,48127,5021017
202112,106,缅甸,33,浙江省,3313526,21071,7029705
202112,106,缅甸,34,安徽省,5862917,16036,10232863
202112,106,缅甸,35,福建省,6148939,17553,3881291
202112,106,缅甸,36,江西省,1647237,517,54679929
202112,106,缅甸,37,山东省,25927230,39178,62139329
202112,106,缅甸,41,河南省,8210445,1046,28181047
202112,106,缅甸,42,湖北省,919640,220,532640
202112,106,缅甸,43,湖南省,1853017,6,2624268
202112,106,缅甸,44,广东省,57539170,4001775,673945202
202112,106,缅甸,45,广西壮族自治区,5509881,514460,5540055
202112,106,缅甸,46,海南省,775006,4,652015
202112,106,缅甸,50,重庆市,170298,25416,487256
202112,106,缅甸,51,四川省,239980,737,692776
202112,106,缅甸,52,贵州省,95960,0,192495
202112,106,缅甸,53,云南省,456555354,96,493646106
202112,106,缅甸,61,陕西省,249963,7,216676
202112,106,缅甸,62,甘肃省,80000,0,102478
202112,106,缅甸,64,宁夏回族自治区,0,0,33
202112,106,缅甸,65,新疆维吾尔自治区,333396,0,1200212
202112,107,柬埔寨,11,北京市,91869884,55873,53091367
202112,107,柬埔寨,12,天津市,7137761,1445,5094207
202112,107,柬埔寨,13,河北省,184013,396970,13976408
202112,107,柬埔寨,14,山西省,261,0,28262
202112,107,柬埔寨,15,内蒙古自治区,14880,7366,21014
202112,107,柬埔寨,21,辽宁省,5309011,107589,5219812
202112,107,柬埔寨,23,黑龙江省,3785,31236,1866533
202112,107,柬埔寨,31,上海市,9536917,4177957,43737048
202112,107,柬埔寨,32,江苏省,5070098,421658,17426825
202112,107,柬埔寨,33,浙江省,10591572,273307,17040186
202112,107,柬埔寨,34,安徽省,195134,1202,252801
202112,107,柬埔寨,35,福建省,29376158,4593,5979742
202112,107,柬埔寨,36,江西省,1375052,1356225,1292220
202112,107,柬埔寨,37,山东省,4997973,329278,5435117
202112,107,柬埔寨,41,河南省,65335,924,155120
202112,107,柬埔寨,42,湖北省,278529,1132,49407
202112,107,柬埔寨,43,湖南省,24062,0,132891
202112,107,柬埔寨,44,广东省,19988716,10744701,21575850
202112,107,柬埔寨,45,广西壮族自治区,4389325,15410,1316032
202112,107,柬埔寨,46,海南省,3551,1697,427922
202112,107,柬埔寨,51,四川省,413311,15860,2000224
202112,107,柬埔寨,61,陕西省,4018,19,3530
202112,107,柬埔寨,65,新疆维吾尔自治区,4229448,0,427966
202112,108,塞浦路斯,11,北京市,643373,70587,380614
202112,108,塞浦路斯,12,天津市,948616,159697,541243
202112,108,塞浦路斯,13,河北省,2,60,5310
202112,108,塞浦路斯,21,辽宁省,170212,37349,94409
202112,108,塞浦路斯,31,上海市,2488861,426435,2053794
202112,108,塞浦路斯,32,江苏省,18211,16,10446
202112,108,塞浦路斯,33,浙江省,152437,60934,85414
202112,108,塞浦路斯,35,福建省,1,0,11
202112,108,塞浦路斯,37,山东省,150,14,11117
202112,108,塞浦路斯,41,河南省,4,0,61
202112,108,塞浦路斯,44,广东省,31081,17542,356600
202112,108,塞浦路斯,51,四川省,7365,1,351778
202112,109,朝鲜,11,北京市,13,1,156
202112,109,朝鲜,21,辽宁省,48868975,0,14935668
202112,109,朝鲜,22,吉林省,5747280,0,229733
202112,109,朝鲜,33,浙江省,78111,0,526184
202112,109,朝鲜,37,山东省,700,0,1050
202112,109,朝鲜,43,湖南省,6019,5594,48456
202112,109,朝鲜,44,广东省,66,32,3266
202112,110,中国香港,11,北京市,3099546,628952,34190649
202112,110,中国香港,12,天津市,1973611,438064,4109982
202112,110,中国香港,13,河北省,166299,407,754993
202112,110,中国香港,14,山西省,10379,0,67592
202112,110,中国香港,15,内蒙古自治区,17,0,2826
202112,110,中国香港,21,辽宁省,176825,63096,3534407
202112,110,中国香港,22,吉林省,168,1010,91873
202112,110,中国香港,23,黑龙江省,162855,3,504526
202112,110,中国香港,31,上海市,21132721,2816005,41632570
202112,110,中国香港,32,江苏省,5097114,847719,13617671
202112,110,中国香港,33,浙江省,4067579,557760,14688203
202112,110,中国香港,34,安徽省,1338238,20828,3263716
202112,110,中国香港,35,福建省,3147257,32940,14696762
202112,110,中国香港,36,江西省,348241,1221,7302672
202112,110,中国香港,37,山东省,4265611,1073794,5920570
202112,110,中国香港,41,河南省,21295,1878,3759201
202112,110,中国香港,42,湖北省,60662,12617,2121163
202112,110,中国香港,43,湖南省,1425164,2853,38695512
202112,110,中国香港,44,广东省,125380550,7891444,438198854
202112,110,中国香港,45,广西壮族自治区,483959,99,36828966
202112,110,中国香港,46,海南省,677844,30731,27191004
202112,110,中国香港,50,重庆市,610764,11969,114144
202112,110,中国香港,51,四川省,37699742,315,19786381
202112,110,中国香港,53,云南省,274910,19,8546609
202112,110,中国香港,54,西藏自治区,4675,0,75804
202112,110,中国香港,61,陕西省,121,97,9653
202112,110,中国香港,62,甘肃省,4960,98,987407
202112,110,中国香港,65,新疆维吾尔自治区,0,0,333
202112,111,印度,11,北京市,166885204,78181006,132753771
202112,111,印度,12,天津市,62470944,750415,46057051
202112,111,印度,13,河北省,21695752,34659,40389927
202112,111,印度,14,山西省,412226,1768,1255072
202112,111,印度,15,内蒙古自治区,981261,1,1907110
202112,111,印度,21,辽宁省,6752528,139112,13489181
202112,111,印度,22,吉林省,1039787,14787,2417690
202112,111,印度,23,黑龙江省,26252,214,89381
202112,111,印度,31,上海市,125382451,1986656,385366768
202112,111,印度,32,江苏省,214123492,2056456,213449977
202112,111,印度,33,浙江省,288998705,1360270,281528582
202112,111,印度,34,安徽省,72904391,168465,53475432
202112,111,印度,35,福建省,511509041,219198,159794780
202112,111,印度,36,江西省,2051006,25171,10942663
202112,111,印度,37,山东省,111590335,1957568,120827594
202112,111,印度,41,河南省,4064252,53316,36661719
202112,111,印度,42,湖北省,4659618,1074154,15278427
202112,111,印度,43,湖南省,4573914,12876,9780821
202112,111,印度,44,广东省,95120560,1759503,181219986
202112,111,印度,45,广西壮族自治区,2858314,2405,6772691
202112,111,印度,46,海南省,10517366,653,10592679
202112,111,印度,50,重庆市,503337,21937,3982263
202112,111,印度,51,四川省,6889337,21148,14097088
202112,111,印度,52,贵州省,754539,0,4068932
202112,111,印度,53,云南省,50707329,14777,18458399
202112,111,印度,54,西藏自治区,8050,0,20863
202112,111,印度,61,陕西省,3816688,5192,20978164
202112,111,印度,62,甘肃省,2,0,10
202112,111,印度,63,青海省,61579,12795,62554
202112,111,印度,64,宁夏回族自治区,5199,6,35182
202112,111,印度,65,新疆维吾尔自治区,47907399,1,6041984
202112,112,印度尼西亚,11,北京市,3472464630,866486,924457742
202112,112,印度尼西亚,12,天津市,152920136,2839643,92935373
202112,112,印度尼西亚,13,河北省,108794863,18764,59621511
202112,112,印度尼西亚,14,山西省,315928190,0,76890884
202112,112,印度尼西亚,15,内蒙古自治区,77,0,1852
202112,112,印度尼西亚,21,辽宁省,147240700,44039,51200301
202112,112,印度尼西亚,22,吉林省,209724231,1594,30892675
202112,112,印度尼西亚,23,黑龙江省,982632,13131,802474
202112,112,印度尼西亚,31,上海市,1468107017,22407360,952452687
202112,112,印度尼西亚,32,江苏省,1872173891,14057907,970405384
202112,112,印度尼西亚,33,浙江省,1290563241,2303028,512250403
202112,112,印度尼西亚,34,安徽省,715926142,255575,155254131
202112,112,印度尼西亚,35,福建省,3745791617,866037,1182478132
202112,112,印度尼西亚,36,江西省,37194056,32937,31952722
202112,112,印度尼西亚,37,山东省,1641093239,509016,237905637
202112,112,印度尼西亚,41,河南省,50439771,65832,8694586
202112,112,印度尼西亚,42,湖北省,15985818,135593,29560714
202112,112,印度尼西亚,43,湖南省,265025348,16627,57239168
202112,112,印度尼西亚,44,广东省,5165474932,55781405,1274307317
