数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202008,101,阿富汗,11,北京市,21,7,684
202008,101,阿富汗,21,辽宁省,1,1,92
202008,101,阿富汗,31,上海市,40,4,2373
202008,101,阿富汗,32,江苏省,52001,0,31618
202008,101,阿富汗,33,浙江省,224164,0,332069
202008,101,阿富汗,35,福建省,1,0,15
202008,101,阿富汗,37,山东省,19662,19,42349
202008,101,阿富汗,44,广东省,52612,2578,79153
202008,101,阿富汗,51,四川省,219,1,3020
202008,101,阿富汗,61,陕西省,83,0,5120
202008,102,巴林,11,北京市,58012051,80346678,22884208
202008,102,巴林,12,天津市,41710,0,36466
202008,102,巴林,13,河北省,3,0,216
202008,102,巴林,21,辽宁省,1,1,1
202008,102,巴林,31,上海市,7511437,0,13247611
202008,102,巴林,32,江苏省,78590,67335,458302
202008,102,巴林,35,福建省,2,0,15
202008,102,巴林,37,山东省,55290,0,30180
202008,102,巴林,44,广东省,14031,4091,51765
202008,102,巴林,50,重庆市,9185,0,27279
202008,102,巴林,51,四川省,1,1,29
202008,103,孟加拉国,11,北京市,3139428,201272,4269097
202008,103,孟加拉国,12,天津市,55103,34576,767433
202008,103,孟加拉国,13,河北省,3575320,1,4952312
202008,103,孟加拉国,21,辽宁省,380559,236,360392
202008,103,孟加拉国,22,吉林省,46101,0,43565
202008,103,孟加拉国,23,黑龙江省,11,96,1112
202008,103,孟加拉国,31,上海市,10116503,2193222,38436448
202008,103,孟加拉国,32,江苏省,3453681,623133,10382639
202008,103,孟加拉国,33,浙江省,1381461,6511,1724361
202008,103,孟加拉国,34,安徽省,213031,4,209321
202008,103,孟加拉国,35,福建省,667991,26522,565052
202008,103,孟加拉国,36,江西省,155549,1577599,527713
202008,103,孟加拉国,37,山东省,836723,247971,754349
202008,103,孟加拉国,41,河南省,1093086,140071,4449382
202008,103,孟加拉国,42,湖北省,855630,26520,491830
202008,103,孟加拉国,43,湖南省,20206,0,11059
202008,103,孟加拉国,44,广东省,2865434,354344,10856718
202008,103,孟加拉国,45,广西壮族自治区,207425,0,233581
202008,103,孟加拉国,46,海南省,115,34,5967
202008,103,孟加拉国,50,重庆市,3675,1103,54911
202008,103,孟加拉国,51,四川省,408142,99,376197
202008,103,孟加拉国,53,云南省,3275,24,4552
202008,103,孟加拉国,61,陕西省,61111,371,82000
202008,103,孟加拉国,64,宁夏回族自治区,30000,0,20550
202008,103,孟加拉国,65,新疆维吾尔自治区,76610,0,242602
202008,104,不丹,11,北京市,1,2,40
202008,104,不丹,44,广东省,60,3,1367
202008,104,不丹,51,四川省,3,0,894
202008,105,文莱,11,北京市,2,0,38
202008,105,文莱,31,上海市,14352219,0,3396733
202008,105,文莱,32,江苏省,6160562,0,2551876
202008,105,文莱,33,浙江省,89060345,1,48983656
202008,105,文莱,35,福建省,100317,0,14187
202008,105,文莱,37,山东省,60037990,0,28344495
202008,105,文莱,43,湖南省,30063465,0,12757053
202008,105,文莱,44,广东省,2575256,294,1062966
202008,105,文莱,46,海南省,33939414,0,18195455
202008,105,文莱,50,重庆市,18147370,0,7837465
202008,106,缅甸,11,北京市,31012386,9886,146458327
202008,106,缅甸,12,天津市,447767,270,201277
202008,106,缅甸,15,内蒙古自治区,6986,1800,182906
202008,106,缅甸,21,辽宁省,1305096,632,928303
202008,106,缅甸,23,黑龙江省,8,3,451
202008,106,缅甸,31,上海市,6638701,279858,11079386
202008,106,缅甸,32,江苏省,2439212,69827,2832252
202008,106,缅甸,33,浙江省,2063230,28971,2066638
202008,106,缅甸,34,安徽省,2825103,50284,1297685
202008,106,缅甸,35,福建省,3306867,1796,13322443
202008,106,缅甸,36,江西省,3533458,1934,11889658
202008,106,缅甸,37,山东省,5166643,13316,6575974
202008,106,缅甸,41,河南省,50413,25707,1018403
202008,106,缅甸,43,湖南省,1027002,2,3115118
202008,106,缅甸,44,广东省,37289967,5185247,24525257
202008,106,缅甸,45,广西壮族自治区,2400730,0,632932
202008,106,缅甸,46,海南省,634413,331,821107
202008,106,缅甸,50,重庆市,296093,0,708874
202008,106,缅甸,51,四川省,55103,14,21252
202008,106,缅甸,53,云南省,970020830,1487387,292335356
202008,106,缅甸,62,甘肃省,324300,0,1238335
202008,107,柬埔寨,11,北京市,32556806,108662,18234075
202008,107,柬埔寨,12,天津市,4563111,1402,1919089
202008,107,柬埔寨,13,河北省,290708,88992,2096698
202008,107,柬埔寨,21,辽宁省,3740669,28712,2613112
202008,107,柬埔寨,22,吉林省,38,10000,5753
202008,107,柬埔寨,23,黑龙江省,231,180,2918
202008,107,柬埔寨,31,上海市,9142467,3682513,27917075
202008,107,柬埔寨,32,江苏省,3156767,742766,22203796
202008,107,柬埔寨,33,浙江省,2091593,266976,9672796
202008,107,柬埔寨,34,安徽省,237552,9389,71896
202008,107,柬埔寨,35,福建省,28035264,1395,3159919
202008,107,柬埔寨,36,江西省,242250,6259761,1621939
202008,107,柬埔寨,37,山东省,6707472,285207,6974687
202008,107,柬埔寨,41,河南省,1109468,35220,1895980
202008,107,柬埔寨,42,湖北省,560836,36552,96412
202008,107,柬埔寨,43,湖南省,206183,8636,2242546
