数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,美元
202409,101,阿富汗,11,北京市,"11,752"
202409,101,阿富汗,12,天津市,"44,130"
202409,101,阿富汗,13,河北省,111
202409,101,阿富汗,31,上海市,"176,991"
202409,101,阿富汗,32,江苏省,"60,260"
202409,101,阿富汗,33,浙江省,"70,095"
202409,101,阿富汗,37,山东省,"33,688"
202409,101,阿富汗,43,湖南省,"498,524"
202409,101,阿富汗,44,广东省,"41,858"
202409,101,阿富汗,61,陕西省,"1,673"
202409,102,巴林,11,北京市,"34,848"
202409,102,巴林,31,上海市,"19,162"
202409,102,巴林,32,江苏省,"57,399"
202409,102,巴林,33,浙江省,"2,214,559"
202409,102,巴林,36,江西省,"30,860"
202409,102,巴林,37,山东省,806
202409,102,巴林,41,河南省,650
202409,102,巴林,44,广东省,"125,114"
202409,102,巴林,51,四川省,"1,244"
202409,103,孟加拉国,11,北京市,"1,478,537"
202409,103,孟加拉国,12,天津市,"82,842"
202409,103,孟加拉国,13,河北省,"1,035,647"
202409,103,孟加拉国,14,山西省,"2,971"
202409,103,孟加拉国,21,辽宁省,"3,205,870"
202409,103,孟加拉国,22,吉林省,"55,209"
202409,103,孟加拉国,23,黑龙江省,4
202409,103,孟加拉国,31,上海市,"27,763,335"
202409,103,孟加拉国,32,江苏省,"9,327,462"
202409,103,孟加拉国,33,浙江省,"10,879,132"
202409,103,孟加拉国,34,安徽省,"335,148"
202409,103,孟加拉国,35,福建省,"1,088,461"
202409,103,孟加拉国,36,江西省,"673,118"
202409,103,孟加拉国,37,山东省,"4,155,473"
202409,103,孟加拉国,41,河南省,"10,463,072"
202409,103,孟加拉国,42,湖北省,"842,744"
202409,103,孟加拉国,43,湖南省,"3,991,956"
202409,103,孟加拉国,44,广东省,"11,455,707"
202409,103,孟加拉国,45,广西壮族自治区,"1,980,754"
202409,103,孟加拉国,46,海南省,"194,658"
202409,103,孟加拉国,50,重庆市,"203,124"
202409,103,孟加拉国,51,四川省,"1,903,384"
202409,103,孟加拉国,53,云南省,"1,134,421"
202409,103,孟加拉国,61,陕西省,"78,017"
202409,104,不丹,11,北京市,8
202409,104,不丹,31,上海市,45
202409,104,不丹,44,广东省,11
202409,105,文莱,11,北京市,58
202409,105,文莱,12,天津市,51
202409,105,文莱,13,河北省,"29,576"
202409,105,文莱,21,辽宁省,"14,650,732"
202409,105,文莱,31,上海市,"18,798,968"
202409,105,文莱,32,江苏省,"5,803,279"
202409,105,文莱,33,浙江省,"91,511,687"
202409,105,文莱,37,山东省,"12,317,972"
202409,105,文莱,41,河南省,"27,109"
202409,105,文莱,44,广东省,"47,159,391"
202409,105,文莱,45,广西壮族自治区,"105,954"
202409,105,文莱,46,海南省,"10,839,821"
202409,105,文莱,51,四川省,18
202409,106,缅甸,11,北京市,"60,230,725"
202409,106,缅甸,12,天津市,"46,592"
202409,106,缅甸,13,河北省,"1,235,820"
202409,106,缅甸,14,山西省,121
202409,106,缅甸,21,辽宁省,"2,097,001"
202409,106,缅甸,31,上海市,"18,881,243"
202409,106,缅甸,32,江苏省,"7,607,408"
202409,106,缅甸,33,浙江省,"13,243,829"
202409,106,缅甸,34,安徽省,"11,058,393"
202409,106,缅甸,35,福建省,"3,727,695"
