数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,美元
202501,101,阿富汗,11,北京市,"2,461,854"
202501,101,阿富汗,12,天津市,"3,493,505"
202501,101,阿富汗,13,河北省,"2,618,546"
202501,101,阿富汗,14,山西省,665
202501,101,阿富汗,15,内蒙古自治区,"483,417"
202501,101,阿富汗,21,辽宁省,"4,979,663"
202501,101,阿富汗,31,上海市,"1,622,150"
202501,101,阿富汗,32,江苏省,"12,781,563"
202501,101,阿富汗,33,浙江省,"115,358,454"
202501,101,阿富汗,34,安徽省,"5,126,400"
202501,101,阿富汗,35,福建省,"3,634,972"
202501,101,阿富汗,36,江西省,"376,995"
202501,101,阿富汗,37,山东省,"10,836,513"
202501,101,阿富汗,41,河南省,"322,502"
202501,101,阿富汗,42,湖北省,"2,307,237"
202501,101,阿富汗,43,湖南省,"877,310"
202501,101,阿富汗,44,广东省,"26,296,255"
202501,101,阿富汗,45,广西壮族自治区,"233,134"
202501,101,阿富汗,50,重庆市,"1,708,869"
202501,101,阿富汗,51,四川省,"4,246,487"
202501,101,阿富汗,52,贵州省,"24,320"
202501,101,阿富汗,53,云南省,"25,000"
202501,101,阿富汗,61,陕西省,"820,257"
202501,101,阿富汗,64,宁夏回族自治区,"1,400"
202501,101,阿富汗,65,新疆维吾尔自治区,"2,504,185"
202501,102,巴林,11,北京市,"2,419,169"
202501,102,巴林,12,天津市,"2,066,445"
202501,102,巴林,13,河北省,"6,588,347"
202501,102,巴林,14,山西省,"74,016"
202501,102,巴林,15,内蒙古自治区,"529,251"
202501,102,巴林,21,辽宁省,"1,187,931"
202501,102,巴林,22,吉林省,"1,038,225"
202501,102,巴林,23,黑龙江省,"154,244"
202501,102,巴林,31,上海市,"6,205,026"
202501,102,巴林,32,江苏省,"9,773,161"
202501,102,巴林,33,浙江省,"23,066,889"
202501,102,巴林,34,安徽省,"12,279,561"
202501,102,巴林,35,福建省,"2,830,142"
202501,102,巴林,36,江西省,"1,849,269"
202501,102,巴林,37,山东省,"17,936,915"
202501,102,巴林,41,河南省,"7,219,740"
202501,102,巴林,42,湖北省,"1,203,869"
202501,102,巴林,43,湖南省,"2,969,301"
202501,102,巴林,44,广东省,"31,971,697"
202501,102,巴林,45,广西壮族自治区,"1,351,222"
202501,102,巴林,46,海南省,"353,461"
202501,102,巴林,50,重庆市,"3,867,484"
202501,102,巴林,51,四川省,"1,723,745"
202501,102,巴林,52,贵州省,"2,794"
202501,102,巴林,61,陕西省,"1,794,649"
202501,102,巴林,62,甘肃省,"82,308"
202501,102,巴林,65,新疆维吾尔自治区,"253,236"
202501,103,孟加拉国,11,北京市,"23,788,403"
202501,103,孟加拉国,12,天津市,"21,128,188"
202501,103,孟加拉国,13,河北省,"37,948,593"
202501,103,孟加拉国,14,山西省,"10,154,808"
202501,103,孟加拉国,15,内蒙古自治区,"2,722,224"
202501,103,孟加拉国,21,辽宁省,"7,684,001"
202501,103,孟加拉国,22,吉林省,"3,486,141"
202501,103,孟加拉国,23,黑龙江省,"16,618,863"
202501,103,孟加拉国,31,上海市,"140,470,356"
202501,103,孟加拉国,32,江苏省,"556,235,104"
202501,103,孟加拉国,33,浙江省,"670,978,534"
202501,103,孟加拉国,34,安徽省,"41,397,662"
202501,103,孟加拉国,35,福建省,"119,391,698"
202501,103,孟加拉国,36,江西省,"21,502,158"
202501,103,孟加拉国,37,山东省,"142,464,323"
202501,103,孟加拉国,41,河南省,"24,704,111"
202501,103,孟加拉国,42,湖北省,"29,957,550"
202501,103,孟加拉国,43,湖南省,"27,645,698"
202501,103,孟加拉国,44,广东省,"378,285,864"
202501,103,孟加拉国,45,广西壮族自治区,"35,528,655"
202501,103,孟加拉国,46,海南省,"9,509,462"
202501,103,孟加拉国,50,重庆市,"25,230,635"
202501,103,孟加拉国,51,四川省,"31,613,105"
202501,103,孟加拉国,52,贵州省,"870,386"
202501,103,孟加拉国,53,云南省,"2,253,977"
202501,103,孟加拉国,54,西藏自治区,"304,008"
202501,103,孟加拉国,61,陕西省,"2,720,471"
202501,103,孟加拉国,62,甘肃省,"4,188,265"
202501,103,孟加拉国,64,宁夏回族自治区,"476,678"
202501,103,孟加拉国,65,新疆维吾尔自治区,"11,882,678"
202501,104,不丹,11,北京市,"2,295,543"
202501,104,不丹,13,河北省,"6,701"
202501,104,不丹,14,山西省,"2,474"
202501,104,不丹,31,上海市,"192,201"
202501,104,不丹,32,江苏省,"693,102"
202501,104,不丹,33,浙江省,"576,026"
202501,104,不丹,34,安徽省,5
202501,104,不丹,35,福建省,32
202501,104,不丹,37,山东省,"11,456,064"
202501,104,不丹,41,河南省,"108,157"
202501,104,不丹,42,湖北省,"8,579"
202501,104,不丹,43,湖南省,"23,760"
202501,104,不丹,44,广东省,"4,266,377"
202501,104,不丹,45,广西壮族自治区,"1,261"
202501,104,不丹,50,重庆市,"179,200"
202501,104,不丹,51,四川省,"7,588,840"
202501,105,文莱,11,北京市,"826,027"
202501,105,文莱,12,天津市,"255,249"
202501,105,文莱,13,河北省,"1,859,282"
202501,105,文莱,14,山西省,"48,767"
202501,105,文莱,15,内蒙古自治区,"22,092"
202501,105,文莱,21,辽宁省,"123,053"
202501,105,文莱,23,黑龙江省,"256,106"
202501,105,文莱,31,上海市,"2,351,048"
202501,105,文莱,32,江苏省,"1,509,741"
202501,105,文莱,33,浙江省,"8,362,109"
202501,105,文莱,34,安徽省,"463,959"
202501,105,文莱,35,福建省,"1,465,341"
202501,105,文莱,36,江西省,"357,899"
202501,105,文莱,37,山东省,"5,232,418"
202501,105,文莱,41,河南省,"272,468"
202501,105,文莱,42,湖北省,"1,166,181"
202501,105,文莱,43,湖南省,"1,825,187"
202501,105,文莱,44,广东省,"6,776,811"
202501,105,文莱,45,广西壮族自治区,"2,162,349"
202501,105,文莱,46,海南省,"60,374"
202501,105,文莱,50,重庆市,"189,707"
202501,105,文莱,51,四川省,"2,413,914"
202501,105,文莱,52,贵州省,"142,253"
202501,105,文莱,53,云南省,"273,434"
202501,105,文莱,61,陕西省,"2,339,749"
202501,105,文莱,64,宁夏回族自治区,"7,036"
202501,105,文莱,65,新疆维吾尔自治区,"374,089"
202501,106,缅甸,11,北京市,"36,033,747"
202501,106,缅甸,12,天津市,"7,142,253"
202501,106,缅甸,13,河北省,"11,067,180"
202501,106,缅甸,14,山西省,"374,114"
202501,106,缅甸,15,内蒙古自治区,"5,018,078"
202501,106,缅甸,21,辽宁省,"19,585,741"
202501,106,缅甸,22,吉林省,"2,987,469"
202501,106,缅甸,23,黑龙江省,"569,393"
202501,106,缅甸,31,上海市,"49,591,825"
202501,106,缅甸,32,江苏省,"175,989,584"
202501,106,缅甸,33,浙江省,"126,498,732"
202501,106,缅甸,34,安徽省,"18,531,256"
202501,106,缅甸,35,福建省,"32,495,492"
202501,106,缅甸,36,江西省,"9,406,796"
202501,106,缅甸,37,山东省,"78,482,645"
202501,106,缅甸,41,河南省,"10,261,479"
202501,106,缅甸,42,湖北省,"8,819,064"
202501,106,缅甸,43,湖南省,"4,348,885"
202501,106,缅甸,44,广东省,"149,396,808"
202501,106,缅甸,45,广西壮族自治区,"6,517,832"
202501,106,缅甸,46,海南省,"1,615,190"
202501,106,缅甸,50,重庆市,"24,126,185"
202501,106,缅甸,51,四川省,"8,895,805"
202501,106,缅甸,52,贵州省,"2,918,497"
202501,106,缅甸,53,云南省,"187,008,377"
202501,106,缅甸,54,西藏自治区,"119,924"
202501,106,缅甸,61,陕西省,"4,095,864"
202501,106,缅甸,64,宁夏回族自治区,"352,918"
202501,106,缅甸,65,新疆维吾尔自治区,"1,365,494"
202501,107,柬埔寨,11,北京市,"20,394,194"
202501,107,柬埔寨,12,天津市,"17,672,702"
202501,107,柬埔寨,13,河北省,"15,208,548"
202501,107,柬埔寨,14,山西省,"871,288"
202501,107,柬埔寨,15,内蒙古自治区,"3,485,125"
202501,107,柬埔寨,21,辽宁省,"10,138,722"
202501,107,柬埔寨,22,吉林省,"425,634"
202501,107,柬埔寨,23,黑龙江省,"2,265,474"
202501,107,柬埔寨,31,上海市,"90,164,821"
202501,107,柬埔寨,32,江苏省,"265,596,187"
202501,107,柬埔寨,33,浙江省,"283,528,259"
202501,107,柬埔寨,34,安徽省,"12,705,083"
202501,107,柬埔寨,35,福建省,"99,380,683"
202501,107,柬埔寨,36,江西省,"8,197,684"
202501,107,柬埔寨,37,山东省,"127,011,265"
202501,107,柬埔寨,41,河南省,"9,755,246"
202501,107,柬埔寨,42,湖北省,"23,169,337"
