数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202110,101,阿富汗,11,北京市,12726,2,3068
202110,101,阿富汗,12,天津市,267248,14,351254
202110,101,阿富汗,21,辽宁省,0,1,198
202110,101,阿富汗,31,上海市,35,15,9597
202110,101,阿富汗,32,江苏省,35,0,230
202110,101,阿富汗,33,浙江省,99120,0,94903
202110,101,阿富汗,35,福建省,14,14,4068
202110,101,阿富汗,37,山东省,103600,0,101684
202110,101,阿富汗,44,广东省,151,52,35992
202110,101,阿富汗,45,广西壮族自治区,16200,0,11374
202110,101,阿富汗,51,四川省,3,1,504
202110,102,巴林,11,北京市,55,16,2218
202110,102,巴林,12,天津市,328162,349375,394724
202110,102,巴林,13,河北省,1,0,35
202110,102,巴林,31,上海市,5551712,1143637,14310228
202110,102,巴林,32,江苏省,3534788,0,10564348
202110,102,巴林,33,浙江省,1250087,3,3746208
202110,102,巴林,34,安徽省,17928,0,159829
202110,102,巴林,35,福建省,4,0,76
202110,102,巴林,37,山东省,3,0,140
202110,102,巴林,41,河南省,753085,0,2375887
202110,102,巴林,42,湖北省,501049,0,1449534
202110,102,巴林,43,湖南省,1249288,0,3639313
202110,102,巴林,44,广东省,3408323,294,9751201
202110,102,巴林,51,四川省,21,1,572
202110,102,巴林,52,贵州省,16499519,0,4045930
202110,102,巴林,61,陕西省,3,0,220
202110,103,孟加拉国,11,北京市,6279946,204732,9155608
202110,103,孟加拉国,12,天津市,100705,451,46742
202110,103,孟加拉国,13,河北省,3686571,0,5229000
202110,103,孟加拉国,14,山西省,48686,0,107191
202110,103,孟加拉国,21,辽宁省,854050,49,974499
202110,103,孟加拉国,23,黑龙江省,2,0,44
202110,103,孟加拉国,31,上海市,2625608,655972,18064825
202110,103,孟加拉国,32,江苏省,2426936,167311,9878014
202110,103,孟加拉国,33,浙江省,4382514,43635,8661381
202110,103,孟加拉国,34,安徽省,364707,2,405481
202110,103,孟加拉国,35,福建省,786047,27868,908791
202110,103,孟加拉国,36,江西省,545232,1,1340239
202110,103,孟加拉国,37,山东省,799405,18925,1350399
202110,103,孟加拉国,41,河南省,657955,1371,3071799
202110,103,孟加拉国,42,湖北省,348168,129,305562
202110,103,孟加拉国,43,湖南省,300477,0,265542
202110,103,孟加拉国,44,广东省,3461504,2388768,9579132
202110,103,孟加拉国,45,广西壮族自治区,343000,0,377454
202110,103,孟加拉国,46,海南省,4486,3706,247804
202110,103,孟加拉国,51,四川省,206173,68,307953
202110,103,孟加拉国,52,贵州省,48,46,6351
202110,103,孟加拉国,53,云南省,1280,0,3969
202110,103,孟加拉国,61,陕西省,2554,1355,53824
202110,103,孟加拉国,64,宁夏回族自治区,1,0,94
202110,103,孟加拉国,65,新疆维吾尔自治区,36800,0,168578
202110,104,不丹,31,上海市,1,1,88
202110,105,文莱,11,北京市,91069639,39802919,51072464
202110,105,文莱,12,天津市,29339,6754,252055
202110,105,文莱,13,河北省,60764465,0,31894030
202110,105,文莱,31,上海市,2371,1853045,88229
202110,105,文莱,32,江苏省,76803716,0,43303867
202110,105,文莱,33,浙江省,122442901,0,115108405
202110,105,文莱,41,河南省,8,1,0
202110,105,文莱,44,广东省,43,0,1312
202110,106,缅甸,11,北京市,23884882,11846,38986092
202110,106,缅甸,12,天津市,745265,16,1383450
202110,106,缅甸,13,河北省,1167222,0,2899228
202110,106,缅甸,21,辽宁省,1123439,24694,1637908
202110,106,缅甸,22,吉林省,48000,0,36348
202110,106,缅甸,31,上海市,3872157,271361,13736356
202110,106,缅甸,32,江苏省,3447511,166737,7455899
202110,106,缅甸,33,浙江省,2503954,3222,5266322
202110,106,缅甸,34,安徽省,5347534,5240,10456889
202110,106,缅甸,35,福建省,6126937,24484,4852966
202110,106,缅甸,36,江西省,399969,544,879589
202110,106,缅甸,37,山东省,13468311,16787,40601103
202110,106,缅甸,41,河南省,3095067,28,29297159
202110,106,缅甸,42,湖北省,24,15,2758
202110,106,缅甸,43,湖南省,2517735,7,7978362
202110,106,缅甸,44,广东省,16464723,7157760,19962437
202110,106,缅甸,45,广西壮族自治区,3992084,43784,5335732
202110,106,缅甸,46,海南省,611874,6443,990760
202110,106,缅甸,50,重庆市,129656,33317,934679
202110,106,缅甸,51,四川省,96675,12,38395
202110,106,缅甸,52,贵州省,332652,2,667522
202110,106,缅甸,53,云南省,491927738,1800,272556521
202110,106,缅甸,61,陕西省,28000,0,53200
202110,107,柬埔寨,11,北京市,26368829,184299,25926238
202110,107,柬埔寨,12,天津市,3300603,210,2332774
202110,107,柬埔寨,13,河北省,170382,153152,5569039
202110,107,柬埔寨,14,山西省,261,0,28247
202110,107,柬埔寨,21,辽宁省,4637641,13813,3163977
202110,107,柬埔寨,22,吉林省,2,0,293
202110,107,柬埔寨,23,黑龙江省,3264,29097,1644271
202110,107,柬埔寨,31,上海市,8978117,1302777,30511989
202110,107,柬埔寨,32,江苏省,5789684,1319788,39155867
202110,107,柬埔寨,33,浙江省,6239900,683919,33425596
202110,107,柬埔寨,34,安徽省,524234,950,340279
202110,107,柬埔寨,35,福建省,35616429,38074,3563880
202110,107,柬埔寨,36,江西省,621161,2177089,939664
202110,107,柬埔寨,37,山东省,7310061,213735,7273123
202110,107,柬埔寨,41,河南省,18509,4743,720635
202110,107,柬埔寨,42,湖北省,294230,148,223071
202110,107,柬埔寨,43,湖南省,216000,0,3561712
202110,107,柬埔寨,44,广东省,12540076,7053507,14041892
202110,107,柬埔寨,45,广西壮族自治区,1567341,73509,2338460
202110,107,柬埔寨,46,海南省,9017,11871,1183884
202110,107,柬埔寨,50,重庆市,24917,8602,229248
202110,107,柬埔寨,51,四川省,686229,490,1936477
202110,107,柬埔寨,52,贵州省,14,23,2689
202110,107,柬埔寨,53,云南省,10,0,125
202110,107,柬埔寨,61,陕西省,1241081,13674,81702
202110,107,柬埔寨,65,新疆维吾尔自治区,4582020,0,473561
202110,108,塞浦路斯,11,北京市,72221,7547,59060
202110,108,塞浦路斯,12,天津市,94161,3932,59146
202110,108,塞浦路斯,13,河北省,1,120,5060
