数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202202,101,阿富汗,11,北京市,130051,192,90698
202202,101,阿富汗,12,天津市,50000,4,48462
202202,101,阿富汗,13,河北省,82124,294679,565651
202202,101,阿富汗,21,辽宁省,1,0,5
202202,101,阿富汗,31,上海市,88138,84582,95183
202202,101,阿富汗,32,江苏省,521811,255886,1591787
202202,101,阿富汗,33,浙江省,2132391,650069,4554990
202202,101,阿富汗,34,安徽省,2450,371801,37186
202202,101,阿富汗,35,福建省,76704,1,50627
202202,101,阿富汗,36,江西省,4400,0,6688
202202,101,阿富汗,37,山东省,1681425,141855,3625713
202202,101,阿富汗,41,河南省,28001,1,42383
202202,101,阿富汗,42,湖北省,68310,261,139178
202202,101,阿富汗,43,湖南省,130941,7431,264949
202202,101,阿富汗,44,广东省,209703,271476,1464740
202202,101,阿富汗,45,广西壮族自治区,56600,13009,543560
202202,101,阿富汗,50,重庆市,1704000,24141,64900
202202,101,阿富汗,51,四川省,13300,1715,102410
202202,101,阿富汗,65,新疆维吾尔自治区,1137870,2195,953929
202202,102,巴林,11,北京市,5702,2732,420173
202202,102,巴林,12,天津市,50406,45543,350900
202202,102,巴林,13,河北省,11694906,127123,15795512
202202,102,巴林,14,山西省,140000,0,198800
202202,102,巴林,15,内蒙古自治区,121046,0,213732
202202,102,巴林,21,辽宁省,864337,77,2529691
202202,102,巴林,22,吉林省,76,115300,1102650
202202,102,巴林,23,黑龙江省,24000,0,157450
202202,102,巴林,31,上海市,1684654,357859,12465780
202202,102,巴林,32,江苏省,1073214,699638,5552999
202202,102,巴林,33,浙江省,2626782,633973,7894544
202202,102,巴林,34,安徽省,603679,4342759,1892423
202202,102,巴林,35,福建省,5119075,89780,6797650
202202,102,巴林,36,江西省,1359816,84924,5743946
202202,102,巴林,37,山东省,2582270,1055088,7641279
202202,102,巴林,41,河南省,534683,2357,1704449
202202,102,巴林,42,湖北省,565910,5377412,3706806
202202,102,巴林,43,湖南省,85494,10326,193378
202202,102,巴林,44,广东省,2536552,9950235,14292373
202202,102,巴林,45,广西壮族自治区,161405,3797,258600
202202,102,巴林,46,海南省,45014,0,38575
202202,102,巴林,50,重庆市,82250,46786,871906
202202,102,巴林,51,四川省,130677,73984,1734458
202202,102,巴林,52,贵州省,0,2,12
