数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202205,101,阿富汗,11,北京市,950,620,33652
202205,101,阿富汗,12,天津市,322800,0,277562
202205,101,阿富汗,13,河北省,104858,169713,680087
202205,101,阿富汗,15,内蒙古自治区,191500,2967,368260
202205,101,阿富汗,21,辽宁省,14800,184,34285
202205,101,阿富汗,23,黑龙江省,6915,76950,41490
202205,101,阿富汗,31,上海市,214392,23004,133504
202205,101,阿富汗,32,江苏省,5571036,637262,5199984
202205,101,阿富汗,33,浙江省,6365877,2422570,13332273
202205,101,阿富汗,34,安徽省,144953,5708231,846227
202205,101,阿富汗,35,福建省,145111,47185,244944
202205,101,阿富汗,36,江西省,7148661,50544,558748
202205,101,阿富汗,37,山东省,5159335,275747,10228668
202205,101,阿富汗,41,河南省,2601,17886,54881
202205,101,阿富汗,42,湖北省,1066,5601,63755
202205,101,阿富汗,43,湖南省,1392764,2356,3023097
202205,101,阿富汗,44,广东省,830178,1604454,9407222
202205,101,阿富汗,50,重庆市,307695,97555,343507
202205,101,阿富汗,51,四川省,13000,2298,107210
202205,101,阿富汗,53,云南省,42910,4324,98581
202205,101,阿富汗,61,陕西省,69852,1846,161785
202205,101,阿富汗,62,甘肃省,6386,0,235459
202205,102,巴林,11,北京市,837283,46575,2195418
202205,102,巴林,12,天津市,564258,112804,1588646
202205,102,巴林,13,河北省,14235959,931759,18883807
202205,102,巴林,14,山西省,52045,0,107045
202205,102,巴林,15,内蒙古自治区,40033,4,58123
202205,102,巴林,21,辽宁省,405958,3325,905904
202205,102,巴林,22,吉林省,21,39235,766740
202205,102,巴林,23,黑龙江省,487977,0,713832
202205,102,巴林,31,上海市,2305386,251397,10950585
202205,102,巴林,32,江苏省,5617083,726516,21588376
202205,102,巴林,33,浙江省,6023563,1904666,17481604
202205,102,巴林,34,安徽省,1366097,1216791,8138144
202205,102,巴林,35,福建省,3196319,185134,2424628
202205,102,巴林,36,江西省,1531200,84479,5725368
202205,102,巴林,37,山东省,11873852,549060,21919175
202205,102,巴林,41,河南省,2519224,28348,4661541
202205,102,巴林,42,湖北省,594191,34914,1055860
202205,102,巴林,43,湖南省,686435,99129,3422828
202205,102,巴林,44,广东省,4020188,3280632,32793772
202205,102,巴林,45,广西壮族自治区,277169,11355,915823
202205,102,巴林,46,海南省,390,0,6092
202205,102,巴林,50,重庆市,1107728,102692,2577124
202205,102,巴林,51,四川省,105142,1250,320438
202205,102,巴林,53,云南省,128597,28457,1451675
202205,102,巴林,61,陕西省,365844,76,534554
202205,102,巴林,62,甘肃省,106606,0,424915
202205,102,巴林,65,新疆维吾尔自治区,428806,0,540349
202205,103,孟加拉国,11,北京市,248667588,278541840,276841585
202205,103,孟加拉国,12,天津市,11238687,1346236,24623499
202205,103,孟加拉国,13,河北省,19261883,2980980,35665219
202205,103,孟加拉国,14,山西省,3907481,1012036,9429588
202205,103,孟加拉国,15,内蒙古自治区,19354479,0,10388824
202205,103,孟加拉国,21,辽宁省,24555602,1312340,45329452
202205,103,孟加拉国,22,吉林省,792713,6110,1976227
