数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,美元
202502,101,阿富汗,11,北京市,"1,120,847"
202502,101,阿富汗,12,天津市,"490,375"
202502,101,阿富汗,13,河北省,"580,418"
202502,101,阿富汗,14,山西省,665
202502,101,阿富汗,15,内蒙古自治区,"294,470"
202502,101,阿富汗,21,辽宁省,"2,107,174"
202502,101,阿富汗,22,吉林省,"52,500"
202502,101,阿富汗,31,上海市,"633,461"
202502,101,阿富汗,32,江苏省,"7,587,593"
202502,101,阿富汗,33,浙江省,"35,342,944"
202502,101,阿富汗,34,安徽省,"801,612"
202502,101,阿富汗,35,福建省,"3,713,562"
202502,101,阿富汗,36,江西省,"161,106"
202502,101,阿富汗,37,山东省,"7,619,357"
202502,101,阿富汗,41,河南省,"448,582"
202502,101,阿富汗,42,湖北省,"1,410,457"
202502,101,阿富汗,43,湖南省,"1,346,415"
202502,101,阿富汗,44,广东省,"18,208,474"
202502,101,阿富汗,45,广西壮族自治区,"645,959"
202502,101,阿富汗,50,重庆市,"681,931"
202502,101,阿富汗,51,四川省,"2,150,643"
202502,101,阿富汗,52,贵州省,"2,412"
202502,101,阿富汗,61,陕西省,"937,648"
202502,101,阿富汗,65,新疆维吾尔自治区,"1,599,367"
202502,102,巴林,11,北京市,"1,048,911"
202502,102,巴林,12,天津市,"1,276,631"
202502,102,巴林,13,河北省,"9,818,058"
202502,102,巴林,14,山西省,"139,043"
202502,102,巴林,15,内蒙古自治区,"142,709"
202502,102,巴林,21,辽宁省,"2,374,423"
202502,102,巴林,22,吉林省,"76,666"
202502,102,巴林,23,黑龙江省,"232,745"
202502,102,巴林,31,上海市,"4,671,452"
202502,102,巴林,32,江苏省,"6,986,693"
202502,102,巴林,33,浙江省,"7,859,306"
202502,102,巴林,34,安徽省,"5,792,672"
202502,102,巴林,35,福建省,"981,392"
202502,102,巴林,36,江西省,"1,232,508"
202502,102,巴林,37,山东省,"14,242,969"
202502,102,巴林,41,河南省,"5,632,347"
202502,102,巴林,42,湖北省,"881,089"
202502,102,巴林,43,湖南省,"4,283,724"
202502,102,巴林,44,广东省,"16,093,053"
202502,102,巴林,45,广西壮族自治区,"442,614"
202502,102,巴林,46,海南省,"232,838"
202502,102,巴林,50,重庆市,"955,988"
202502,102,巴林,51,四川省,"691,701"
202502,102,巴林,53,云南省,"39,293"
202502,102,巴林,61,陕西省,"625,223"
202502,102,巴林,62,甘肃省,"25,613"
202502,102,巴林,64,宁夏回族自治区,"56,629"
202502,102,巴林,65,新疆维吾尔自治区,"215,823"
202502,103,孟加拉国,11,北京市,"36,540,760"
202502,103,孟加拉国,12,天津市,"9,067,225"
202502,103,孟加拉国,13,河北省,"18,569,520"
202502,103,孟加拉国,14,山西省,"3,871,123"
202502,103,孟加拉国,15,内蒙古自治区,"1,158,525"
202502,103,孟加拉国,21,辽宁省,"5,649,011"
202502,103,孟加拉国,22,吉林省,"1,698,288"
202502,103,孟加拉国,23,黑龙江省,"10,128,610"
202502,103,孟加拉国,31,上海市,"59,298,383"
202502,103,孟加拉国,32,江苏省,"139,539,058"
202502,103,孟加拉国,33,浙江省,"157,836,251"
202502,103,孟加拉国,34,安徽省,"12,339,607"
202502,103,孟加拉国,35,福建省,"36,499,879"
202502,103,孟加拉国,36,江西省,"9,371,030"
202502,103,孟加拉国,37,山东省,"98,810,626"
202502,103,孟加拉国,41,河南省,"8,446,928"
202502,103,孟加拉国,42,湖北省,"19,747,571"
202502,103,孟加拉国,43,湖南省,"16,360,008"
202502,103,孟加拉国,44,广东省,"210,007,385"
202502,103,孟加拉国,45,广西壮族自治区,"11,494,236"
202502,103,孟加拉国,46,海南省,"11,460,501"
202502,103,孟加拉国,50,重庆市,"13,211,598"
202502,103,孟加拉国,51,四川省,"15,654,452"
202502,103,孟加拉国,52,贵州省,"585,617"
202502,103,孟加拉国,53,云南省,"722,705"
202502,103,孟加拉国,54,西藏自治区,"10,010"
202502,103,孟加拉国,61,陕西省,"3,244,323"
202502,103,孟加拉国,62,甘肃省,"702,330"
202502,103,孟加拉国,63,青海省,"74,852"
202502,103,孟加拉国,64,宁夏回族自治区,"205,676"
202502,103,孟加拉国,65,新疆维吾尔自治区,"983,484"
202502,104,不丹,11,北京市,28
202502,104,不丹,13,河北省,"1,936"
202502,104,不丹,22,吉林省,60
202502,104,不丹,23,黑龙江省,12
202502,104,不丹,31,上海市,"24,830"
202502,104,不丹,32,江苏省,"51,062"
202502,104,不丹,33,浙江省,"13,233"
202502,104,不丹,34,安徽省,"13,565"
202502,104,不丹,35,福建省,"20,193"
202502,104,不丹,36,江西省,"15,493"
202502,104,不丹,37,山东省,"208,553"
202502,104,不丹,41,河南省,76
202502,104,不丹,42,湖北省,5
202502,104,不丹,44,广东省,"1,173,080"
202502,104,不丹,45,广西壮族自治区,939
202502,104,不丹,50,重庆市,"1,268"
202502,104,不丹,51,四川省,"445,821"
202502,104,不丹,61,陕西省,65
202502,104,不丹,65,新疆维吾尔自治区,318
202502,105,文莱,11,北京市,"342,820"
202502,105,文莱,12,天津市,"103,771"
202502,105,文莱,13,河北省,"365,833"
202502,105,文莱,14,山西省,"19,137"
202502,105,文莱,15,内蒙古自治区,"30,884"
202502,105,文莱,21,辽宁省,"13,776"
202502,105,文莱,22,吉林省,"25,116"
202502,105,文莱,31,上海市,"1,302,793"
202502,105,文莱,32,江苏省,"1,534,418"
202502,105,文莱,33,浙江省,"3,182,782"
202502,105,文莱,34,安徽省,"178,444"
202502,105,文莱,35,福建省,"1,119,794"
202502,105,文莱,36,江西省,"62,574"
202502,105,文莱,37,山东省,"2,552,065"
202502,105,文莱,41,河南省,"146,915"
202502,105,文莱,42,湖北省,"265,116"
202502,105,文莱,43,湖南省,"169,771"
202502,105,文莱,44,广东省,"4,274,466"
202502,105,文莱,45,广西壮族自治区,"563,852"
202502,105,文莱,46,海南省,"2,145"
202502,105,文莱,50,重庆市,"6,014"
202502,105,文莱,51,四川省,"2,441,816"
202502,105,文莱,53,云南省,"169,854"
202502,105,文莱,61,陕西省,"3,497,018"
202502,105,文莱,62,甘肃省,"57,165"
202502,105,文莱,65,新疆维吾尔自治区,"193,362"
202502,106,缅甸,11,北京市,"21,950,277"
202502,106,缅甸,12,天津市,"1,765,768"
202502,106,缅甸,13,河北省,"6,852,041"
202502,106,缅甸,14,山西省,"15,759"
202502,106,缅甸,15,内蒙古自治区,"2,919,553"
202502,106,缅甸,21,辽宁省,"6,164,826"
202502,106,缅甸,22,吉林省,"1,396,771"
202502,106,缅甸,23,黑龙江省,"194,357"
202502,106,缅甸,31,上海市,"18,142,974"
202502,106,缅甸,32,江苏省,"46,849,674"
202502,106,缅甸,33,浙江省,"40,741,910"
202502,106,缅甸,34,安徽省,"4,844,134"
202502,106,缅甸,35,福建省,"11,390,258"
202502,106,缅甸,36,江西省,"2,297,030"
202502,106,缅甸,37,山东省,"29,916,794"
202502,106,缅甸,41,河南省,"3,499,786"
202502,106,缅甸,42,湖北省,"1,900,435"
202502,106,缅甸,43,湖南省,"5,850,330"
202502,106,缅甸,44,广东省,"85,026,091"
202502,106,缅甸,45,广西壮族自治区,"1,709,173"
202502,106,缅甸,46,海南省,"2,432,599"
202502,106,缅甸,50,重庆市,"18,287,881"
202502,106,缅甸,51,四川省,"3,861,585"
202502,106,缅甸,52,贵州省,"2,996,073"
202502,106,缅甸,53,云南省,"124,117,537"
202502,106,缅甸,54,西藏自治区,"402,390"
202502,106,缅甸,61,陕西省,"6,310,474"
202502,106,缅甸,64,宁夏回族自治区,"787,383"
202502,106,缅甸,65,新疆维吾尔自治区,320
202502,107,柬埔寨,11,北京市,"9,085,690"
202502,107,柬埔寨,12,天津市,"6,087,478"
202502,107,柬埔寨,13,河北省,"8,159,605"
202502,107,柬埔寨,14,山西省,"1,079,784"
202502,107,柬埔寨,15,内蒙古自治区,"4,086,671"
202502,107,柬埔寨,21,辽宁省,"5,138,696"
202502,107,柬埔寨,22,吉林省,"101,943"
202502,107,柬埔寨,23,黑龙江省,"252,034"
202502,107,柬埔寨,31,上海市,"42,943,878"
202502,107,柬埔寨,32,江苏省,"145,020,052"
202502,107,柬埔寨,33,浙江省,"140,493,295"
202502,107,柬埔寨,34,安徽省,"5,922,692"
202502,107,柬埔寨,35,福建省,"40,375,160"
202502,107,柬埔寨,36,江西省,"5,913,210"
202502,107,柬埔寨,37,山东省,"92,468,127"
202502,107,柬埔寨,41,河南省,"8,053,374"
202502,107,柬埔寨,42,湖北省,"16,492,435"
202502,107,柬埔寨,43,湖南省,"13,458,033"
202502,107,柬埔寨,44,广东省,"162,949,418"
202502,107,柬埔寨,45,广西壮族自治区,"33,473,092"
202502,107,柬埔寨,46,海南省,"644,216"
202502,107,柬埔寨,50,重庆市,"18,338,434"
202502,107,柬埔寨,51,四川省,"13,698,135"
202502,107,柬埔寨,52,贵州省,"237,095"
202502,107,柬埔寨,53,云南省,"1,802,533"
202502,107,柬埔寨,54,西藏自治区,"645,922"
202502,107,柬埔寨,61,陕西省,"1,608,407"
202502,107,柬埔寨,62,甘肃省,"124,902"
202502,107,柬埔寨,64,宁夏回族自治区,"78,127"
202502,107,柬埔寨,65,新疆维吾尔自治区,"1,404,930"
202502,108,塞浦路斯,11,北京市,"1,855,216"
202502,108,塞浦路斯,12,天津市,"615,431"
202502,108,塞浦路斯,13,河北省,"616,594"
202502,108,塞浦路斯,14,山西省,186
202502,108,塞浦路斯,15,内蒙古自治区,91
202502,108,塞浦路斯,21,辽宁省,"50,763"
202502,108,塞浦路斯,22,吉林省,"45,397"
202502,108,塞浦路斯,23,黑龙江省,"24,353"
202502,108,塞浦路斯,31,上海市,"4,349,719"
202502,108,塞浦路斯,32,江苏省,"15,940,995"
202502,108,塞浦路斯,33,浙江省,"16,280,647"
202502,108,塞浦路斯,34,安徽省,"7,454,625"
202502,108,塞浦路斯,35,福建省,"1,613,212"
202502,108,塞浦路斯,36,江西省,"200,304"
202502,108,塞浦路斯,37,山东省,"3,411,979"
202502,108,塞浦路斯,41,河南省,"229,455"
202502,108,塞浦路斯,42,湖北省,"766,305"
202502,108,塞浦路斯,43,湖南省,"543,342"
202502,108,塞浦路斯,44,广东省,"18,190,235"
202502,108,塞浦路斯,45,广西壮族自治区,"242,930"
202502,108,塞浦路斯,50,重庆市,"558,565"
202502,108,塞浦路斯,51,四川省,"89,055"
202502,108,塞浦路斯,53,云南省,"61,348"
202502,108,塞浦路斯,61,陕西省,"81,292"
