数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,美元
202411,101,阿富汗,11,北京市,"3,416,068"
202411,101,阿富汗,12,天津市,"5,828,372"
202411,101,阿富汗,13,河北省,"6,933,348"
202411,101,阿富汗,15,内蒙古自治区,"126,240"
202411,101,阿富汗,21,辽宁省,"4,430,855"
202411,101,阿富汗,22,吉林省,"14,142"
202411,101,阿富汗,31,上海市,"1,655,883"
202411,101,阿富汗,32,江苏省,"8,966,108"
202411,101,阿富汗,33,浙江省,"73,597,709"
202411,101,阿富汗,34,安徽省,"1,173,342"
202411,101,阿富汗,35,福建省,"1,237,041"
202411,101,阿富汗,36,江西省,"341,815"
202411,101,阿富汗,37,山东省,"10,529,686"
202411,101,阿富汗,41,河南省,"213,222"
202411,101,阿富汗,42,湖北省,"2,120,977"
202411,101,阿富汗,43,湖南省,"923,520"
202411,101,阿富汗,44,广东省,"12,501,638"
202411,101,阿富汗,45,广西壮族自治区,"327,043"
202411,101,阿富汗,50,重庆市,"2,524,706"
202411,101,阿富汗,51,四川省,"138,535"
202411,101,阿富汗,61,陕西省,"273,618"
202411,101,阿富汗,62,甘肃省,"65,700"
202411,101,阿富汗,65,新疆维吾尔自治区,"2,292,882"
202411,102,巴林,11,北京市,"1,756,611"
202411,102,巴林,12,天津市,"1,387,663"
202411,102,巴林,13,河北省,"9,036,573"
202411,102,巴林,14,山西省,"575,585"
202411,102,巴林,15,内蒙古自治区,"372,792"
202411,102,巴林,21,辽宁省,"2,101,000"
202411,102,巴林,22,吉林省,"1,921,147"
202411,102,巴林,23,黑龙江省,"292,480"
202411,102,巴林,31,上海市,"4,157,128"
202411,102,巴林,32,江苏省,"12,575,848"
202411,102,巴林,33,浙江省,"19,625,749"
202411,102,巴林,34,安徽省,"2,572,640"
202411,102,巴林,35,福建省,"3,038,226"
202411,102,巴林,36,江西省,"205,932"
202411,102,巴林,37,山东省,"12,966,088"
202411,102,巴林,41,河南省,"7,171,757"
202411,102,巴林,42,湖北省,"2,117,974"
202411,102,巴林,43,湖南省,"1,752,771"
202411,102,巴林,44,广东省,"22,260,315"
202411,102,巴林,45,广西壮族自治区,"1,310,774"
202411,102,巴林,46,海南省,"30,796"
202411,102,巴林,50,重庆市,"1,839,337"
202411,102,巴林,51,四川省,"1,778,836"
202411,102,巴林,52,贵州省,"346,702"
202411,102,巴林,53,云南省,"12,177"
202411,102,巴林,61,陕西省,"746,133"
202411,102,巴林,62,甘肃省,"138,978"
202411,102,巴林,65,新疆维吾尔自治区,"991,738"
202411,103,孟加拉国,11,北京市,"110,974,272"
202411,103,孟加拉国,12,天津市,"12,761,544"
202411,103,孟加拉国,13,河北省,"34,748,248"
202411,103,孟加拉国,14,山西省,"8,732,918"
202411,103,孟加拉国,15,内蒙古自治区,"21,435,252"
202411,103,孟加拉国,21,辽宁省,"7,054,621"
202411,103,孟加拉国,22,吉林省,"1,799,178"
202411,103,孟加拉国,23,黑龙江省,"18,130,184"
202411,103,孟加拉国,31,上海市,"115,677,017"
202411,103,孟加拉国,32,江苏省,"418,034,708"
202411,103,孟加拉国,33,浙江省,"489,993,701"
202411,103,孟加拉国,34,安徽省,"30,280,854"
202411,103,孟加拉国,35,福建省,"92,201,691"
202411,103,孟加拉国,36,江西省,"15,528,087"
202411,103,孟加拉国,37,山东省,"141,621,644"
202411,103,孟加拉国,41,河南省,"19,721,296"
202411,103,孟加拉国,42,湖北省,"133,048,543"
202411,103,孟加拉国,43,湖南省,"30,917,376"
