数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202102,101,阿富汗,11,北京市,2672,15251,159750
202102,101,阿富汗,12,天津市,64835,0,67555
202102,101,阿富汗,13,河北省,126137,127077,664652
202102,101,阿富汗,14,山西省,1,0,10
202102,101,阿富汗,15,内蒙古自治区,88000,0,66880
202102,101,阿富汗,21,辽宁省,1093704,16979,2192428
202102,101,阿富汗,31,上海市,1107085,1154578,3341002
202102,101,阿富汗,32,江苏省,1368074,1472014,3182699
202102,101,阿富汗,33,浙江省,11902826,3515602,15839656
202102,101,阿富汗,34,安徽省,61291,83398,650193
202102,101,阿富汗,35,福建省,52583,72255,444715
202102,101,阿富汗,36,江西省,49455,7423,271838
202102,101,阿富汗,37,山东省,2678704,323894,5179628
202102,101,阿富汗,41,河南省,72488,4111,179332
202102,101,阿富汗,42,湖北省,43464,25,179274
202102,101,阿富汗,43,湖南省,131578,70924,370245
202102,101,阿富汗,44,广东省,947660,528950,4835744
202102,101,阿富汗,45,广西壮族自治区,139660,30794,1173057
202102,101,阿富汗,50,重庆市,16839,48388,199723
202102,101,阿富汗,51,四川省,101669,16545,829640
202102,101,阿富汗,53,云南省,50,25,760
202102,101,阿富汗,61,陕西省,17868,330,31963
202102,101,阿富汗,62,甘肃省,0,0,3
202102,101,阿富汗,64,宁夏回族自治区,5500,1000,8400
202102,101,阿富汗,65,新疆维吾尔自治区,60735,82084,497368
202102,102,巴林,11,北京市,76299,20055,864212
202102,102,巴林,12,天津市,1593559,44235,2771003
202102,102,巴林,13,河北省,1388873,75549,2725636
202102,102,巴林,14,山西省,15987,2,48371
202102,102,巴林,15,内蒙古自治区,163921,0,149547
202102,102,巴林,21,辽宁省,382035,23865,565306
202102,102,巴林,22,吉林省,300,100000,3800
202102,102,巴林,23,黑龙江省,157940,8424,384096
202102,102,巴林,31,上海市,1236620,181869,6351487
202102,102,巴林,32,江苏省,8613600,446545,10503006
202102,102,巴林,33,浙江省,2121183,5184569,9266009
202102,102,巴林,34,安徽省,284043,301190,1680399
202102,102,巴林,35,福建省,1243492,242534,1598315
202102,102,巴林,36,江西省,821142,38669,2508290
202102,102,巴林,37,山东省,4478643,4960147,9939984
202102,102,巴林,41,河南省,127002,528174,5054057
202102,102,巴林,42,湖北省,84350,107741,689427
202102,102,巴林,43,湖南省,574952,438834,1553634
202102,102,巴林,44,广东省,3364773,2690411,23311473
202102,102,巴林,45,广西壮族自治区,168720,4,223477
202102,102,巴林,46,海南省,21504,0,18429
202102,102,巴林,50,重庆市,125006,161225,891634
202102,102,巴林,51,四川省,42250,6910,67921
202102,102,巴林,53,云南省,89258,28448,1189230
202102,102,巴林,61,陕西省,314063,97,290672
202102,102,巴林,65,新疆维吾尔自治区,1709,330,109640
202102,103,孟加拉国,11,北京市,351873800,326722071,163106384
202102,103,孟加拉国,12,天津市,16413870,2318153,26268633
202102,103,孟加拉国,13,河北省,17483664,2627376,22282608
202102,103,孟加拉国,14,山西省,2036259,443800,3707280
202102,103,孟加拉国,15,内蒙古自治区,3331076,9109,4287449
202102,103,孟加拉国,21,辽宁省,7224825,699458,9418214
202102,103,孟加拉国,22,吉林省,184847,3091,427248
202102,103,孟加拉国,23,黑龙江省,1089890,109353,1577661
202102,103,孟加拉国,31,上海市,63553083,8195307,67896998
202102,103,孟加拉国,32,江苏省,191621042,33614316,264402192
202102,103,孟加拉国,33,浙江省,173066846,38905428,262758416
202102,103,孟加拉国,34,安徽省,10767613,33452333,19735133
202102,103,孟加拉国,35,福建省,57202202,12525202,48825052
202102,103,孟加拉国,36,江西省,12474457,1577490,18373379
202102,103,孟加拉国,37,山东省,102814846,9974403,183681228
202102,103,孟加拉国,41,河南省,6929622,1196301,11731948
202102,103,孟加拉国,42,湖北省,14895479,3272212,20754448
202102,103,孟加拉国,43,湖南省,5701394,1040169,14765137
202102,103,孟加拉国,44,广东省,132000114,38891488,281868501
202102,103,孟加拉国,45,广西壮族自治区,754535,186287,3233458
202102,103,孟加拉国,46,海南省,3196444,0,2538695
202102,103,孟加拉国,50,重庆市,2239855,409082,13079541
202102,103,孟加拉国,51,四川省,15108700,409846,17390579
202102,103,孟加拉国,52,贵州省,409250,5400,466890
202102,103,孟加拉国,53,云南省,4448496,473184,13732838
202102,103,孟加拉国,61,陕西省,2067271,482798,5208281
202102,103,孟加拉国,62,甘肃省,1864007,0,2150606
202102,103,孟加拉国,63,青海省,83765,0,211626
202102,103,孟加拉国,64,宁夏回族自治区,38155,0,703926
202102,103,孟加拉国,65,新疆维吾尔自治区,2047267,7057,2734509
202102,104,不丹,11,北京市,380,485,9156
202102,104,不丹,13,河北省,1,3,17
202102,104,不丹,21,辽宁省,3,1,82
202102,104,不丹,31,上海市,243,2902,2737
202102,104,不丹,32,江苏省,312199,15542,281757
202102,104,不丹,33,浙江省,720,43991,127183
202102,104,不丹,34,安徽省,46,100,599
202102,104,不丹,35,福建省,46,16499,38243
202102,104,不丹,36,江西省,1326,130,99374
202102,104,不丹,37,山东省,46757,15480,293508
202102,104,不丹,41,河南省,66,87,801
202102,104,不丹,42,湖北省,220,460,2757
202102,104,不丹,43,湖南省,10,19,111
202102,104,不丹,44,广东省,28531,63796,3159784
202102,104,不丹,50,重庆市,1100,104,12825
202102,104,不丹,51,四川省,2,6,35
202102,104,不丹,53,云南省,360005,121,23482
202102,104,不丹,61,陕西省,0,1,5
202102,105,文莱,11,北京市,24302,20777,960429
202102,105,文莱,12,天津市,247708,80163,767356
202102,105,文莱,13,河北省,115759,31987,377724
202102,105,文莱,14,山西省,64357,3360,182699
202102,105,文莱,21,辽宁省,29863,11737,264101
202102,105,文莱,23,黑龙江省,22022,20,11890
202102,105,文莱,31,上海市,54911,211014,2151402
202102,105,文莱,32,江苏省,575791,956313,2558263
202102,105,文莱,33,浙江省,1635026,480302,3306250
202102,105,文莱,34,安徽省,60869,58300,481726
