数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202206,101,阿富汗,11,北京市,11438,8975,1046357
202206,101,阿富汗,12,天津市,760046,4700,824101
202206,101,阿富汗,13,河北省,103843,791090,537676
202206,101,阿富汗,15,内蒙古自治区,180348,0,178529
202206,101,阿富汗,21,辽宁省,1600,22,3698
202206,101,阿富汗,31,上海市,56450,6,88137
202206,101,阿富汗,32,江苏省,5469631,997756,6082703
202206,101,阿富汗,33,浙江省,12301204,3627120,21826410
202206,101,阿富汗,34,安徽省,8552732,134494,960640
202206,101,阿富汗,35,福建省,75443,74944,335954
202206,101,阿富汗,36,江西省,4337635,14760,300218
202206,101,阿富汗,37,山东省,5415798,447525,11380230
202206,101,阿富汗,41,河南省,13823,0,43336
202206,101,阿富汗,42,湖北省,187972,267,650697
202206,101,阿富汗,43,湖南省,1375713,92164,1393731
202206,101,阿富汗,44,广东省,714348,1849648,10931418
202206,101,阿富汗,45,广西壮族自治区,245700,57447,2153689
202206,101,阿富汗,50,重庆市,17052,64,54873
202206,101,阿富汗,51,四川省,41001,6427,295710
202206,101,阿富汗,61,陕西省,1191,22003,68197
202206,101,阿富汗,65,新疆维吾尔自治区,140000,0,166262
202206,102,巴林,11,北京市,39045,37788,680909
202206,102,巴林,12,天津市,333002,125193,1087098
202206,102,巴林,13,河北省,1083211,1110955,3539691
202206,102,巴林,14,山西省,551433,505,1828829
202206,102,巴林,15,内蒙古自治区,36551,0,104383
202206,102,巴林,21,辽宁省,1076906,391,1597337
202206,102,巴林,22,吉林省,43411,989,131339
202206,102,巴林,23,黑龙江省,942505,952,2000984
202206,102,巴林,31,上海市,3336771,460980,13757566
202206,102,巴林,32,江苏省,2889251,2226345,13512391
202206,102,巴林,33,浙江省,4654697,2226464,13350648
202206,102,巴林,34,安徽省,848295,1133466,2130188
202206,102,巴林,35,福建省,1512826,224534,4853784
202206,102,巴林,36,江西省,988781,55872,3234163
202206,102,巴林,37,山东省,6865555,602380,14147935
202206,102,巴林,41,河南省,454014,32930,3217228
202206,102,巴林,42,湖北省,338471,382591,2362031
202206,102,巴林,43,湖南省,1411467,59726,5981462
202206,102,巴林,44,广东省,3247248,1753459,21477764
202206,102,巴林,45,广西壮族自治区,25212,188539,1557345
202206,102,巴林,50,重庆市,558863,138499,2329502
202206,102,巴林,51,四川省,144224,1050,647087
202206,102,巴林,52,贵州省,0,2,11
202206,102,巴林,53,云南省,58807,15331,659739
202206,102,巴林,61,陕西省,222605,33384,326694
202206,102,巴林,62,甘肃省,17215,2980,180290
202206,103,孟加拉国,11,北京市,141850093,142911205,174237331
202206,103,孟加拉国,12,天津市,7898062,1247586,18729909
202206,103,孟加拉国,13,河北省,23599078,2484607,37096023
202206,103,孟加拉国,14,山西省,1888455,776750,7539656
202206,103,孟加拉国,15,内蒙古自治区,8036661,0,4048757
202206,103,孟加拉国,21,辽宁省,25335964,220770,10372989
202206,103,孟加拉国,22,吉林省,1763742,22521,4490508
202206,103,孟加拉国,23,黑龙江省,607310,48059,1390319
202206,103,孟加拉国,31,上海市,42986959,10678296,121149401
202206,103,孟加拉国,32,江苏省,253987846,38817057,439189084
202206,103,孟加拉国,33,浙江省,226864279,175402900,379544505
202206,103,孟加拉国,34,安徽省,12556259,3534991,33476390
202206,103,孟加拉国,35,福建省,64161540,25707901,143354747
202206,103,孟加拉国,36,江西省,20464566,810902,68178366
202206,103,孟加拉国,37,山东省,78494515,6461791,170838323
202206,103,孟加拉国,41,河南省,4007446,1240584,15960935
202206,103,孟加拉国,42,湖北省,27919348,1719478,39191497
202206,103,孟加拉国,43,湖南省,27471773,9549840,85593196
202206,103,孟加拉国,44,广东省,169674464,61132099,343764711
202206,103,孟加拉国,45,广西壮族自治区,1628424,191437,4963884
202206,103,孟加拉国,46,海南省,3764807,0,4311011
202206,103,孟加拉国,50,重庆市,3953082,910769,21438289
202206,103,孟加拉国,51,四川省,11177162,44700686,30002249
202206,103,孟加拉国,52,贵州省,1932073,6046367,6434445
202206,103,孟加拉国,53,云南省,3776524,162723,10344839
202206,103,孟加拉国,54,西藏自治区,22500,0,31117
202206,103,孟加拉国,61,陕西省,1476797,6909771,35702009
202206,103,孟加拉国,62,甘肃省,311253,0,705198
202206,103,孟加拉国,63,青海省,839647,0,1278213
202206,103,孟加拉国,64,宁夏回族自治区,443654,90460,2360112
202206,103,孟加拉国,65,新疆维吾尔自治区,4861099,36000,12587727
202206,104,不丹,11,北京市,812,603,36564
202206,104,不丹,12,天津市,17,48,107
