数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202011,101,阿富汗,11,北京市,97116,17623,1471168
202011,101,阿富汗,12,天津市,603073,2500323,436975
202011,101,阿富汗,13,河北省,392240,270556,851494
202011,101,阿富汗,15,内蒙古自治区,261400,0,200338
202011,101,阿富汗,21,辽宁省,814538,1535436,1777285
202011,101,阿富汗,31,上海市,1543346,308142,4193207
202011,101,阿富汗,32,江苏省,3089364,1035468,4273123
202011,101,阿富汗,33,浙江省,9184203,3101711,15847679
202011,101,阿富汗,34,安徽省,349702,29426,878005
202011,101,阿富汗,35,福建省,89492,59927,373976
202011,101,阿富汗,36,江西省,1186037,2069379,2019002
202011,101,阿富汗,37,山东省,3688990,291433,6550079
202011,101,阿富汗,41,河南省,40719,123035,424978
202011,101,阿富汗,42,湖北省,189044,2,460919
202011,101,阿富汗,43,湖南省,440517,169606,2167913
202011,101,阿富汗,44,广东省,652852,530102,3829480
202011,101,阿富汗,45,广西壮族自治区,399,0,5730
202011,101,阿富汗,46,海南省,5300,0,133671
202011,101,阿富汗,50,重庆市,431,24244,69105
202011,101,阿富汗,51,四川省,60025,10526,347145
202011,101,阿富汗,52,贵州省,11479,0,86093
202011,101,阿富汗,53,云南省,307497,49108,293050
202011,101,阿富汗,61,陕西省,73905,1400,138243
202011,101,阿富汗,62,甘肃省,941660,91526,425524
202011,101,阿富汗,65,新疆维吾尔自治区,65240,14527,468308
202011,102,巴林,11,北京市,77787,29251,1321198
202011,102,巴林,12,天津市,540546,745948,1881006
202011,102,巴林,13,河北省,555968,2095744,1577074
202011,102,巴林,14,山西省,30118,13739,95409
202011,102,巴林,15,内蒙古自治区,108900,0,128811
202011,102,巴林,21,辽宁省,207543,37106,496803
202011,102,巴林,22,吉林省,240001,6265,254832
202011,102,巴林,23,黑龙江省,181000,2,122854
202011,102,巴林,31,上海市,970957,399049,6755527
202011,102,巴林,32,江苏省,3429841,855538,11568620
202011,102,巴林,33,浙江省,4074434,6948510,12331048
202011,102,巴林,34,安徽省,1561130,258226,1833402
202011,102,巴林,35,福建省,1876384,321753,1932247
202011,102,巴林,36,江西省,518027,57716,775976
202011,102,巴林,37,山东省,4555660,355776,9926666
202011,102,巴林,41,河南省,345516,89964,5286392
202011,102,巴林,42,湖北省,597774,3852372,765422
202011,102,巴林,43,湖南省,216786,87538,2519857
202011,102,巴林,44,广东省,5671202,2043994,19252288
202011,102,巴林,45,广西壮族自治区,109322,50,361224
202011,102,巴林,46,海南省,45452,0,44983
202011,102,巴林,50,重庆市,150221,3413323,636486
202011,102,巴林,51,四川省,138641,2464,338510
202011,102,巴林,52,贵州省,2757,4335,195075
202011,102,巴林,53,云南省,232455,85629,3725495
202011,102,巴林,61,陕西省,291426,6014,557019
202011,102,巴林,65,新疆维吾尔自治区,48379,649,422590
202011,103,孟加拉国,11,北京市,241761163,199703180,96149229
202011,103,孟加拉国,12,天津市,15474935,1450756,16484934
202011,103,孟加拉国,13,河北省,15938149,3370144,23625050
202011,103,孟加拉国,14,山西省,2855595,637398,4598128
202011,103,孟加拉国,15,内蒙古自治区,6775333,0,2673480
202011,103,孟加拉国,21,辽宁省,12567742,167351,11996163
202011,103,孟加拉国,22,吉林省,733202,0,917736
202011,103,孟加拉国,23,黑龙江省,1557965,202632,1929002
202011,103,孟加拉国,31,上海市,66981793,9821593,85401771
202011,103,孟加拉国,32,江苏省,197028587,54331316,300727015
202011,103,孟加拉国,33,浙江省,266655223,54313116,339976051
202011,103,孟加拉国,34,安徽省,13404897,3497601,22225644
202011,103,孟加拉国,35,福建省,70307448,7244153,68142565
202011,103,孟加拉国,36,江西省,16792134,605172,14859199
202011,103,孟加拉国,37,山东省,109422535,3309922961,154309811
202011,103,孟加拉国,41,河南省,8013785,941982,13345898
202011,103,孟加拉国,42,湖北省,22102174,1361016,22302302
202011,103,孟加拉国,43,湖南省,16419559,3699700,36281154
202011,103,孟加拉国,44,广东省,198180640,44524008,340636952
202011,103,孟加拉国,45,广西壮族自治区,1754840,190875,2032702
202011,103,孟加拉国,46,海南省,2565636,8300,2125963
202011,103,孟加拉国,50,重庆市,1526153,515766,19898941
202011,103,孟加拉国,51,四川省,24715088,1092409,11844903
202011,103,孟加拉国,52,贵州省,1135246,30604,2041234
202011,103,孟加拉国,53,云南省,15666714,793325,13317023
202011,103,孟加拉国,61,陕西省,1456584,263738,2587477
202011,103,孟加拉国,62,甘肃省,1447297,0,1841397
202011,103,孟加拉国,63,青海省,111633,0,238802
202011,103,孟加拉国,64,宁夏回族自治区,71325,0,315983
202011,103,孟加拉国,65,新疆维吾尔自治区,3917496,12486,5293774
202011,104,不丹,11,北京市,482877,88,71168
202011,104,不丹,12,天津市,3,0,37
202011,104,不丹,13,河北省,763,6,2039
202011,104,不丹,31,上海市,321,147,3124
202011,104,不丹,32,江苏省,100,1331,19543
202011,104,不丹,33,浙江省,15084,7791,37495
202011,104,不丹,34,安徽省,259953,1089,46599
202011,104,不丹,35,福建省,685,309,6964
202011,104,不丹,36,江西省,166,345,2069
202011,104,不丹,37,山东省,7985,38071,108502
202011,104,不丹,41,河南省,680,319,35915
202011,104,不丹,42,湖北省,133,236,1417
202011,104,不丹,43,湖南省,58,120,717
202011,104,不丹,44,广东省,56129,50482,638061
202011,104,不丹,50,重庆市,0,1,5
202011,104,不丹,51,四川省,2042,7988,37728
202011,104,不丹,53,云南省,62,43,4380
202011,104,不丹,61,陕西省,1,3,17
202011,105,文莱,11,北京市,46518,30426,126224
202011,105,文莱,12,天津市,505615,31242,561058
202011,105,文莱,13,河北省,279604,56356,612182
202011,105,文莱,14,山西省,2513,0,13701
202011,105,文莱,15,内蒙古自治区,6,0,3087
202011,105,文莱,21,辽宁省,16473,1101,89513
202011,105,文莱,23,黑龙江省,243,30060,108500
202011,105,文莱,31,上海市,273766,160702,2057494
202011,105,文莱,32,江苏省,928709,448242,3480873
202011,105,文莱,33,浙江省,1139410,584024,5580387
202011,105,文莱,34,安徽省,60260,45422,334798
202011,105,文莱,35,福建省,711618,21406,1245146
202011,105,文莱,36,江西省,98953,11638,492875
202011,105,文莱,37,山东省,2840613,196842,4648093
202011,105,文莱,41,河南省,59158,19081,458924
202011,105,文莱,42,湖北省,72611,12535,725710
202011,105,文莱,43,湖南省,354725,23371,934847
202011,105,文莱,44,广东省,3467781,710505,11678099
202011,105,文莱,45,广西壮族自治区,22752,0,64534
202011,105,文莱,46,海南省,41389,13895,206131
202011,105,文莱,50,重庆市,7645,11944,316850
202011,105,文莱,51,四川省,30094,1026,98158
202011,105,文莱,53,云南省,109301,33511,1072112
202011,105,文莱,61,陕西省,30206,3453,75564
202011,105,文莱,65,新疆维吾尔自治区,46301,13153,129797
202011,106,缅甸,11,北京市,25531951,20851261,28598784
202011,106,缅甸,12,天津市,19722840,71595242,22771761
202011,106,缅甸,13,河北省,6922298,443133,8510039
202011,106,缅甸,14,山西省,739296,23673,1270207
202011,106,缅甸,15,内蒙古自治区,5608704,229,4309350
202011,106,缅甸,21,辽宁省,7624742,401056,7453329
202011,106,缅甸,22,吉林省,766701,110994,1417087
202011,106,缅甸,23,黑龙江省,948283,8797,1012708
202011,106,缅甸,31,上海市,13797581,9166999,44602211
202011,106,缅甸,32,江苏省,71224542,16310428,109242809
202011,106,缅甸,33,浙江省,58777997,62802713,86216133
202011,106,缅甸,34,安徽省,3266427,1771553,13328462
202011,106,缅甸,35,福建省,30968215,4808975,36562706
202011,106,缅甸,36,江西省,3663894,2093844,7344717
202011,106,缅甸,37,山东省,102630378,9058967,99231144
202011,106,缅甸,41,河南省,1227492,2159090,11356306
202011,106,缅甸,42,湖北省,8155901,25201201,18854252
202011,106,缅甸,43,湖南省,12242435,2389765,14723859
202011,106,缅甸,44,广东省,61802119,130283606,136472557
202011,106,缅甸,45,广西壮族自治区,1060378,1264727,4261093
202011,106,缅甸,46,海南省,6057135,46623,5083888
202011,106,缅甸,50,重庆市,6050768,3328230,18814815
202011,106,缅甸,51,四川省,5984161,5389763,3790328
202011,106,缅甸,52,贵州省,838031,35459,14423331
202011,106,缅甸,53,云南省,626133111,67203605,537029901
202011,106,缅甸,61,陕西省,3225243,188598,4273406
202011,106,缅甸,62,甘肃省,1409781,0,1826321
202011,106,缅甸,64,宁夏回族自治区,581275,326,603891
202011,106,缅甸,65,新疆维吾尔自治区,932110,23387,1500558
202011,107,柬埔寨,11,北京市,4586022,1857498,21499205
202011,107,柬埔寨,12,天津市,2065556,674418,3930358
