数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202006,101,阿富汗,11,北京市,45036,570960,1713099
202006,101,阿富汗,12,天津市,216027,1950,154654
202006,101,阿富汗,13,河北省,620,747,43095
202006,101,阿富汗,21,辽宁省,2790,2,12584
202006,101,阿富汗,31,上海市,997414,2140917,5706965
202006,101,阿富汗,32,江苏省,1767145,2905334,3978823
202006,101,阿富汗,33,浙江省,12107234,5476016,15774651
202006,101,阿富汗,34,安徽省,20386,93256,218332
202006,101,阿富汗,35,福建省,46397,1002668,700002
202006,101,阿富汗,36,江西省,28474,52023,137168
202006,101,阿富汗,37,山东省,2168320,64596,2270164
202006,101,阿富汗,41,河南省,3684,67728,267230
202006,101,阿富汗,42,湖北省,1624,339600,76839
202006,101,阿富汗,43,湖南省,4605337,63018,352738
202006,101,阿富汗,44,广东省,340334,1302517,6938546
202006,101,阿富汗,50,重庆市,1986705,27595,111435
202006,101,阿富汗,51,四川省,95035,16644,549611
202006,101,阿富汗,62,甘肃省,132720,0,155472
202006,101,阿富汗,65,新疆维吾尔自治区,1439416,832413,4684016
202006,102,巴林,11,北京市,352468,17900,1427269
202006,102,巴林,12,天津市,871116,510252,883236
202006,102,巴林,13,河北省,1241072,2458403,2173166
202006,102,巴林,14,山西省,20762,76,122681
202006,102,巴林,15,内蒙古自治区,122000,0,139374
202006,102,巴林,21,辽宁省,359649,5632,492789
202006,102,巴林,22,吉林省,1,6,295
202006,102,巴林,31,上海市,630604,1293228,3795243
202006,102,巴林,32,江苏省,4756360,1385014,11368844
202006,102,巴林,33,浙江省,5207864,5280131,15160595
202006,102,巴林,34,安徽省,2173711,18533917,3392961
202006,102,巴林,35,福建省,1810916,972691,6705310
202006,102,巴林,36,江西省,360402,928702,1517434
202006,102,巴林,37,山东省,15075979,3476267,13320038
202006,102,巴林,41,河南省,414295,71965,838778
202006,102,巴林,42,湖北省,196394,2070347,306025
202006,102,巴林,43,湖南省,1237371,2888215,1469432
202006,102,巴林,44,广东省,5418802,4132625,22267962
202006,102,巴林,45,广西壮族自治区,53153,500000,225200
202006,102,巴林,46,海南省,20736,0,17771
202006,102,巴林,50,重庆市,178446,971872,1909839
202006,102,巴林,51,四川省,121764,25272,931365
202006,102,巴林,52,贵州省,63328,414,53513
202006,102,巴林,61,陕西省,51406,30452,252018
202006,102,巴林,65,新疆维吾尔自治区,427458,0,344026
202006,103,孟加拉国,11,北京市,327747559,335224718,113862255
202006,103,孟加拉国,12,天津市,9597104,6408462,13114124
202006,103,孟加拉国,13,河北省,9406867,2053960,17783025
202006,103,孟加拉国,14,山西省,621210,207359,1526984
202006,103,孟加拉国,15,内蒙古自治区,167400,0,106308
202006,103,孟加拉国,21,辽宁省,1626038,122306,3927928
202006,103,孟加拉国,22,吉林省,2001,4000,32942
202006,103,孟加拉国,23,黑龙江省,771885,93084,877345
202006,103,孟加拉国,31,上海市,27146650,4551698,48301550
202006,103,孟加拉国,32,江苏省,117946384,23378903,190349825
202006,103,孟加拉国,33,浙江省,144012114,74723280,188381560
202006,103,孟加拉国,34,安徽省,6922765,2767750,18123388
202006,103,孟加拉国,35,福建省,41742268,4524038,37660472
202006,103,孟加拉国,36,江西省,4755404,38017908,17029778
202006,103,孟加拉国,37,山东省,75067810,7455530,86190677
202006,103,孟加拉国,41,河南省,1918933,424840,4132397
202006,103,孟加拉国,42,湖北省,21843860,1681323,8371407
202006,103,孟加拉国,43,湖南省,6327179,47568871,27042328
202006,103,孟加拉国,44,广东省,89022375,34054761,170292859
202006,103,孟加拉国,45,广西壮族自治区,1450874,128613,1837536
202006,103,孟加拉国,46,海南省,468408,30937,537897
202006,103,孟加拉国,50,重庆市,1439886,281102,4610587
202006,103,孟加拉国,51,四川省,5807883,304745,4262813
202006,103,孟加拉国,52,贵州省,1275258,666,629445
202006,103,孟加拉国,53,云南省,3671178,17573,1753522
202006,103,孟加拉国,61,陕西省,874512,1480367,10144368
