数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,美元
202112,101,阿富汗,11,北京市,2989951,3773,5906693
202112,101,阿富汗,12,天津市,345566,248,338872
202112,101,阿富汗,13,河北省,343786,305504,1056431
202112,101,阿富汗,15,内蒙古自治区,132000,0,142560
202112,101,阿富汗,21,辽宁省,396096,6132,880773
202112,101,阿富汗,31,上海市,1768186,2394474,1791496
202112,101,阿富汗,32,江苏省,1573556,635455,3802723
202112,101,阿富汗,33,浙江省,3518374,994835,7306097
202112,101,阿富汗,34,安徽省,8458645,41472,741818
202112,101,阿富汗,35,福建省,603837,215838,1303083
202112,101,阿富汗,36,江西省,89865,25782,327488
202112,101,阿富汗,37,山东省,3424490,325471,6916299
202112,101,阿富汗,41,河南省,3,23401,66006
202112,101,阿富汗,42,湖北省,91104,33633,521570
202112,101,阿富汗,43,湖南省,127588,47827,676021
202112,101,阿富汗,44,广东省,442316,442803,3146337
202112,101,阿富汗,45,广西壮族自治区,1076,2526,99106
202112,101,阿富汗,50,重庆市,686,23064,96540
202112,101,阿富汗,51,四川省,182182,30206,1365710
202112,101,阿富汗,52,贵州省,0,1,6
202112,101,阿富汗,61,陕西省,60880,294715,1254096
202112,102,巴林,11,北京市,1860305,16616,2498901
202112,102,巴林,12,天津市,4719276,9076,7370280
202112,102,巴林,13,河北省,2119205,1954055,8177895
202112,102,巴林,14,山西省,10040,8159,87408
202112,102,巴林,15,内蒙古自治区,688999,7,743680
202112,102,巴林,21,辽宁省,806355,14040,1737511
202112,102,巴林,22,吉林省,133,45755,761989
202112,102,巴林,23,黑龙江省,10815788,26653,4312644
202112,102,巴林,31,上海市,2763461,568748,15690117
202112,102,巴林,32,江苏省,3007639,814484,15511804
202112,102,巴林,33,浙江省,6248874,4956356,24289346
202112,102,巴林,34,安徽省,3112672,2236101,9202278
202112,102,巴林,35,福建省,2547267,176107,3461498
202112,102,巴林,36,江西省,272070,65408,2169390
202112,102,巴林,37,山东省,10688178,358077,26132897
202112,102,巴林,41,河南省,106734,50594,3150257
202112,102,巴林,42,湖北省,562196,3962622,608097
202112,102,巴林,43,湖南省,469579,196279,3393976
202112,102,巴林,44,广东省,7180898,3112413,34741040
202112,102,巴林,45,广西壮族自治区,150827,7682,306555
202112,102,巴林,46,海南省,220,0,11000
202112,102,巴林,50,重庆市,120492,80751,1137381
202112,102,巴林,51,四川省,315490,434179,3101608
202112,102,巴林,53,云南省,319817,91103,4901257
202112,102,巴林,61,陕西省,57349,24244,370469
202112,102,巴林,64,宁夏回族自治区,25647,823737,309334
202112,102,巴林,65,新疆维吾尔自治区,189366,1000,415843
202112,103,孟加拉国,11,北京市,144765503,81028937,445786738
202112,103,孟加拉国,12,天津市,8842313,2640398,19844359
202112,103,孟加拉国,13,河北省,21397334,4645842,46428215
202112,103,孟加拉国,14,山西省,2333466,515512,5003994
202112,103,孟加拉国,15,内蒙古自治区,2693074,3,3043794
202112,103,孟加拉国,21,辽宁省,12737281,710667,22496661
202112,103,孟加拉国,22,吉林省,244534,6331,1018562
202112,103,孟加拉国,23,黑龙江省,1986594,435083,5026109
202112,103,孟加拉国,31,上海市,97489190,13812838,174082638
202112,103,孟加拉国,32,江苏省,288333438,52974846,520104934
202112,103,孟加拉国,33,浙江省,428405664,70759732,559373212
202112,103,孟加拉国,34,安徽省,26875714,16173038,45172339
202112,103,孟加拉国,35,福建省,62751242,21797573,96682226
202112,103,孟加拉国,36,江西省,50015280,1294573,31301235
202112,103,孟加拉国,37,山东省,86399444,13878535,201406390
202112,103,孟加拉国,41,河南省,9802164,1850934,21593862
202112,103,孟加拉国,42,湖北省,31980388,2785812,46009011
202112,103,孟加拉国,43,湖南省,18112570,5017701,59729268
202112,103,孟加拉国,44,广东省,201726671,52409911,336802129
202112,103,孟加拉国,45,广西壮族自治区,1938955,493492,6522058
202112,103,孟加拉国,46,海南省,2978775,14754,3252279
202112,103,孟加拉国,50,重庆市,3688808,1502695,26861831
202112,103,孟加拉国,51,四川省,20109166,6270492,61921189
202112,103,孟加拉国,52,贵州省,2283323,30333,3624564
202112,103,孟加拉国,53,云南省,6038491,970414,20288607
202112,103,孟加拉国,61,陕西省,3958197,418155,5927231
202112,103,孟加拉国,62,甘肃省,2907380,0,4614620
202112,103,孟加拉国,63,青海省,46274,0,161768
202112,103,孟加拉国,64,宁夏回族自治区,348625,51039,1637960
202112,103,孟加拉国,65,新疆维吾尔自治区,2265603,69489,9824203
202112,104,不丹,11,北京市,130,11,1388
202112,104,不丹,12,天津市,25,8802,38697
202112,104,不丹,13,河北省,3,5,31
202112,104,不丹,21,辽宁省,9,60,2864
202112,104,不丹,31,上海市,305,260,36583
202112,104,不丹,32,江苏省,3541,5808,90475
202112,104,不丹,33,浙江省,46184,10855,262440
202112,104,不丹,34,安徽省,134,216,1379
202112,104,不丹,35,福建省,1169,280,6949
202112,104,不丹,36,江西省,23,45,288
202112,104,不丹,37,山东省,14037,3946,245423
202112,104,不丹,41,河南省,314,2278,39206
202112,104,不丹,42,湖北省,16,5361,22611
202112,104,不丹,43,湖南省,52422,187663,187181
202112,104,不丹,44,广东省,94532,60519,5273223
202112,104,不丹,51,四川省,3,4,25
202112,104,不丹,53,云南省,272324,172893,1799610
202112,104,不丹,64,宁夏回族自治区,6447,0,533401
202112,105,文莱,11,北京市,36062422,49986738,27005153
202112,105,文莱,12,天津市,61871,19816,302157
202112,105,文莱,13,河北省,455985,138559,2025118
202112,105,文莱,14,山西省,117856,24369,658688
202112,105,文莱,15,内蒙古自治区,25740,0,3894
202112,105,文莱,21,辽宁省,101496,26338,116630
202112,105,文莱,22,吉林省,760,0,2964
202112,105,文莱,23,黑龙江省,5257,821,223258
202112,105,文莱,31,上海市,455691,81784,1910473
202112,105,文莱,32,江苏省,1109223,3510482,8470423
