数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,人民币
202107,101,阿富汗,11,北京市,12652,10,26009
202107,101,阿富汗,12,天津市,31200,0,300784
202107,101,阿富汗,13,河北省,10,0,70485
202107,101,阿富汗,21,辽宁省,2,0,8
202107,101,阿富汗,31,上海市,108,11,60963
202107,101,阿富汗,32,江苏省,5399,2287,238513
202107,101,阿富汗,33,浙江省,98972,0,1522058
202107,101,阿富汗,35,福建省,13,0,1394
202107,101,阿富汗,37,山东省,58752,1,525169
202107,101,阿富汗,44,广东省,1617,25,341533
202107,101,阿富汗,51,四川省,91,0,12179
202107,101,阿富汗,61,陕西省,17,0,4998
202107,102,巴林,11,北京市,2230339,16,3014539
202107,102,巴林,12,天津市,214070,240333,1484510
202107,102,巴林,21,辽宁省,1,0,504
202107,102,巴林,31,上海市,846710,379541,9018554
202107,102,巴林,32,江苏省,22558,589,346145
202107,102,巴林,33,浙江省,1261592,0,7539819
202107,102,巴林,34,安徽省,11,0,765
202107,102,巴林,35,福建省,2,1,6376
202107,102,巴林,37,山东省,26520,0,87857
202107,102,巴林,44,广东省,1002231,77,16767232
202107,102,巴林,45,广西壮族自治区,2000512,0,33829183
202107,102,巴林,51,四川省,2,0,288
202107,102,巴林,52,贵州省,16420241,0,22431344
202107,102,巴林,61,陕西省,35,0,6304
202107,103,孟加拉国,11,北京市,2523495,249740,34987246
202107,103,孟加拉国,12,天津市,910,319,437634
202107,103,孟加拉国,13,河北省,1400019,92000,12547233
202107,103,孟加拉国,15,内蒙古自治区,1,0,224
202107,103,孟加拉国,21,辽宁省,482166,107,3623487
202107,103,孟加拉国,22,吉林省,20000,0,143284
202107,103,孟加拉国,31,上海市,4735942,1221302,187483474
202107,103,孟加拉国,32,江苏省,1941198,216283,59869203
202107,103,孟加拉国,33,浙江省,3900125,77417,52071926
202107,103,孟加拉国,34,安徽省,423920,0,2831697
202107,103,孟加拉国,35,福建省,1524824,34987,9022463
202107,103,孟加拉国,36,江西省,532024,0,9985283
202107,103,孟加拉国,37,山东省,579915,1941,6513280
202107,103,孟加拉国,41,河南省,413196,2368,24474439
202107,103,孟加拉国,42,湖北省,439256,26044,2599393
202107,103,孟加拉国,43,湖南省,417428,2448,1794011
202107,103,孟加拉国,44,广东省,3182077,5410832,78845578
202107,103,孟加拉国,45,广西壮族自治区,157483,0,1304634
202107,103,孟加拉国,46,海南省,487,515,170960
202107,103,孟加拉国,50,重庆市,0,0,1295
202107,103,孟加拉国,51,四川省,501855,117951,4203316
202107,103,孟加拉国,52,贵州省,52000,0,483148
202107,103,孟加拉国,53,云南省,6810,88,144263
202107,103,孟加拉国,61,陕西省,91094,10277,947640
202107,103,孟加拉国,65,新疆维吾尔自治区,26000,0,666995
202107,104,不丹,33,浙江省,16,0,1121
202107,104,不丹,44,广东省,2,3,280
202107,105,文莱,11,北京市,5,0,1287
202107,105,文莱,12,天津市,1,0,387
202107,105,文莱,21,辽宁省,64157000,0,220095322
202107,105,文莱,31,上海市,2542806,201587,10421804
202107,105,文莱,32,江苏省,18351502,0,109676367
202107,105,文莱,33,浙江省,136639119,2,824331843
202107,105,文莱,37,山东省,10,1,182
202107,105,文莱,44,广东省,48965872,2,248937652
202107,105,文莱,46,海南省,15000000,0,90932548
202107,105,文莱,51,四川省,0,0,163
202107,106,缅甸,11,北京市,36649789,5125,1223574466
202107,106,缅甸,12,天津市,165492,11522,8856079
202107,106,缅甸,13,河北省,1465054,67200,28086562
202107,106,缅甸,21,辽宁省,2309446,15395,18472761
202107,106,缅甸,22,吉林省,61000,0,388127
202107,106,缅甸,31,上海市,4037566,178545,51244660
202107,106,缅甸,32,江苏省,3752006,279474,46375096
