数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,人民币
202101,101,阿富汗,11,北京市,14087,14,111588
202101,101,阿富汗,12,天津市,85292,0,1385533
202101,101,阿富汗,31,上海市,130985,4,9887313
202101,101,阿富汗,32,江苏省,805515,0,56818459
202101,101,阿富汗,33,浙江省,297091,0,22397263
202101,101,阿富汗,35,福建省,9,0,588
202101,101,阿富汗,37,山东省,10,6,3810
202101,101,阿富汗,44,广东省,178868,1194,6085718
202101,101,阿富汗,51,四川省,35,0,7671
202101,101,阿富汗,65,新疆维吾尔自治区,14383,0,200679
202101,102,巴林,11,北京市,54160,36,956894
202101,102,巴林,31,上海市,3946545,677304,48437930
202101,102,巴林,32,江苏省,110110,0,1274159
202101,102,巴林,33,浙江省,2,0,4964
202101,102,巴林,35,福建省,2,1,4363
202101,102,巴林,37,山东省,57133,1,202431
202101,102,巴林,44,广东省,941789,6795,11650873
202101,102,巴林,45,广西壮族自治区,1,0,173
202101,102,巴林,50,重庆市,0,0,226
202101,102,巴林,51,四川省,5,0,4152
202101,102,巴林,61,陕西省,1,3,914970
202101,103,孟加拉国,11,北京市,5992346,473911,56208391
202101,103,孟加拉国,12,天津市,157,106,174715
202101,103,孟加拉国,13,河北省,4136028,0,36375297
202101,103,孟加拉国,14,山西省,0,0,155
202101,103,孟加拉国,15,内蒙古自治区,5,0,2059
202101,103,孟加拉国,21,辽宁省,1136629,248,8105511
202101,103,孟加拉国,22,吉林省,69187,0,397911
202101,103,孟加拉国,31,上海市,8813613,2020057,255319219
202101,103,孟加拉国,32,江苏省,2803277,107353,42215253
202101,103,孟加拉国,33,浙江省,3559029,6177,42570815
202101,103,孟加拉国,34,安徽省,605903,2,2820358
202101,103,孟加拉国,35,福建省,1175369,110691,8101983
202101,103,孟加拉国,36,江西省,579217,0,11196373
202101,103,孟加拉国,37,山东省,1504526,24777,14154419
202101,103,孟加拉国,41,河南省,1128278,97750,33757269
202101,103,孟加拉国,42,湖北省,766762,2803,4171815
202101,103,孟加拉国,43,湖南省,195961,3,775103
202101,103,孟加拉国,44,广东省,2780782,9014198,59494543
202101,103,孟加拉国,45,广西壮族自治区,292011,8,2172471
202101,103,孟加拉国,46,海南省,4000,5346,8876494
202101,103,孟加拉国,50,重庆市,0,0,1402
202101,103,孟加拉国,51,四川省,434274,259,3485958
202101,103,孟加拉国,52,贵州省,52000,0,292268
202101,103,孟加拉国,53,云南省,1861,0,36522
202101,103,孟加拉国,61,陕西省,115600,0,756043
202101,103,孟加拉国,64,宁夏回族自治区,30000,0,134305
202101,103,孟加拉国,65,新疆维吾尔自治区,76411,0,1316103
202101,104,不丹,31,上海市,0,1,136
202101,104,不丹,32,江苏省,39,0,1048
202101,104,不丹,33,浙江省,1,1,205
202101,105,文莱,11,北京市,67969842,1,151692663
202101,105,文莱,13,河北省,668,0,7437
202101,105,文莱,31,上海市,7439877,914295,20890561
202101,105,文莱,32,江苏省,24117708,0,92324889
202101,105,文莱,33,浙江省,132640773,4035,590625973
202101,105,文莱,35,福建省,2988568,0,11236443
202101,105,文莱,37,山东省,78651784,0,227116417
202101,105,文莱,44,广东省,21963238,4,59285016
202101,105,文莱,46,海南省,30235805,0,118866492
202101,106,缅甸,11,北京市,64238571,16107,738352365
