数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,人民币
202112,101,阿富汗,11,北京市,2989951,3773,37690009
202112,101,阿富汗,12,天津市,345566,248,2166586
202112,101,阿富汗,13,河北省,343786,305504,6755417
202112,101,阿富汗,15,内蒙古自治区,132000,0,911457
202112,101,阿富汗,21,辽宁省,396096,6132,5637179
202112,101,阿富汗,31,上海市,1768186,2394474,11455796
202112,101,阿富汗,32,江苏省,1573556,635455,24315407
202112,101,阿富汗,33,浙江省,3518374,994835,46737770
202112,101,阿富汗,34,安徽省,8458645,41472,4744125
202112,101,阿富汗,35,福建省,603837,215838,8332545
202112,101,阿富汗,36,江西省,89865,25782,2093956
202112,101,阿富汗,37,山东省,3424490,325471,44245956
202112,101,阿富汗,41,河南省,3,23401,422009
202112,101,阿富汗,42,湖北省,91104,33633,3334662
202112,101,阿富汗,43,湖南省,127588,47827,4344275
202112,101,阿富汗,44,广东省,442316,442803,20122867
202112,101,阿富汗,45,广西壮族自治区,1076,2526,634958
202112,101,阿富汗,50,重庆市,686,23064,618115
202112,101,阿富汗,51,四川省,182182,30206,8735473
202112,101,阿富汗,52,贵州省,0,1,39
202112,101,阿富汗,61,陕西省,60880,294715,8018094
202112,102,巴林,11,北京市,1860305,16616,15973762
202112,102,巴林,12,天津市,4719276,9076,47123071
202112,102,巴林,13,河北省,2119205,1954055,52278408
202112,102,巴林,14,山西省,10040,8159,558837
202112,102,巴林,15,内蒙古自治区,688999,7,4754661
202112,102,巴林,21,辽宁省,806355,14040,11113835
202112,102,巴林,22,吉林省,133,45755,4871806
202112,102,巴林,23,黑龙江省,10815788,26653,27620601
202112,102,巴林,31,上海市,2763461,568748,100354454
202112,102,巴林,32,江苏省,3007639,814484,99236105
202112,102,巴林,33,浙江省,6248874,4956356,155386385
202112,102,巴林,34,安徽省,3112672,2236101,58849431
202112,102,巴林,35,福建省,2547267,176107,22136921
202112,102,巴林,36,江西省,272070,65408,13882271
202112,102,巴林,37,山东省,10688178,358077,167097876
202112,102,巴林,41,河南省,106734,50594,20142381
202112,102,巴林,42,湖北省,562196,3962622,3890527
202112,102,巴林,43,湖南省,469579,196279,21715401
202112,102,巴林,44,广东省,7180898,3112413,222249480
202112,102,巴林,45,广西壮族自治区,150827,7682,1960309
202112,102,巴林,46,海南省,220,0,70328
202112,102,巴林,50,重庆市,120492,80751,7277768
202112,102,巴林,51,四川省,315490,434179,19850270
202112,102,巴林,53,云南省,319817,91103,31371323
202112,102,巴林,61,陕西省,57349,24244,2369761
202112,102,巴林,64,宁夏回族自治区,25647,823737,1979980
202112,102,巴林,65,新疆维吾尔自治区,189366,1000,2657569
202112,103,孟加拉国,11,北京市,144765503,81028937,2850804786
202112,103,孟加拉国,12,天津市,8842313,2640398,127018242
202112,103,孟加拉国,13,河北省,21397334,4645842,296985768
202112,103,孟加拉国,14,山西省,2333466,515512,32002348
202112,103,孟加拉国,15,内蒙古自治区,2693074,3,19480142
202112,103,孟加拉国,21,辽宁省,12737281,710667,143962721
202112,103,孟加拉国,22,吉林省,244534,6331,6512262
202112,103,孟加拉国,23,黑龙江省,1986594,435083,32149641
202112,103,孟加拉国,31,上海市,97489190,13812838,1114526205
202112,103,孟加拉国,32,江苏省,288333438,52974846,3327017303
