数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,人民币
202404,101,阿富汗,11,北京市,"2,309,985"
202404,101,阿富汗,12,天津市,"1,751,108"
202404,101,阿富汗,13,河北省,"45,903,544"
202404,101,阿富汗,14,山西省,"308,667"
202404,101,阿富汗,15,内蒙古自治区,"1,095,888"
202404,101,阿富汗,21,辽宁省,"22,357,582"
202404,101,阿富汗,31,上海市,"31,079,738"
202404,101,阿富汗,32,江苏省,"38,074,754"
202404,101,阿富汗,33,浙江省,"509,014,660"
202404,101,阿富汗,34,安徽省,"4,352,295"
202404,101,阿富汗,35,福建省,"11,749,334"
202404,101,阿富汗,36,江西省,"2,492,879"
202404,101,阿富汗,37,山东省,"76,306,268"
202404,101,阿富汗,41,河南省,"4,985,409"
202404,101,阿富汗,42,湖北省,"12,029,307"
202404,101,阿富汗,43,湖南省,"4,031,914"
202404,101,阿富汗,44,广东省,"121,003,386"
202404,101,阿富汗,45,广西壮族自治区,"2,372,899"
202404,101,阿富汗,46,海南省,"356,486"
202404,101,阿富汗,50,重庆市,"9,464,508"
202404,101,阿富汗,51,四川省,"472,435"
202404,101,阿富汗,61,陕西省,"1,869,080"
202404,101,阿富汗,62,甘肃省,"1,107,527"
202404,101,阿富汗,65,新疆维吾尔自治区,"23,266,452"
202404,102,巴林,11,北京市,"5,678,066"
202404,102,巴林,12,天津市,"6,687,066"
202404,102,巴林,13,河北省,"95,380,129"
202404,102,巴林,15,内蒙古自治区,"4,732,302"
202404,102,巴林,21,辽宁省,"9,069,844"
202404,102,巴林,22,吉林省,"9,244,553"
202404,102,巴林,23,黑龙江省,"2,335,898"
202404,102,巴林,31,上海市,"15,706,587"
202404,102,巴林,32,江苏省,"59,718,831"
202404,102,巴林,33,浙江省,"143,537,544"
202404,102,巴林,34,安徽省,"28,490,686"
202404,102,巴林,35,福建省,"11,468,329"
202404,102,巴林,36,江西省,"6,103,728"
202404,102,巴林,37,山东省,"96,864,139"
202404,102,巴林,41,河南省,"27,526,597"
202404,102,巴林,42,湖北省,"7,450,507"
202404,102,巴林,43,湖南省,"19,148,049"
202404,102,巴林,44,广东省,"196,946,958"
202404,102,巴林,45,广西壮族自治区,"4,852,917"
202404,102,巴林,46,海南省,"2,706,531"
202404,102,巴林,50,重庆市,"7,951,219"
202404,102,巴林,51,四川省,"1,824,041"
202404,102,巴林,52,贵州省,"1,972,878"
202404,102,巴林,53,云南省,"26,660"
202404,102,巴林,61,陕西省,"2,456,224"
202404,102,巴林,64,宁夏回族自治区,"914,742"
202404,102,巴林,65,新疆维吾尔自治区,"3,905,884"
202404,103,孟加拉国,11,北京市,"909,783,098"
202404,103,孟加拉国,12,天津市,"133,735,836"
202404,103,孟加拉国,13,河北省,"192,916,260"
202404,103,孟加拉国,14,山西省,"51,315,798"
202404,103,孟加拉国,15,内蒙古自治区,"32,972,284"
202404,103,孟加拉国,21,辽宁省,"198,134,157"
202404,103,孟加拉国,22,吉林省,"12,226,960"
202404,103,孟加拉国,23,黑龙江省,"27,605,548"
202404,103,孟加拉国,31,上海市,"721,034,607"
202404,103,孟加拉国,32,江苏省,"3,095,876,025"
202404,103,孟加拉国,33,浙江省,"3,691,688,108"
202404,103,孟加拉国,34,安徽省,"137,974,874"
202404,103,孟加拉国,35,福建省,"636,503,398"
202404,103,孟加拉国,36,江西省,"85,945,048"
202404,103,孟加拉国,37,山东省,"1,165,534,234"
