数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,人民币
202311,101,阿富汗,11,北京市,"6,712,077"
202311,101,阿富汗,12,天津市,"899,340"
202311,101,阿富汗,21,辽宁省,898
202311,101,阿富汗,22,吉林省,"3,456,122"
202311,101,阿富汗,31,上海市,"2,510,048"
202311,101,阿富汗,32,江苏省,"100,815"
202311,101,阿富汗,33,浙江省,"97,372,636"
202311,101,阿富汗,35,福建省,"91,197"
202311,101,阿富汗,37,山东省,"4,112,075"
202311,101,阿富汗,42,湖北省,"2,333"
202311,101,阿富汗,44,广东省,"360,864"
202311,101,阿富汗,51,四川省,"10,697"
202311,102,巴林,11,北京市,"7,306"
202311,102,巴林,12,天津市,"140,543"
202311,102,巴林,31,上海市,"18,790"
202311,102,巴林,32,江苏省,"127,671"
202311,102,巴林,33,浙江省,"6,723,525"
202311,102,巴林,35,福建省,"8,186,555"
202311,102,巴林,37,山东省,"42,267"
202311,102,巴林,41,河南省,396
202311,102,巴林,44,广东省,"892,715"
202311,102,巴林,51,四川省,"23,260"
202311,102,巴林,53,云南省,"16,540,789"
202311,103,孟加拉国,11,北京市,"18,521,738"
202311,103,孟加拉国,12,天津市,"2,489,478"
202311,103,孟加拉国,13,河北省,"5,025,330"
202311,103,孟加拉国,14,山西省,"6,220"
202311,103,孟加拉国,21,辽宁省,"51,987,218"
202311,103,孟加拉国,22,吉林省,"152,209"
202311,103,孟加拉国,31,上海市,"168,027,441"
202311,103,孟加拉国,32,江苏省,"40,990,851"
202311,103,孟加拉国,33,浙江省,"102,851,084"
202311,103,孟加拉国,34,安徽省,"3,466,493"
202311,103,孟加拉国,35,福建省,"7,973,265"
202311,103,孟加拉国,36,江西省,"2,112,087"
202311,103,孟加拉国,37,山东省,"21,943,396"
202311,103,孟加拉国,41,河南省,"44,922,737"
202311,103,孟加拉国,42,湖北省,"449,903"
202311,103,孟加拉国,43,湖南省,"35,892,395"
202311,103,孟加拉国,44,广东省,"90,865,883"
202311,103,孟加拉国,45,广西壮族自治区,"19,891,113"
202311,103,孟加拉国,46,海南省,"1,174,047"
202311,103,孟加拉国,50,重庆市,"17,855"
202311,103,孟加拉国,51,四川省,"10,823,404"
202311,103,孟加拉国,53,云南省,"69,153"
202311,103,孟加拉国,61,陕西省,490
202311,104,不丹,31,上海市,24
202311,104,不丹,37,山东省,"2,607"
202311,104,不丹,44,广东省,120
202311,105,文莱,11,北京市,"628,414,684"
202311,105,文莱,21,辽宁省,"169,126,388"
202311,105,文莱,31,上海市,"190,946,040"
202311,105,文莱,32,江苏省,"37,974,472"
202311,105,文莱,33,浙江省,"385,865,164"
202311,105,文莱,35,福建省,"1,794"
202311,105,文莱,42,湖北省,339
202311,105,文莱,44,广东省,"244,571,749"
202311,105,文莱,45,广西壮族自治区,"14,271,728"
202311,106,缅甸,11,北京市,"74,524,228"
202311,106,缅甸,12,天津市,"1,216,494"
202311,106,缅甸,13,河北省,"500,986"
202311,106,缅甸,21,辽宁省,"19,157,542"
202311,106,缅甸,22,吉林省,244
202311,106,缅甸,23,黑龙江省,"1,273"
202311,106,缅甸,31,上海市,"55,244,098"
202311,106,缅甸,32,江苏省,"22,675,593"
202311,106,缅甸,33,浙江省,"57,033,357"
202311,106,缅甸,34,安徽省,"8,353,895"
202311,106,缅甸,35,福建省,"9,536,994"
202311,106,缅甸,36,江西省,"15,644,892"
202311,106,缅甸,37,山东省,"119,363,893"
202311,106,缅甸,41,河南省,"313,920,407"
202311,106,缅甸,42,湖北省,"458,550"
202311,106,缅甸,43,湖南省,"23,847,389"
202311,106,缅甸,44,广东省,"361,820,472"
202311,106,缅甸,45,广西壮族自治区,"22,497,663"
202311,106,缅甸,46,海南省,"5,483,713"
202311,106,缅甸,50,重庆市,"3,534,054"
202311,106,缅甸,51,四川省,"5,900,763"
202311,106,缅甸,53,云南省,"2,762,867,151"
202311,106,缅甸,61,陕西省,"4,891,608"
202311,106,缅甸,64,宁夏回族自治区,"31,685"
202311,106,缅甸,65,新疆维吾尔自治区,"123,224"
202311,107,柬埔寨,11,北京市,"199,375,510"
202311,107,柬埔寨,12,天津市,"23,491,379"
202311,107,柬埔寨,13,河北省,"75,587,730"
202311,107,柬埔寨,14,山西省,"324,556"
202311,107,柬埔寨,21,辽宁省,"27,362,028"
202311,107,柬埔寨,22,吉林省,"4,394,156"
202311,107,柬埔寨,23,黑龙江省,"148,878"
202311,107,柬埔寨,31,上海市,"272,691,804"
202311,107,柬埔寨,32,江苏省,"95,790,296"
202311,107,柬埔寨,33,浙江省,"118,562,237"
202311,107,柬埔寨,34,安徽省,"3,564,992"
202311,107,柬埔寨,35,福建省,"81,135,795"
202311,107,柬埔寨,36,江西省,"12,965,776"
202311,107,柬埔寨,37,山东省,"31,146,095"
202311,107,柬埔寨,41,河南省,"11,815,333"
202311,107,柬埔寨,42,湖北省,"2,348,762"
202311,107,柬埔寨,43,湖南省,"26,666,341"
202311,107,柬埔寨,44,广东省,"203,192,883"
202311,107,柬埔寨,45,广西壮族自治区,"8,897,638"
202311,107,柬埔寨,46,海南省,"110,734,176"
202311,107,柬埔寨,50,重庆市,"16,964,613"
202311,107,柬埔寨,51,四川省,"5,287,012"
202311,107,柬埔寨,53,云南省,"18,989,096"
202311,107,柬埔寨,61,陕西省,"2,688"
202311,108,塞浦路斯,11,北京市,"1,620,422"
202311,108,塞浦路斯,12,天津市,"1,127,269"
202311,108,塞浦路斯,13,河北省,8
202311,108,塞浦路斯,21,辽宁省,"202,358"
202311,108,塞浦路斯,31,上海市,"3,568,199"
202311,108,塞浦路斯,32,江苏省,"23,637"
202311,108,塞浦路斯,33,浙江省,"2,066,159"
202311,108,塞浦路斯,35,福建省,"1,770"
202311,108,塞浦路斯,37,山东省,"301,665"
202311,108,塞浦路斯,44,广东省,"3,110,244"
202311,108,塞浦路斯,46,海南省,"2,106,853"
202311,108,塞浦路斯,51,四川省,983
202311,109,朝鲜,21,辽宁省,"85,506,036"
202311,109,朝鲜,22,吉林省,"51,484,103"
202311,109,朝鲜,31,上海市,"1,241"
202311,109,朝鲜,32,江苏省,"343,430"
202311,109,朝鲜,33,浙江省,389
202311,109,朝鲜,37,山东省,"7,738,020"
202311,109,朝鲜,41,河南省,"14,397,210"
202311,109,朝鲜,44,广东省,"21,319,329"
202311,109,朝鲜,51,四川省,"5,710,956"
202311,110,中国香港,11,北京市,"1,688,796,850"
202311,110,中国香港,12,天津市,"19,011,273"
202311,110,中国香港,13,河北省,"815,406"
202311,110,中国香港,15,内蒙古自治区,"301,919"
202311,110,中国香港,21,辽宁省,"251,871,096"
202311,110,中国香港,22,吉林省,"195,487"
202311,110,中国香港,31,上海市,"283,132,731"
202311,110,中国香港,32,江苏省,"335,566,653"
202311,110,中国香港,33,浙江省,"185,422,071"
202311,110,中国香港,34,安徽省,"38,796,047"
202311,110,中国香港,35,福建省,"327,627,705"
202311,110,中国香港,36,江西省,"102,825,990"
202311,110,中国香港,37,山东省,"63,903,822"
202311,110,中国香港,41,河南省,"29,289,785"
202311,110,中国香港,42,湖北省,"5,865,881"
202311,110,中国香港,43,湖南省,"677,474,015"
202311,110,中国香港,44,广东省,"2,961,663,102"
202311,110,中国香港,45,广西壮族自治区,"1,466,744"
202311,110,中国香港,46,海南省,"206,547,512"
202311,110,中国香港,50,重庆市,"30,412,202"
202311,110,中国香港,51,四川省,"115,895,925"
202311,110,中国香港,53,云南省,"32,278,349"
202311,110,中国香港,54,西藏自治区,"6,463,206"
202311,110,中国香港,61,陕西省,"2,390,240"
202311,110,中国香港,63,青海省,"2,455,389"
202311,110,中国香港,64,宁夏回族自治区,"26,280,738"
202311,110,中国香港,65,新疆维吾尔自治区,"3,551,822"
202311,111,印度,11,北京市,"542,801,326"
202311,111,印度,12,天津市,"290,972,675"
202311,111,印度,13,河北省,"449,972,823"
202311,111,印度,14,山西省,"51,582,045"
202311,111,印度,15,内蒙古自治区,"2,347,780"
202311,111,印度,21,辽宁省,"154,052,604"
202311,111,印度,22,吉林省,"13,684,165"
202311,111,印度,23,黑龙江省,"2,644,248"
202311,111,印度,31,上海市,"2,119,217,506"
202311,111,印度,32,江苏省,"1,281,893,267"
202311,111,印度,33,浙江省,"1,340,443,309"
202311,111,印度,34,安徽省,"178,853,394"
202311,111,印度,35,福建省,"1,245,256,192"
202311,111,印度,36,江西省,"31,853,880"
202311,111,印度,37,山东省,"1,224,952,167"
202311,111,印度,41,河南省,"298,671,143"
202311,111,印度,42,湖北省,"173,470,119"
202311,111,印度,43,湖南省,"97,298,505"
202311,111,印度,44,广东省,"1,559,555,911"
202311,111,印度,45,广西壮族自治区,"39,750,352"
202311,111,印度,46,海南省,"143,358,884"
202311,111,印度,50,重庆市,"49,113,131"
202311,111,印度,51,四川省,"109,591,035"
202311,111,印度,52,贵州省,"5,621,197"
202311,111,印度,53,云南省,"14,620,906"
202311,111,印度,54,西藏自治区,"10,525"
202311,111,印度,61,陕西省,"84,573,336"
202311,111,印度,62,甘肃省,"20,264"
202311,111,印度,63,青海省,"3,178,433"
202311,111,印度,64,宁夏回族自治区,"2,494,294"
202311,111,印度,65,新疆维吾尔自治区,"4,489,303"
202311,112,印度尼西亚,11,北京市,"2,574,780,981"
202311,112,印度尼西亚,12,天津市,"495,963,753"
202311,112,印度尼西亚,13,河北省,"493,114,273"
202311,112,印度尼西亚,14,山西省,"1,702,970,176"
202311,112,印度尼西亚,15,内蒙古自治区,"67,483,986"
202311,112,印度尼西亚,21,辽宁省,"181,199,888"
202311,112,印度尼西亚,22,吉林省,"4,011,315"
202311,112,印度尼西亚,23,黑龙江省,"2,308,097"
202311,112,印度尼西亚,31,上海市,"5,093,310,670"
202311,112,印度尼西亚,32,江苏省,"5,725,366,128"
202311,112,印度尼西亚,33,浙江省,"6,012,708,969"
202311,112,印度尼西亚,34,安徽省,"667,382,082"
202311,112,印度尼西亚,35,福建省,"6,507,278,858"
202311,112,印度尼西亚,36,江西省,"654,011,070"
202311,112,印度尼西亚,37,山东省,"2,366,614,387"
202311,112,印度尼西亚,41,河南省,"473,240,638"
202311,112,印度尼西亚,42,湖北省,"884,226,800"
202311,112,印度尼西亚,43,湖南省,"660,376,954"
202311,112,印度尼西亚,44,广东省,"5,702,112,985"
202311,112,印度尼西亚,45,广西壮族自治区,"1,074,107,302"
202311,112,印度尼西亚,46,海南省,"1,274,583,469"
202311,112,印度尼西亚,50,重庆市,"159,597,966"
202311,112,印度尼西亚,51,四川省,"749,303,665"
202311,112,印度尼西亚,52,贵州省,"338,367,397"
202311,112,印度尼西亚,53,云南省,"27,149,105"
202311,112,印度尼西亚,61,陕西省,"125,584,196"
202311,112,印度尼西亚,62,甘肃省,"5,503,601"
202311,112,印度尼西亚,64,宁夏回族自治区,"1,038"
202311,112,印度尼西亚,65,新疆维吾尔自治区,"382,692,955"
202311,113,伊朗,11,北京市,"83,903,639"
202311,113,伊朗,12,天津市,"298,499,781"
202311,113,伊朗,13,河北省,"178,470"
202311,113,伊朗,21,辽宁省,"779,713"
202311,113,伊朗,31,上海市,"494,091,852"
202311,113,伊朗,32,江苏省,"503,395,632"
202311,113,伊朗,33,浙江省,"646,486,275"
202311,113,伊朗,34,安徽省,"565,342,651"
202311,113,伊朗,35,福建省,"119,304,421"
202311,113,伊朗,36,江西省,"105,350"
202311,113,伊朗,37,山东省,"165,070,655"
202311,113,伊朗,41,河南省,"3,223,251"
202311,113,伊朗,42,湖北省,"3,924,000"
202311,113,伊朗,43,湖南省,"182,330"
202311,113,伊朗,44,广东省,"90,004,248"
202311,113,伊朗,46,海南省,"2,673,836"
202311,113,伊朗,51,四川省,"21,539"
202311,113,伊朗,52,贵州省,"3,689,272"
202311,113,伊朗,61,陕西省,"11,040"
202311,113,伊朗,63,青海省,"419,965"
202311,113,伊朗,65,新疆维吾尔自治区,"726,845"
202311,114,伊拉克,11,北京市,"14,278,701,105"
202311,114,伊拉克,12,天津市,"590,856"
202311,114,伊拉克,13,河北省,468
202311,114,伊拉克,21,辽宁省,"1,382,967"
202311,114,伊拉克,31,上海市,"41,978"
202311,114,伊拉克,32,江苏省,"1,352,261,650"
202311,114,伊拉克,33,浙江省,"2,772,052,251"
202311,114,伊拉克,34,安徽省,854
202311,114,伊拉克,35,福建省,"1,696,932,919"
202311,114,伊拉克,37,山东省,"2,288"
202311,114,伊拉克,42,湖北省,187
202311,114,伊拉克,44,广东省,"2,320,704"
202311,114,伊拉克,50,重庆市,"1,556"
202311,114,伊拉克,51,四川省,"3,869"
202311,115,以色列,11,北京市,"715,709,401"
202311,115,以色列,12,天津市,"74,474,600"
202311,115,以色列,13,河北省,"4,671,950"
202311,115,以色列,14,山西省,"236,924"
202311,115,以色列,15,内蒙古自治区,"376,077"
202311,115,以色列,21,辽宁省,"5,555,270"
202311,115,以色列,22,吉林省,"15,682,915"
202311,115,以色列,23,黑龙江省,"2,106,388"
202311,115,以色列,31,上海市,"562,902,948"
202311,115,以色列,32,江苏省,"406,070,114"
202311,115,以色列,33,浙江省,"161,879,048"
202311,115,以色列,34,安徽省,"112,502,585"
202311,115,以色列,35,福建省,"21,684,078"
202311,115,以色列,36,江西省,"3,745,030"
202311,115,以色列,37,山东省,"136,690,614"
202311,115,以色列,41,河南省,"42,957,919"
202311,115,以色列,42,湖北省,"13,358,875"
202311,115,以色列,43,湖南省,"4,978,767"
202311,115,以色列,44,广东省,"631,107,069"
202311,115,以色列,45,广西壮族自治区,"5,003,176"
202311,115,以色列,46,海南省,"1,617,817"
202311,115,以色列,50,重庆市,"5,704,660"
202311,115,以色列,51,四川省,"2,731,229,981"
