数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,人民币
202406,101,阿富汗,11,北京市,"14,793"
202406,101,阿富汗,12,天津市,"19,236"
202406,101,阿富汗,31,上海市,"268,966"
202406,101,阿富汗,32,江苏省,213
202406,101,阿富汗,33,浙江省,"866,944"
202406,101,阿富汗,37,山东省,"2,234,541"
202406,101,阿富汗,41,河南省,88
202406,101,阿富汗,44,广东省,"500,460"
202406,101,阿富汗,65,新疆维吾尔自治区,"15,872"
202406,102,巴林,11,北京市,"259,984,131"
202406,102,巴林,12,天津市,"472,120"
202406,102,巴林,13,河北省,"293,904"
202406,102,巴林,31,上海市,"173,300"
202406,102,巴林,32,江苏省,"12,947,037"
202406,102,巴林,33,浙江省,"3,929,770"
202406,102,巴林,35,福建省,910
202406,102,巴林,37,山东省,"10,035"
202406,102,巴林,41,河南省,"18,421,379"
202406,102,巴林,44,广东省,"1,432,749"
202406,102,巴林,46,海南省,"126,912,989"
202406,102,巴林,51,四川省,"1,496"
202406,103,孟加拉国,11,北京市,"7,722,563"
202406,103,孟加拉国,12,天津市,"692,719"
202406,103,孟加拉国,13,河北省,"6,934,232"
202406,103,孟加拉国,21,辽宁省,"16,842,432"
202406,103,孟加拉国,22,吉林省,"1,489"
202406,103,孟加拉国,31,上海市,"180,335,483"
202406,103,孟加拉国,32,江苏省,"39,359,603"
202406,103,孟加拉国,33,浙江省,"97,840,903"
202406,103,孟加拉国,34,安徽省,"2,647,967"
202406,103,孟加拉国,35,福建省,"8,179,361"
202406,103,孟加拉国,36,江西省,"6,515,316"
202406,103,孟加拉国,37,山东省,"21,107,674"
202406,103,孟加拉国,41,河南省,"47,335,351"
202406,103,孟加拉国,42,湖北省,"2,765,133"
202406,103,孟加拉国,43,湖南省,"22,817,598"
202406,103,孟加拉国,44,广东省,"110,980,318"
202406,103,孟加拉国,45,广西壮族自治区,"8,561,636"
202406,103,孟加拉国,46,海南省,"1,906,635"
202406,103,孟加拉国,51,四川省,"7,960,110"
202406,103,孟加拉国,53,云南省,"4,131,225"
202406,103,孟加拉国,61,陕西省,575
202406,104,不丹,11,北京市,320
202406,104,不丹,31,上海市,0
202406,104,不丹,44,广东省,485
202406,104,不丹,51,四川省,"2,500"
202406,105,文莱,11,北京市,351
202406,105,文莱,12,天津市,"249,327,621"
202406,105,文莱,13,河北省,207
202406,105,文莱,21,辽宁省,"224,417,908"
202406,105,文莱,31,上海市,"98,842,448"
202406,105,文莱,32,江苏省,"43,090,470"
202406,105,文莱,33,浙江省,"375,292,835"
202406,105,文莱,37,山东省,"181,193,597"
202406,105,文莱,41,河南省,"66,638"
202406,105,文莱,44,广东省,"406,305"
202406,105,文莱,45,广西壮族自治区,"22,566,603"
202406,105,文莱,46,海南省,"172,410,798"
202406,105,文莱,50,重庆市,"960,901"
202406,106,缅甸,11,北京市,"141,001,427"
202406,106,缅甸,12,天津市,"14,025,590"
202406,106,缅甸,13,河北省,"18,449,588"
202406,106,缅甸,21,辽宁省,"6,781,359"
202406,106,缅甸,23,黑龙江省,"3,653,355"
