数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,人民币
202502,101,阿富汗,11,北京市,"8,056,899"
202502,101,阿富汗,12,天津市,"3,524,880"
202502,101,阿富汗,13,河北省,"4,172,193"
202502,101,阿富汗,14,山西省,"4,780"
202502,101,阿富汗,15,内蒙古自治区,"2,116,862"
202502,101,阿富汗,21,辽宁省,"15,143,808"
202502,101,阿富汗,22,吉林省,"377,386"
202502,101,阿富汗,31,上海市,"4,553,431"
202502,101,阿富汗,32,江苏省,"54,535,939"
202502,101,阿富汗,33,浙江省,"254,049,356"
202502,101,阿富汗,34,安徽省,"5,762,184"
202502,101,阿富汗,35,福建省,"26,694,195"
202502,101,阿富汗,36,江西省,"1,158,054"
202502,101,阿富汗,37,山东省,"54,767,400"
202502,101,阿富汗,41,河南省,"3,224,488"
202502,101,阿富汗,42,湖北省,"10,138,542"
202502,101,阿富汗,43,湖南省,"9,677,786"
202502,101,阿富汗,44,广东省,"130,842,164"
202502,101,阿富汗,45,广西壮族自治区,"4,632,102"
202502,101,阿富汗,50,重庆市,"4,901,879"
202502,101,阿富汗,51,四川省,"15,451,821"
202502,101,阿富汗,52,贵州省,"17,335"
202502,101,阿富汗,61,陕西省,"6,739,920"
202502,101,阿富汗,65,新疆维吾尔自治区,"11,496,677"
202502,102,巴林,11,北京市,"7,533,580"
202502,102,巴林,12,天津市,"9,175,180"
202502,102,巴林,13,河北省,"70,569,084"
202502,102,巴林,14,山西省,"997,811"
202502,102,巴林,15,内蒙古自治区,"1,025,828"
202502,102,巴林,21,辽宁省,"17,062,151"
202502,102,巴林,22,吉林省,"551,112"
202502,102,巴林,23,黑龙江省,"1,672,373"
202502,102,巴林,31,上海市,"33,579,117"
202502,102,巴林,32,江苏省,"50,193,420"
202502,102,巴林,33,浙江省,"56,486,299"
202502,102,巴林,34,安徽省,"41,599,531"
202502,102,巴林,35,福建省,"7,052,702"
202502,102,巴林,36,江西省,"8,842,130"
202502,102,巴林,37,山东省,"102,376,694"
202502,102,巴林,41,河南省,"40,486,926"
202502,102,巴林,42,湖北省,"6,333,392"
202502,102,巴林,43,湖南省,"30,767,493"
202502,102,巴林,44,广东省,"115,626,851"
202502,102,巴林,45,广西壮族自治区,"3,181,539"
202502,102,巴林,46,海南省,"1,673,669"
202502,102,巴林,50,重庆市,"6,872,100"
202502,102,巴林,51,四川省,"4,971,593"
202502,102,巴林,53,云南省,"282,451"
202502,102,巴林,61,陕西省,"4,494,319"
202502,102,巴林,62,甘肃省,"184,114"
202502,102,巴林,64,宁夏回族自治区,"407,063"
202502,102,巴林,65,新疆维吾尔自治区,"1,551,402"
202502,103,孟加拉国,11,北京市,"262,587,398"
202502,103,孟加拉国,12,天津市,"65,177,127"
202502,103,孟加拉国,13,河北省,"133,480,698"
202502,103,孟加拉国,14,山西省,"27,826,379"
202502,103,孟加拉国,15,内蒙古自治区,"8,318,936"
202502,103,孟加拉国,21,辽宁省,"40,595,285"
202502,103,孟加拉国,22,吉林省,"12,186,324"
202502,103,孟加拉国,23,黑龙江省,"72,911,715"
202502,103,孟加拉国,31,上海市,"426,082,683"
202502,103,孟加拉国,32,江苏省,"1,002,914,722"
202502,103,孟加拉国,33,浙江省,"1,134,518,038"
202502,103,孟加拉国,34,安徽省,"88,676,448"
202502,103,孟加拉国,35,福建省,"262,366,005"
202502,103,孟加拉国,36,江西省,"67,355,306"
202502,103,孟加拉国,37,山东省,"710,242,650"
202502,103,孟加拉国,41,河南省,"60,718,529"
202502,103,孟加拉国,42,湖北省,"141,950,509"
202502,103,孟加拉国,43,湖南省,"117,598,564"
202502,103,孟加拉国,44,广东省,"1,509,203,923"
202502,103,孟加拉国,45,广西壮族自治区,"82,622,131"
202502,103,孟加拉国,46,海南省,"82,381,112"
202502,103,孟加拉国,50,重庆市,"94,967,931"
202502,103,孟加拉国,51,四川省,"112,523,054"
202502,103,孟加拉国,52,贵州省,"4,209,543"
202502,103,孟加拉国,53,云南省,"5,194,551"
202502,103,孟加拉国,54,西藏自治区,"71,952"
202502,103,孟加拉国,61,陕西省,"23,315,949"
202502,103,孟加拉国,62,甘肃省,"5,048,528"
202502,103,孟加拉国,63,青海省,"538,037"
202502,103,孟加拉国,64,宁夏回族自治区,"1,478,459"
202502,103,孟加拉国,65,新疆维吾尔自治区,"7,068,096"
202502,104,不丹,11,北京市,207
202502,104,不丹,13,河北省,"13,918"
202502,104,不丹,22,吉林省,431
202502,104,不丹,23,黑龙江省,92
202502,104,不丹,31,上海市,"178,303"
202502,104,不丹,32,江苏省,"366,983"
202502,104,不丹,33,浙江省,"95,126"
202502,104,不丹,34,安徽省,"97,260"
202502,104,不丹,35,福建省,"144,789"
202502,104,不丹,36,江西省,"111,367"
202502,104,不丹,37,山东省,"1,497,998"
202502,104,不丹,41,河南省,548
202502,104,不丹,42,湖北省,39
202502,104,不丹,44,广东省,"8,421,899"
202502,104,不丹,45,广西壮族自治区,"6,747"
202502,104,不丹,50,重庆市,"9,066"
202502,104,不丹,51,四川省,"3,204,690"
202502,104,不丹,61,陕西省,470
202502,104,不丹,65,新疆维吾尔自治区,"2,273"
202502,105,文莱,11,北京市,"2,462,234"
202502,105,文莱,12,天津市,"745,748"
202502,105,文莱,13,河北省,"2,629,651"
202502,105,文莱,14,山西省,"137,560"
202502,105,文莱,15,内蒙古自治区,"222,002"
202502,105,文莱,21,辽宁省,"99,031"
202502,105,文莱,22,吉林省,"180,533"
