数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,人民币
202007,101,阿富汗,11,北京市,47,11,15687
202007,101,阿富汗,21,辽宁省,1,1,1402
202007,101,阿富汗,31,上海市,41,1,9061
202007,101,阿富汗,32,江苏省,15,0,2252
202007,101,阿富汗,33,浙江省,51348,0,545878
202007,101,阿富汗,35,福建省,3,0,616
202007,101,阿富汗,37,山东省,23,2,2897
202007,101,阿富汗,44,广东省,83,59,60723
202007,101,阿富汗,51,四川省,37,2,8868
202007,102,巴林,11,北京市,40015776,55396244,88272999
202007,102,巴林,12,天津市,116660,131359,739758
202007,102,巴林,21,辽宁省,3524293,0,2006559
202007,102,巴林,31,上海市,7737953,80,93009023
202007,102,巴林,32,江苏省,227903,244725,1565854
202007,102,巴林,33,浙江省,225682,0,305113
202007,102,巴林,35,福建省,326707,1,4033755
202007,102,巴林,37,山东省,56710,0,217537
202007,102,巴林,41,河南省,4,0,936
202007,102,巴林,43,湖南省,8124,0,77960
202007,102,巴林,44,广东省,502445,1399,5851855
202007,102,巴林,50,重庆市,2514309,0,31760418
202007,102,巴林,51,四川省,18,0,421
202007,102,巴林,61,陕西省,4,0,2506
202007,103,孟加拉国,11,北京市,5025535,698927,45296323
202007,103,孟加拉国,12,天津市,343,89,270610
202007,103,孟加拉国,13,河北省,3503465,0,29393705
202007,103,孟加拉国,21,辽宁省,182219,326,1234657
202007,103,孟加拉国,22,吉林省,69173,0,419142
202007,103,孟加拉国,23,黑龙江省,0,0,139
202007,103,孟加拉国,31,上海市,6779615,1335689,172355027
202007,103,孟加拉国,32,江苏省,3836085,536071,86514144
202007,103,孟加拉国,33,浙江省,1274420,709,10470202
202007,103,孟加拉国,34,安徽省,498010,5,2797217
202007,103,孟加拉国,35,福建省,594029,60115,9920962
202007,103,孟加拉国,36,江西省,219535,599837,5638234
202007,103,孟加拉国,37,山东省,1619657,29606,12636496
202007,103,孟加拉国,41,河南省,423365,2636,10025217
202007,103,孟加拉国,42,湖北省,484037,53816,2012323
202007,103,孟加拉国,43,湖南省,103656,0,2064503
202007,103,孟加拉国,44,广东省,2827756,5836888,93069560
202007,103,孟加拉国,45,广西壮族自治区,234000,0,1411892
202007,103,孟加拉国,46,海南省,1976,805,1175066
202007,103,孟加拉国,51,四川省,208281,180,1273507
202007,103,孟加拉国,53,云南省,25118,124,392175
202007,103,孟加拉国,64,宁夏回族自治区,30000,0,145644
