数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,人民币
202007,101,阿富汗,11,北京市,2766,37148,5603205
202007,101,阿富汗,12,天津市,356664,3695,1833043
202007,101,阿富汗,13,河北省,341030,1281862,11139104
202007,101,阿富汗,14,山西省,400,0,212496
202007,101,阿富汗,15,内蒙古自治区,22000,0,184202
202007,101,阿富汗,21,辽宁省,31998,281,413075
202007,101,阿富汗,31,上海市,880906,155174,15291394
202007,101,阿富汗,32,江苏省,2400820,1259467,37872727
202007,101,阿富汗,33,浙江省,23925824,8576783,182037798
202007,101,阿富汗,34,安徽省,239247,379014,4368630
202007,101,阿富汗,35,福建省,400756,102106,5161563
202007,101,阿富汗,36,江西省,170719,18659,4040244
202007,101,阿富汗,37,山东省,4640294,285407,46445474
202007,101,阿富汗,41,河南省,260407,55430,7740019
202007,101,阿富汗,42,湖北省,254843,1,7420954
202007,101,阿富汗,43,湖南省,170218,59123,4188537
202007,101,阿富汗,44,广东省,2374126,4972936,75387913
202007,101,阿富汗,50,重庆市,4,21,100080
202007,101,阿富汗,51,四川省,64759,11085,2174988
202007,101,阿富汗,61,陕西省,74515,1225,1087836
202007,101,阿富汗,65,新疆维吾尔自治区,369236,292828,15597770
202007,102,巴林,11,北京市,81816,76832,7159687
202007,102,巴林,12,天津市,809896,42160,6132009
202007,102,巴林,13,河北省,24594080,5194082,91309496
202007,102,巴林,14,山西省,7562,3116,1842320
202007,102,巴林,15,内蒙古自治区,91840,0,950024
202007,102,巴林,21,辽宁省,361699,6968,3583905
202007,102,巴林,22,吉林省,176,43750,15503
202007,102,巴林,23,黑龙江省,60000,0,576942
202007,102,巴林,31,上海市,1245113,166326,28427882
202007,102,巴林,32,江苏省,2003021,6113744,73092897
202007,102,巴林,33,浙江省,8054594,13111913,108703183
202007,102,巴林,34,安徽省,1382579,155426,7114633
202007,102,巴林,35,福建省,859581,985776,13176273
202007,102,巴林,36,江西省,274089,102551,13409481
202007,102,巴林,37,山东省,9644497,22018530,84629073
202007,102,巴林,41,河南省,573492,54989,14276254
202007,102,巴林,42,湖北省,315523,3594076,4152728
202007,102,巴林,43,湖南省,388980,28878,6314575
202007,102,巴林,44,广东省,6972235,5843397,143747393
202007,102,巴林,45,广西壮族自治区,63439,93295,7575386
202007,102,巴林,46,海南省,20405,0,123937
202007,102,巴林,50,重庆市,92651,137138,10165684
202007,102,巴林,51,四川省,96506,98483,4618126
202007,102,巴林,61,陕西省,823,18958,195097
202007,102,巴林,65,新疆维吾尔自治区,6424,700,1059648
202007,103,孟加拉国,11,北京市,76193133,36720181,282391641
202007,103,孟加拉国,12,天津市,22428961,6480631,120671916
202007,103,孟加拉国,13,河北省,13423134,2697850,134850650
202007,103,孟加拉国,14,山西省,1526870,307861,18440844
202007,103,孟加拉国,15,内蒙古自治区,2340296,250500,6336306
202007,103,孟加拉国,21,辽宁省,4394471,735895,38848944
202007,103,孟加拉国,22,吉林省,17442,3150,3926208
202007,103,孟加拉国,23,黑龙江省,1259621,150920,14482055
202007,103,孟加拉国,31,上海市,39162975,5959834,402021949
202007,103,孟加拉国,32,江苏省,132714374,48110293,1873404180
202007,103,孟加拉国,33,浙江省,148206909,56365098,1582634705
202007,103,孟加拉国,34,安徽省,9623893,5741727,211196553
202007,103,孟加拉国,35,福建省,71014538,8885933,297860593
202007,103,孟加拉国,36,江西省,6690682,1760150,74601943
202007,103,孟加拉国,37,山东省,85599770,18026189,683035023
202007,103,孟加拉国,41,河南省,3188033,723146,54265499
202007,103,孟加拉国,42,湖北省,34615310,1374679,149394494
202007,103,孟加拉国,43,湖南省,15193444,3493330,233824533
202007,103,孟加拉国,44,广东省,170643452,49000260,1897383156
202007,103,孟加拉国,45,广西壮族自治区,1683963,238002,29941267
202007,103,孟加拉国,46,海南省,1141994,0,7321096
202007,103,孟加拉国,50,重庆市,764619,1000199,52006146
202007,103,孟加拉国,51,四川省,8382728,815383,68434961
202007,103,孟加拉国,52,贵州省,317574,13322,3763532
202007,103,孟加拉国,53,云南省,1841225,423926,10026367
202007,103,孟加拉国,61,陕西省,865848,1125181,32490598
202007,103,孟加拉国,62,甘肃省,1183990,0,9326402
202007,103,孟加拉国,64,宁夏回族自治区,69865,0,2214366
202007,103,孟加拉国,65,新疆维吾尔自治区,1641227,95054,10580756
202007,104,不丹,11,北京市,50038,66,36573
202007,104,不丹,13,河北省,20,0,5422
202007,104,不丹,21,辽宁省,1,2,53
202007,104,不丹,31,上海市,4886,52400,1098613
202007,104,不丹,32,江苏省,6853,16251,1184011
202007,104,不丹,33,浙江省,5441,327,263488
202007,104,不丹,34,安徽省,15,37,1489
202007,104,不丹,35,福建省,438,314,35158
202007,104,不丹,36,江西省,11325,65,1078313
202007,104,不丹,37,山东省,14462,2545,371268
202007,104,不丹,41,河南省,730,364,134312
202007,104,不丹,42,湖北省,397,100535,535580
202007,104,不丹,43,湖南省,74382,321729,2099611
202007,104,不丹,44,广东省,4945,10392,1221574
202007,104,不丹,50,重庆市,379,0,12559
202007,104,不丹,51,四川省,14442,6033,1073493
202007,104,不丹,61,陕西省,1,1,39
202007,105,文莱,11,北京市,942405,171820,6163745
202007,105,文莱,12,天津市,505276,28251,4500632
202007,105,文莱,13,河北省,499114,610,2183544
202007,105,文莱,14,山西省,11190,0,69122
202007,105,文莱,21,辽宁省,28184,285,454943
202007,105,文莱,22,吉林省,760,0,16052
202007,105,文莱,23,黑龙江省,58000,0,302301
202007,105,文莱,31,上海市,630834,293150,22737916
202007,105,文莱,32,江苏省,1787934,505354,24001350
202007,105,文莱,33,浙江省,2001397,1676534,45366282
202007,105,文莱,34,安徽省,176180,114608,9507858
202007,105,文莱,35,福建省,536254,34771,8485394
202007,105,文莱,36,江西省,6750,34539,4854093
202007,105,文莱,37,山东省,2500623,173737,18416405
202007,105,文莱,41,河南省,35565,85304,5503237
202007,105,文莱,42,湖北省,37511,265854,5130415
202007,105,文莱,43,湖南省,410127,34985,4537913
202007,105,文莱,44,广东省,3281080,5321269,92393055
202007,105,文莱,45,广西壮族自治区,28603,1902,2192842
202007,105,文莱,46,海南省,680,7100,777426
202007,105,文莱,50,重庆市,36294,5119,1594004
202007,105,文莱,51,四川省,44790,13501,6287878
202007,105,文莱,53,云南省,49153,0,295833
202007,105,文莱,61,陕西省,32220,5183,1018974
202007,105,文莱,65,新疆维吾尔自治区,2727,1915,1979837
202007,106,缅甸,11,北京市,23815947,21733428,172189644
202007,106,缅甸,12,天津市,24193389,2076984,151872229
202007,106,缅甸,13,河北省,23912915,720143,106548012
202007,106,缅甸,14,山西省,770540,4959,4767232
202007,106,缅甸,15,内蒙古自治区,5451269,8153,30347036
202007,106,缅甸,21,辽宁省,11693093,1365706,76722830
202007,106,缅甸,22,吉林省,829441,92623,7538928
202007,106,缅甸,23,黑龙江省,1116549,11558,6926111
202007,106,缅甸,31,上海市,19788936,3981122,222765864
202007,106,缅甸,32,江苏省,87498518,18712451,1139993148
202007,106,缅甸,33,浙江省,107554152,17504398,1134193521
202007,106,缅甸,34,安徽省,4444340,1639648,129785532
202007,106,缅甸,35,福建省,64110722,5782466,483169596
202007,106,缅甸,36,江西省,23807236,2564131,75648503
202007,106,缅甸,37,山东省,50233639,4451696,421846126
202007,106,缅甸,41,河南省,3442385,2753241,81851113
202007,106,缅甸,42,湖北省,3636661,4567200,142883568
202007,106,缅甸,43,湖南省,21265127,2415964,126244355
202007,106,缅甸,44,广东省,47962148,52692340,927476355
202007,106,缅甸,45,广西壮族自治区,2229636,1288258,29632955
202007,106,缅甸,46,海南省,3586346,1413,22858122
202007,106,缅甸,50,重庆市,6971868,5242621,190970511
202007,106,缅甸,51,四川省,11314455,1381680,53786932
202007,106,缅甸,52,贵州省,533365,36841,102173191
202007,106,缅甸,53,云南省,629069963,121987290,1999212294
202007,106,缅甸,61,陕西省,2574344,382837,24808669
202007,106,缅甸,62,甘肃省,862621,0,6210698
202007,106,缅甸,64,宁夏回族自治区,236000,0,1416000
202007,106,缅甸,65,新疆维吾尔自治区,1219595,469,6721667
202007,107,柬埔寨,11,北京市,3576723,880983,136193281
202007,107,柬埔寨,12,天津市,2298757,1446072,55701949
202007,107,柬埔寨,13,河北省,3746395,372733,42980392
202007,107,柬埔寨,14,山西省,436912,875336,37118506
202007,107,柬埔寨,15,内蒙古自治区,287251,5318,30348622
202007,107,柬埔寨,21,辽宁省,2812339,77622,30251552
202007,107,柬埔寨,22,吉林省,202006,5385,1691546
202007,107,柬埔寨,23,黑龙江省,394142,33498,8837000
202007,107,柬埔寨,31,上海市,18686742,4473767,280644356
202007,107,柬埔寨,32,江苏省,78023198,21423437,1180869451
202007,107,柬埔寨,33,浙江省,123094377,24103644,1037334538
202007,107,柬埔寨,34,安徽省,6431845,1597252,92347046
202007,107,柬埔寨,35,福建省,34607368,7354173,302579063
202007,107,柬埔寨,36,江西省,4606973,769588,63932463
202007,107,柬埔寨,37,山东省,20503083,3856892,272804299
202007,107,柬埔寨,41,河南省,106560927,550487,30611661
202007,107,柬埔寨,42,湖北省,1392292,1529925,49468768
202007,107,柬埔寨,43,湖南省,3602027,582122,42184832
202007,107,柬埔寨,44,广东省,165990660,169313603,1196161995
202007,107,柬埔寨,45,广西壮族自治区,74174665,473074,36685546
202007,107,柬埔寨,46,海南省,99473,29354,4714493
202007,107,柬埔寨,50,重庆市,15571942,1055516,44024930
202007,107,柬埔寨,51,四川省,1404719,356358,44626077
202007,107,柬埔寨,52,贵州省,54840,4520,8550891
202007,107,柬埔寨,53,云南省,2347728,3724,7927315
202007,107,柬埔寨,61,陕西省,1484176,34390,42556188
202007,107,柬埔寨,62,甘肃省,15904,7,175391
202007,107,柬埔寨,64,宁夏回族自治区,502,0,374137
202007,107,柬埔寨,65,新疆维吾尔自治区,1019858,631554,54397314
202007,108,塞浦路斯,11,北京市,9286871,9330666,17783782
202007,108,塞浦路斯,12,天津市,227794,264363,4105197
202007,108,塞浦路斯,13,河北省,353415,11960363,5720641
202007,108,塞浦路斯,14,山西省,76267,5670,528609
202007,108,塞浦路斯,15,内蒙古自治区,26000,0,1512585
202007,108,塞浦路斯,21,辽宁省,134332,120735,2126532
202007,108,塞浦路斯,22,吉林省,53356,2476,608527
202007,108,塞浦路斯,23,黑龙江省,5095,7393,162702
202007,108,塞浦路斯,31,上海市,1296279,851928,33412380
202007,108,塞浦路斯,32,江苏省,3019802,718612,36783329
202007,108,塞浦路斯,33,浙江省,10713861,9818880,83461634
202007,108,塞浦路斯,34,安徽省,243929,5023107,7411294
202007,108,塞浦路斯,35,福建省,421866,129221,6858974
202007,108,塞浦路斯,36,江西省,4973,6194,350223
202007,108,塞浦路斯,37,山东省,1326636,2713714,27701097
202007,108,塞浦路斯,41,河南省,67068,7528,1799502
202007,108,塞浦路斯,42,湖北省,137891,163706,2590221
202007,108,塞浦路斯,43,湖南省,22236,66964,1884513
202007,108,塞浦路斯,44,广东省,2333323,3043988,85271712
202007,108,塞浦路斯,45,广西壮族自治区,28137,21,460161
202007,108,塞浦路斯,50,重庆市,22830,16303,2692168
202007,108,塞浦路斯,51,四川省,16084,12644,2023318
202007,108,塞浦路斯,52,贵州省,5188,26,103065
202007,108,塞浦路斯,53,云南省,54,38,3827
202007,108,塞浦路斯,61,陕西省,5713,4543,394294
202007,108,塞浦路斯,64,宁夏回族自治区,20000,0,195539
202007,108,塞浦路斯,65,新疆维吾尔自治区,31,0,1731
202007,109,朝鲜,11,北京市,7242,0,97610
202007,109,朝鲜,13,河北省,69740,0,345883
202007,109,朝鲜,21,辽宁省,56643279,728900,315222226
202007,109,朝鲜,22,吉林省,2163271,89419,3206727
202007,109,朝鲜,32,江苏省,549201,25423,5234165
202007,109,朝鲜,33,浙江省,293324,8314,1271933
202007,109,朝鲜,34,安徽省,24750,0,167349
202007,109,朝鲜,35,福建省,4881647,72199,24989323
202007,109,朝鲜,36,江西省,788572,59047,5229989
202007,109,朝鲜,37,山东省,4305746,0,9675034
202007,109,朝鲜,41,河南省,2198177,16510,16262200
202007,109,朝鲜,42,湖北省,19659,20824,282652
202007,109,朝鲜,44,广东省,11821628,1019060,84830694
202007,110,中国香港,11,北京市,1326876106,398187091,4813870359
202007,110,中国香港,12,天津市,1626482324,12249507,1429597538
202007,110,中国香港,13,河北省,21297577,982936,330576056
202007,110,中国香港,14,山西省,24240978,4236302,682217348
202007,110,中国香港,15,内蒙古自治区,2565079,224577,85633389
202007,110,中国香港,21,辽宁省,639797517,243466425,597977321
202007,110,中国香港,22,吉林省,62689983,53076,30874697
202007,110,中国香港,23,黑龙江省,1711359,156327,680623080
202007,110,中国香港,31,上海市,9121142366,56768588,10502576666
202007,110,中国香港,32,江苏省,8488773979,121292645,17901345357
202007,110,中国香港,33,浙江省,2515500086,217584063,2821166349
202007,110,中国香港,34,安徽省,164112431,3093983,1196623741
202007,110,中国香港,35,福建省,1608210546,50130241,3847896982
202007,110,中国香港,36,江西省,335259750,13919184,3839763889
202007,110,中国香港,37,山东省,470665433,46756194,2328288310
202007,110,中国香港,41,河南省,232575472,1139878,1702860888
202007,110,中国香港,42,湖北省,113200023,58484007,2923153904
202007,110,中国香港,43,湖南省,493914889,15729703,5663419823
202007,110,中国香港,44,广东省,26365814233,58684975721,91970496817
202007,110,中国香港,45,广西壮族自治区,117123045,6875581,5655579962
202007,110,中国香港,46,海南省,55376066,47098647,149722065
202007,110,中国香港,50,重庆市,508194477,2024981,3004800534
202007,110,中国香港,51,四川省,1878123040,10228549,3595077560
202007,110,中国香港,52,贵州省,3381984,263990,1960582758
202007,110,中国香港,53,云南省,56946952,1022359,1757118791
202007,110,中国香港,54,西藏自治区,162325,162330,445279
202007,110,中国香港,61,陕西省,364825083,203010,2226092995
202007,110,中国香港,62,甘肃省,414864658,322804856,257722912
202007,110,中国香港,63,青海省,130,25,8336397
202007,110,中国香港,64,宁夏回族自治区,376324,958,15095383
202007,110,中国香港,65,新疆维吾尔自治区,174835,1214254,78347772
202007,111,印度,11,北京市,112410353,108219249,1288785212
202007,111,印度,12,天津市,120591312,5648793,854910286
202007,111,印度,13,河北省,60253364,6472544,555785118
202007,111,印度,14,山西省,13894879,4960,207541402
202007,111,印度,15,内蒙古自治区,58377891,217333,233803933
202007,111,印度,21,辽宁省,29210362,61152174521,410493108
202007,111,印度,22,吉林省,14696319,46357,54082892
202007,111,印度,23,黑龙江省,2115520,695351,36605234
202007,111,印度,31,上海市,178380008,13844480,1921395994
202007,111,印度,32,江苏省,973804192,514145538,5860564192
202007,111,印度,33,浙江省,1130199277,376074680,6427293072
202007,111,印度,34,安徽省,109049826,204001284,881289445
202007,111,印度,35,福建省,116218908,12555025,875375687
202007,111,印度,36,江西省,125935051,5604572,560957522
202007,111,印度,37,山东省,379040209,40134153164,2225961665
202007,111,印度,41,河南省,77449988,4664496,626890089
202007,111,印度,42,湖北省,219625958,1799287,908044777
202007,111,印度,43,湖南省,99312719,291131532,526844646
202007,111,印度,44,广东省,2532417334,920111004,11629779102
202007,111,印度,45,广西壮族自治区,5484831,833252,143855766
202007,111,印度,46,海南省,5596265,72500,90548032
