数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,人民币
202110,101,阿富汗,11,北京市,12726,2,19697
202110,101,阿富汗,12,天津市,267248,14,2265339
202110,101,阿富汗,21,辽宁省,0,1,1276
202110,101,阿富汗,31,上海市,35,15,62780
202110,101,阿富汗,32,江苏省,35,0,1489
202110,101,阿富汗,33,浙江省,99120,0,612328
202110,101,阿富汗,35,福建省,14,14,28015
202110,101,阿富汗,37,山东省,103600,0,655782
202110,101,阿富汗,44,广东省,151,52,236131
202110,101,阿富汗,45,广西壮族自治区,16200,0,73834
202110,101,阿富汗,51,四川省,3,1,3261
202110,102,巴林,11,北京市,55,16,14370
202110,102,巴林,12,天津市,328162,349375,2559948
202110,102,巴林,13,河北省,1,0,228
202110,102,巴林,31,上海市,5551712,1143637,92456700
202110,102,巴林,32,江苏省,3534788,0,68131723
202110,102,巴林,33,浙江省,1250087,3,24160081
202110,102,巴林,34,安徽省,17928,0,1037532
202110,102,巴林,35,福建省,4,0,494
202110,102,巴林,37,山东省,3,0,906
202110,102,巴林,41,河南省,753085,0,15322632
202110,102,巴林,42,湖北省,501049,0,9348339
202110,102,巴林,43,湖南省,1249288,0,23470659
202110,102,巴林,44,广东省,3408323,294,62892796
202110,102,巴林,51,四川省,21,1,3704
202110,102,巴林,52,贵州省,16499519,0,26093139
202110,102,巴林,61,陕西省,3,0,1429
202110,103,孟加拉国,11,北京市,6279946,204732,59174291
202110,103,孟加拉国,12,天津市,100705,451,304591
202110,103,孟加拉国,13,河北省,3686571,0,33736840
202110,103,孟加拉国,14,山西省,48686,0,691300
202110,103,孟加拉国,21,辽宁省,854050,49,6285133
202110,103,孟加拉国,23,黑龙江省,2,0,284
202110,103,孟加拉国,31,上海市,2625608,655972,116724982
202110,103,孟加拉国,32,江苏省,2426936,167311,64002128
202110,103,孟加拉国,33,浙江省,4382514,43635,55892503
202110,103,孟加拉国,34,安徽省,364707,2,2615122
202110,103,孟加拉国,35,福建省,786047,27868,5900612
202110,103,孟加拉国,36,江西省,545232,1,8643569
202110,103,孟加拉国,37,山东省,799405,18925,8714011
202110,103,孟加拉国,41,河南省,657955,1371,19823217
202110,103,孟加拉国,42,湖北省,348168,129,1971039
202110,103,孟加拉国,43,湖南省,300477,0,1712551
202110,103,孟加拉国,44,广东省,3461504,2388768,61889399
202110,103,孟加拉国,45,广西壮族自治区,343000,0,2434300
202110,103,孟加拉国,46,海南省,4486,3706,1599002
202110,103,孟加拉国,51,四川省,206173,68,1987315
202110,103,孟加拉国,52,贵州省,48,46,40995
202110,103,孟加拉国,53,云南省,1280,0,25611
202110,103,孟加拉国,61,陕西省,2554,1355,347150
202110,103,孟加拉国,64,宁夏回族自治区,1,0,611
202110,103,孟加拉国,65,新疆维吾尔自治区,36800,0,1087191
202110,104,不丹,31,上海市,1,1,570
202110,105,文莱,11,北京市,91069639,39802919,329376556
202110,105,文莱,12,天津市,29339,6754,1625577
202110,105,文莱,13,河北省,60764465,0,205690978
202110,105,文莱,31,上海市,2371,1853045,569039
202110,105,文莱,32,江苏省,76803716,0,279519274
202110,105,文莱,33,浙江省,122442901,0,742692710
202110,105,文莱,41,河南省,8,1,0
202110,105,文莱,44,广东省,43,0,8511
202110,106,缅甸,11,北京市,23884882,11846,251675628
202110,106,缅甸,12,天津市,745265,16,8942817
202110,106,缅甸,13,河北省,1167222,0,18697739
202110,106,缅甸,21,辽宁省,1123439,24694,10563595
202110,106,缅甸,22,吉林省,48000,0,234420
202110,106,缅甸,31,上海市,3872157,271361,88941934
202110,106,缅甸,32,江苏省,3447511,166737,48172847
202110,106,缅甸,33,浙江省,2503954,3222,33993354
202110,106,缅甸,34,安徽省,5347534,5240,67442751
202110,106,缅甸,35,福建省,6126937,24484,31342762
202110,106,缅甸,36,江西省,399969,544,5691855
202110,106,缅甸,37,山东省,13468311,16787,261910993
202110,106,缅甸,41,河南省,3095067,28,188986281
202110,106,缅甸,42,湖北省,24,15,17801
202110,106,缅甸,43,湖南省,2517735,7,51483163
202110,106,缅甸,44,广东省,16464723,7157760,128846967
202110,106,缅甸,45,广西壮族自治区,3992084,43784,34447231
202110,106,缅甸,46,海南省,611874,6443,6403538
202110,106,缅甸,50,重庆市,129656,33317,6027986
202110,106,缅甸,51,四川省,96675,12,247644
202110,106,缅甸,52,贵州省,332652,2,4304993
202110,106,缅甸,53,云南省,491927738,1800,1763225925
202110,106,缅甸,61,陕西省,28000,0,343097
202110,107,柬埔寨,11,北京市,26368829,184299,167284434
202110,107,柬埔寨,12,天津市,3300603,210,15064977
202110,107,柬埔寨,13,河北省,170382,153152,35916178
202110,107,柬埔寨,14,山西省,261,0,182172
202110,107,柬埔寨,21,辽宁省,4637641,13813,20414965
202110,107,柬埔寨,22,吉林省,2,0,1896
202110,107,柬埔寨,23,黑龙江省,3264,29097,10604236
202110,107,柬埔寨,31,上海市,8978117,1302777,197416017
202110,107,柬埔寨,32,江苏省,5789684,1319788,253457840
202110,107,柬埔寨,33,浙江省,6239900,683919,215642642
202110,107,柬埔寨,34,安徽省,524234,950,2194558
202110,107,柬埔寨,35,福建省,35616429,38074,23096794
202110,107,柬埔寨,36,江西省,621161,2177089,6060437
202110,107,柬埔寨,37,山东省,7310061,213735,46916217
202110,107,柬埔寨,41,河南省,18509,4743,4672653
202110,107,柬埔寨,42,湖北省,294230,148,1439208
202110,107,柬埔寨,43,湖南省,216000,0,22970511
202110,107,柬埔寨,44,广东省,12540076,7053507,90746662
202110,107,柬埔寨,45,广西壮族自治区,1567341,73509,15081391
