数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,人民币
202409,101,阿富汗,11,北京市,"83,795"
202409,101,阿富汗,12,天津市,"314,607"
202409,101,阿富汗,13,河北省,797
202409,101,阿富汗,31,上海市,"1,261,540"
202409,101,阿富汗,32,江苏省,"429,700"
202409,101,阿富汗,33,浙江省,"499,796"
202409,101,阿富汗,37,山东省,"240,224"
202409,101,阿富汗,43,湖南省,"3,554,362"
202409,101,阿富汗,44,广东省,"298,443"
202409,101,阿富汗,61,陕西省,"11,930"
202409,102,巴林,11,北京市,"248,505"
202409,102,巴林,31,上海市,"136,602"
202409,102,巴林,32,江苏省,"409,293"
202409,102,巴林,33,浙江省,"15,792,476"
202409,102,巴林,36,江西省,"220,053"
202409,102,巴林,37,山东省,"5,772"
202409,102,巴林,41,河南省,"4,637"
202409,102,巴林,44,广东省,"894,455"
202409,102,巴林,51,四川省,"8,852"
202409,103,孟加拉国,11,北京市,"10,530,580"
202409,103,孟加拉国,12,天津市,"590,048"
202409,103,孟加拉国,13,河北省,"7,385,246"
202409,103,孟加拉国,14,山西省,"21,183"
202409,103,孟加拉国,21,辽宁省,"22,860,149"
202409,103,孟加拉国,22,吉林省,"393,754"
202409,103,孟加拉国,23,黑龙江省,29
202409,103,孟加拉国,31,上海市,"197,763,971"
202409,103,孟加拉国,32,江苏省,"66,474,966"
202409,103,孟加拉国,33,浙江省,"77,495,172"
202409,103,孟加拉国,34,安徽省,"2,389,839"
202409,103,孟加拉国,35,福建省,"7,760,391"
202409,103,孟加拉国,36,江西省,"4,799,803"
202409,103,孟加拉国,37,山东省,"29,598,005"
202409,103,孟加拉国,41,河南省,"74,574,317"
202409,103,孟加拉国,42,湖北省,"6,009,222"
202409,103,孟加拉国,43,湖南省,"28,463,962"
202409,103,孟加拉国,44,广东省,"81,597,465"
202409,103,孟加拉国,45,广西壮族自治区,"14,120,986"
202409,103,孟加拉国,46,海南省,"1,379,970"
202409,103,孟加拉国,50,重庆市,"1,448,470"
202409,103,孟加拉国,51,四川省,"13,551,310"
202409,103,孟加拉国,53,云南省,"8,089,605"
202409,103,孟加拉国,61,陕西省,"556,316"
202409,104,不丹,11,北京市,57
202409,104,不丹,31,上海市,318
202409,104,不丹,44,广东省,82
202409,105,文莱,11,北京市,415
202409,105,文莱,12,天津市,366
202409,105,文莱,13,河北省,"210,896"
202409,105,文莱,21,辽宁省,"104,201,507"
202409,105,文莱,31,上海市,"133,887,255"
202409,105,文莱,32,江苏省,"41,381,408"
202409,105,文莱,33,浙江省,"652,490,759"
202409,105,文莱,37,山东省,"87,849,257"
202409,105,文莱,41,河南省,"192,811"
202409,105,文莱,44,广东省,"336,280,098"
202409,105,文莱,45,广西壮族自治区,"755,526"
202409,105,文莱,46,海南省,"77,295,482"
202409,105,文莱,51,四川省,130
202409,106,缅甸,11,北京市,"428,680,060"
202409,106,缅甸,12,天津市,"330,493"
202409,106,缅甸,13,河北省,"8,812,238"
202409,106,缅甸,14,山西省,865
202409,106,缅甸,21,辽宁省,"14,953,181"
202409,106,缅甸,31,上海市,"134,630,828"
202409,106,缅甸,32,江苏省,"54,226,572"
202409,106,缅甸,33,浙江省,"94,434,617"
202409,106,缅甸,34,安徽省,"78,720,705"
202409,106,缅甸,35,福建省,"26,581,937"
202409,106,缅甸,36,江西省,"8,276,160"
202409,106,缅甸,37,山东省,"125,651,575"
202409,106,缅甸,41,河南省,"230,733,805"
202409,106,缅甸,42,湖北省,"5,922,601"
202409,106,缅甸,43,湖南省,"25,208,650"
202409,106,缅甸,44,广东省,"208,238,736"
202409,106,缅甸,45,广西壮族自治区,"36,783,229"
202409,106,缅甸,46,海南省,"7,476,678"
202409,106,缅甸,50,重庆市,"8,041,902"
202409,106,缅甸,51,四川省,"2,596,493"
202409,106,缅甸,53,云南省,"2,752,590,919"
202409,106,缅甸,61,陕西省,217
202409,106,缅甸,64,宁夏回族自治区,"1,390,487"
202409,107,柬埔寨,11,北京市,"307,116,162"
202409,107,柬埔寨,12,天津市,"21,068,731"
202409,107,柬埔寨,13,河北省,"49,494,503"
202409,107,柬埔寨,14,山西省,"3,450,543"
202409,107,柬埔寨,21,辽宁省,"34,128,389"
