数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,人民币
202205,101,阿富汗,11,北京市,17125,5,122378
202205,101,阿富汗,12,天津市,97571,2,740886
202205,101,阿富汗,21,辽宁省,20,0,179
202205,101,阿富汗,23,黑龙江省,234410,0,451715
202205,101,阿富汗,31,上海市,24,6,31747
202205,101,阿富汗,33,浙江省,538426,24,1986304
202205,101,阿富汗,35,福建省,3,1,2647
202205,101,阿富汗,37,山东省,673051,0,2315153
202205,101,阿富汗,44,广东省,419180,109,593741
202205,101,阿富汗,51,四川省,1,0,1503
202205,102,巴林,11,北京市,20164,6,580147
202205,102,巴林,12,天津市,365674,370343,3106783
202205,102,巴林,21,辽宁省,0,0,304
202205,102,巴林,31,上海市,1200182,1351238,7304906
202205,102,巴林,32,江苏省,55979,0,1019738
202205,102,巴林,33,浙江省,284585,0,9440274
202205,102,巴林,34,安徽省,20,0,16387
202205,102,巴林,35,福建省,1,1,848
202205,102,巴林,37,山东省,1999542,0,1280301
202205,102,巴林,44,广东省,206,138,121333
202205,102,巴林,50,重庆市,1,0,360
202205,102,巴林,51,四川省,115,0,12855
202205,103,孟加拉国,11,北京市,2088631,219704,32524594
202205,103,孟加拉国,12,天津市,108181,4093,1825973
202205,103,孟加拉国,13,河北省,601452,31620,9524637
202205,103,孟加拉国,14,山西省,0,0,250
202205,103,孟加拉国,21,辽宁省,1050934,132,8415180
202205,103,孟加拉国,22,吉林省,125,96,25697
202205,103,孟加拉国,31,上海市,3742223,597247,119548564
202205,103,孟加拉国,32,江苏省,3246564,91100,64231537
202205,103,孟加拉国,33,浙江省,5094205,162314,59616167
202205,103,孟加拉国,34,安徽省,232308,29,3799456
202205,103,孟加拉国,35,福建省,1004764,89696,10276451
202205,103,孟加拉国,36,江西省,540430,1,8684861
202205,103,孟加拉国,37,山东省,2077072,151567,26810516
202205,103,孟加拉国,41,河南省,141521,1475,26087186
202205,103,孟加拉国,42,湖北省,255820,26231,1561308
202205,103,孟加拉国,43,湖南省,1221417,717,12487566
202205,103,孟加拉国,44,广东省,3944147,1735285,82428231
202205,103,孟加拉国,45,广西壮族自治区,100714,5,1368883
202205,103,孟加拉国,46,海南省,793,714,1176493
202205,103,孟加拉国,50,重庆市,225,48,42991
202205,103,孟加拉国,51,四川省,132384,1017,1369914
202205,103,孟加拉国,53,云南省,25037,0,609413
202205,103,孟加拉国,63,青海省,26000,0,275375
202205,103,孟加拉国,65,新疆维吾尔自治区,13008,0,582721
202205,104,不丹,31,上海市,1,1,315
202205,104,不丹,35,福建省,1,1,154
202205,104,不丹,44,广东省,5,0,480
202205,105,文莱,11,北京市,7,1,968
202205,105,文莱,12,天津市,2325131,0,17795378
202205,105,文莱,21,辽宁省,65969000,0,343867465
202205,105,文莱,31,上海市,578,728221,570682
202205,105,文莱,32,江苏省,5745734,0,44141061
202205,105,文莱,33,浙江省,127400650,0,964213173
202205,105,文莱,34,安徽省,17000,0,535892
202205,105,文莱,37,山东省,519300,0,1407827
202205,105,文莱,44,广东省,22969113,1,175658973
202205,105,文莱,46,海南省,40207999,0,310436783
202205,106,缅甸,11,北京市,22225951,3433,153382857
202205,106,缅甸,12,天津市,6818861,27,500253837
202205,106,缅甸,13,河北省,9623897,0,57132544
202205,106,缅甸,14,山西省,132000,0,508369
202205,106,缅甸,21,辽宁省,6187281,88,33434693
202205,106,缅甸,22,吉林省,950000,0,5593503
202205,106,缅甸,23,黑龙江省,241570,0,2377380
202205,106,缅甸,31,上海市,7444419,121478,57647525
202205,106,缅甸,32,江苏省,5228779,176954,35585615
202205,106,缅甸,33,浙江省,13819846,50626,81110512
202205,106,缅甸,34,安徽省,18208606,0,125009733
202205,106,缅甸,35,福建省,10867132,3658,30077162
202205,106,缅甸,36,江西省,2822080,2065,35710865
202205,106,缅甸,37,山东省,41835664,2551,377037877
202205,106,缅甸,41,河南省,4758745,0,127429549
202205,106,缅甸,42,湖北省,792356,3,9337840
202205,106,缅甸,43,湖南省,3235745,11,42039808
202205,106,缅甸,44,广东省,56837430,6222570,1376172084
202205,106,缅甸,45,广西壮族自治区,10046667,0,51513138
202205,106,缅甸,46,海南省,355997,14,1734300
202205,106,缅甸,50,重庆市,2490,57,2919584
202205,106,缅甸,51,四川省,74437,123,1217046
202205,106,缅甸,53,云南省,1078829782,20761,2216858193
202205,106,缅甸,61,陕西省,4400000,0,23920812
202205,106,缅甸,64,宁夏回族自治区,1,0,398
202205,106,缅甸,65,新疆维吾尔自治区,874446,0,17603827
202205,107,柬埔寨,11,北京市,40530674,166305,217055863
202205,107,柬埔寨,12,天津市,9029618,3608,44830506
202205,107,柬埔寨,13,河北省,921357,71234,11682779
202205,107,柬埔寨,21,辽宁省,12413650,57578,67562545
202205,107,柬埔寨,23,黑龙江省,21000,0,141111
202205,107,柬埔寨,31,上海市,7878938,655961,195854461
202205,107,柬埔寨,32,江苏省,6322696,601517,131426639
202205,107,柬埔寨,33,浙江省,7460354,138648,66875448
202205,107,柬埔寨,34,安徽省,47,435,28168
202205,107,柬埔寨,35,福建省,48256455,6300,80539563
202205,107,柬埔寨,36,江西省,854892,1968618,8831204
202205,107,柬埔寨,37,山东省,6183835,485701,39258956
202205,107,柬埔寨,41,河南省,158257,477,1002710
202205,107,柬埔寨,42,湖北省,379,392,393846
202205,107,柬埔寨,43,湖南省,54633,1025,315681
202205,107,柬埔寨,44,广东省,18060205,6003162,116083140
202205,107,柬埔寨,45,广西壮族自治区,1402901,48875,11751329
202205,107,柬埔寨,46,海南省,2268,2610,4548064
202205,107,柬埔寨,50,重庆市,2164,72,14988
202205,107,柬埔寨,51,四川省,128598,189,12854313
202205,107,柬埔寨,61,陕西省,1300,3,3333
202205,107,柬埔寨,65,新疆维吾尔自治区,2811920,0,3382000
202205,108,塞浦路斯,11,北京市,157269,25276,592957
202205,108,塞浦路斯,12,天津市,437251,51265,1654082
202205,108,塞浦路斯,21,辽宁省,2,72,10417
202205,108,塞浦路斯,31,上海市,624880,105648,4830505
202205,108,塞浦路斯,32,江苏省,54711,186,386579
202205,108,塞浦路斯,33,浙江省,165659,57798,554543
202205,108,塞浦路斯,34,安徽省,1,0,81
202205,108,塞浦路斯,35,福建省,28516,28858,239015
202205,108,塞浦路斯,37,山东省,27257,7098,530106
202205,108,塞浦路斯,41,河南省,2,1,551
202205,108,塞浦路斯,44,广东省,2148,10,8901
202205,108,塞浦路斯,51,四川省,22,2,689
202205,109,朝鲜,11,北京市,0,0,320
202205,109,朝鲜,21,辽宁省,49089171,0,35907928
202205,109,朝鲜,22,吉林省,5987670,0,1789001
202205,109,朝鲜,31,上海市,4,0,323
202205,109,朝鲜,32,江苏省,1,0,32
202205,109,朝鲜,33,浙江省,200,0,1081
202205,109,朝鲜,44,广东省,271,6,5068
202205,110,中国香港,11,北京市,2235845,670507,241886837
202205,110,中国香港,12,天津市,1490130,168643,28113150
202205,110,中国香港,13,河北省,205832,76,2051943
202205,110,中国香港,14,山西省,0,0,768
202205,110,中国香港,15,内蒙古自治区,72,2555,4176850
202205,110,中国香港,21,辽宁省,725525,420922,21202142
202205,110,中国香港,23,黑龙江省,112,27,120545
202205,110,中国香港,31,上海市,8431938897,3846788,200510908
202205,110,中国香港,32,江苏省,7468232,898059,46884093
202205,110,中国香港,33,浙江省,5174122,803744,151844188
202205,110,中国香港,34,安徽省,2664954,19283,46032433
202205,110,中国香港,35,福建省,613803,11297,96258354
202205,110,中国香港,36,江西省,165979,20,7369339
202205,110,中国香港,37,山东省,10988723,976700,40579315
202205,110,中国香港,41,河南省,12065,2214,5500349
202205,110,中国香港,42,湖北省,736282,3662,14418311
202205,110,中国香港,43,湖南省,596583,4589,81215209
202205,110,中国香港,44,广东省,113623995,8573012,1199098809
202205,110,中国香港,45,广西壮族自治区,152214,4385,254077304
202205,110,中国香港,46,海南省,191322,11263,58583686
202205,110,中国香港,50,重庆市,37214,26,2331662
202205,110,中国香港,51,四川省,14585,4219,200191042
202205,110,中国香港,52,贵州省,434,0,478634
202205,110,中国香港,53,云南省,56858,42,12927440
202205,110,中国香港,54,西藏自治区,3650,0,690744
202205,110,中国香港,61,陕西省,643943,216,10408287
202205,110,中国香港,62,甘肃省,4980,99,6344490
202205,111,印度,11,北京市,346610545,287607,589345813
202205,111,印度,12,天津市,11309957,495988,239928855
202205,111,印度,13,河北省,280307368,10286,473731261
202205,111,印度,14,山西省,66548504,1751,90744214
202205,111,印度,15,内蒙古自治区,57005216,0,60707328
202205,111,印度,21,辽宁省,79432481,197517,118698942
202205,111,印度,22,吉林省,115305,21044,7728174
202205,111,印度,23,黑龙江省,126573,1498,2243614
202205,111,印度,31,上海市,71953794,1957439,1073072592
202205,111,印度,32,江苏省,291870336,1601039,1114011943
202205,111,印度,33,浙江省,848679432,411964,1454070621
202205,111,印度,34,安徽省,80344152,2065,148370140
202205,111,印度,35,福建省,633834038,241385,1031058894
202205,111,印度,36,江西省,3493915,10807,20430143
202205,111,印度,37,山东省,505918825,177311,861943758
202205,111,印度,41,河南省,5966551,7598,171932836
202205,111,印度,42,湖北省,66177027,1171905,277483593
202205,111,印度,43,湖南省,144088682,44362,212098309
202205,111,印度,44,广东省,237720118,2289416,1357910732
202205,111,印度,45,广西壮族自治区,2403608,26338,54450677
202205,111,印度,46,海南省,64544784,499,147686405
202205,111,印度,50,重庆市,880957,79438,28326116
202205,111,印度,51,四川省,7597131,18090,62196921
202205,111,印度,52,贵州省,236415,15,5744889
202205,111,印度,53,云南省,59667057,7419,193017029
202205,111,印度,54,西藏自治区,92561,4,1202173
202205,111,印度,61,陕西省,1814303,22554,12626581
202205,111,印度,62,甘肃省,170525,0,1231004
202205,111,印度,63,青海省,73433,13064,377747
202205,111,印度,64,宁夏回族自治区,2012,0,120714
202205,111,印度,65,新疆维吾尔自治区,2942368,0,2186933
202205,112,印度尼西亚,11,北京市,2196801643,337411,3336156656
202205,112,印度尼西亚,12,天津市,63332528,3464582,774366196
202205,112,印度尼西亚,13,河北省,113240965,38159,809460804
202205,112,印度尼西亚,14,山西省,63187234,0,392480104
202205,112,印度尼西亚,15,内蒙古自治区,2503457,0,21516153
202205,112,印度尼西亚,21,辽宁省,70285896,54090,145400963
202205,112,印度尼西亚,22,吉林省,1448876,3645,2389269
202205,112,印度尼西亚,23,黑龙江省,875661,105,14472048
202205,112,印度尼西亚,31,上海市,1118974745,13643046,6150478926
202205,112,印度尼西亚,32,江苏省,1149294395,6068255,5496401700
202205,112,印度尼西亚,33,浙江省,1385219558,58387007,5993607635
202205,112,印度尼西亚,34,安徽省,408114255,87272,618604582
202205,112,印度尼西亚,35,福建省,3951059486,377263,6526173049
202205,112,印度尼西亚,36,江西省,47759095,91602,361619913
202205,112,印度尼西亚,37,山东省,840434396,879057,2036755927
202205,112,印度尼西亚,41,河南省,253117777,19993,178616047
202205,112,印度尼西亚,42,湖北省,7057661,99216,145236876
202205,112,印度尼西亚,43,湖南省,116657846,6010,436037851
202205,112,印度尼西亚,44,广东省,3567884309,70049699,5723226441
202205,112,印度尼西亚,45,广西壮族自治区,338022337,12678,450636510
202205,112,印度尼西亚,46,海南省,231008267,11767604,443415289
202205,112,印度尼西亚,50,重庆市,59146911,41561,111038850
202205,112,印度尼西亚,51,四川省,371885076,15840,655127283
202205,112,印度尼西亚,53,云南省,12623968,37900,227906336
202205,112,印度尼西亚,61,陕西省,414156583,225,318438848
202205,112,印度尼西亚,62,甘肃省,313,0,42563
202205,112,印度尼西亚,65,新疆维吾尔自治区,12789043,0,154210937
202205,113,伊朗,11,北京市,275309043,150,941967246
202205,113,伊朗,12,天津市,10008069,27782,96277536
202205,113,伊朗,13,河北省,564000,0,199111
202205,113,伊朗,21,辽宁省,498571,1,448197
202205,113,伊朗,23,黑龙江省,40,15,37642
202205,113,伊朗,31,上海市,126538089,12,689233489
202205,113,伊朗,32,江苏省,28396385,73,101101134
202205,113,伊朗,33,浙江省,60097855,293,470352316
202205,113,伊朗,34,安徽省,10287430,0,271198946
202205,113,伊朗,35,福建省,40302286,5,126061742
202205,113,伊朗,37,山东省,31609481,1707998,203239944
202205,113,伊朗,41,河南省,2023765,7116,7977567
202205,113,伊朗,42,湖北省,20160,0,647015
202205,113,伊朗,43,湖南省,198977,14400,4764414
202205,113,伊朗,44,广东省,285445168,2242,1454411528
202205,113,伊朗,46,海南省,42175401,1906858,131710446
202205,113,伊朗,51,四川省,1181500,34,1375210
202205,113,伊朗,52,贵州省,495000,0,3512193
202205,113,伊朗,53,云南省,50000,0,1919880
202205,114,伊拉克,11,北京市,3695547315,0,18266898306
202205,114,伊拉克,12,天津市,1,0,3406
202205,114,伊拉克,13,河北省,95,0,5217
202205,114,伊拉克,21,辽宁省,145902819,1,690771801
202205,114,伊拉克,23,黑龙江省,269568752,0,1319932988
202205,114,伊拉克,31,上海市,405,3,35617
202205,114,伊拉克,32,江苏省,241186,0,187124
202205,114,伊拉克,33,浙江省,268236168,0,1311778133
202205,114,伊拉克,35,福建省,269142573,0,1409056085
202205,114,伊拉克,37,山东省,1489534,0,1225354
202205,114,伊拉克,42,湖北省,8,0,1340
202205,114,伊拉克,44,广东省,283,30,46562
202205,114,伊拉克,51,四川省,197,2,53341
202205,114,伊拉克,53,云南省,38322661,0,199201617
202205,115,以色列,11,北京市,33068293,224208,430725443
202205,115,以色列,12,天津市,450406,33235,126138243
202205,115,以色列,13,河北省,68589,180,2474715
202205,115,以色列,14,山西省,7,0,58876
202205,115,以色列,21,辽宁省,30777,27611,25293196
202205,115,以色列,22,吉林省,9079,10537,7296056
202205,115,以色列,23,黑龙江省,78001,7,4548212
202205,115,以色列,31,上海市,302003980,302120,335049514
202205,115,以色列,32,江苏省,146169124,271394,427247016
202205,115,以色列,33,浙江省,15329582,18909,122759074
202205,115,以色列,34,安徽省,1351087,20120,78562628
202205,115,以色列,35,福建省,409757,63343,56046687
202205,115,以色列,36,江西省,22502,16367,16781503
202205,115,以色列,37,山东省,3680847,11528,203685344
202205,115,以色列,41,河南省,73519,2413,9106376
202205,115,以色列,42,湖北省,214728,26693,248967475
202205,115,以色列,43,湖南省,8460,9481,26263055
202205,115,以色列,44,广东省,16652734,1135862,363249459
202205,115,以色列,45,广西壮族自治区,99377,344,7384731
202205,115,以色列,46,海南省,20165,2,910702
202205,115,以色列,50,重庆市,730,9040,11232962
202205,115,以色列,51,四川省,21461226,8366,2427004533
202205,115,以色列,53,云南省,23429,282,2031516
202205,115,以色列,61,陕西省,1187,19494,15079275
202205,115,以色列,64,宁夏回族自治区,34256,6281,4210846
202205,116,日本,11,北京市,1055930604,32825600,6995729612
202205,116,日本,12,天津市,593525596,23319389,3700222140
202205,116,日本,13,河北省,93713065,1461444,425814206
202205,116,日本,14,山西省,157341945,4976242,159382887
202205,116,日本,15,内蒙古自治区,147136,824876,257703854
202205,116,日本,21,辽宁省,226499495,129740530,2534625979
202205,116,日本,22,吉林省,22642658,2892668,431066570
202205,116,日本,23,黑龙江省,34041083,503261,171899013
202205,116,日本,31,上海市,2753584607,50471292963,16723243293
202205,116,日本,32,江苏省,5502550479,453554834,16781844920
202205,116,日本,33,浙江省,510167204,117359171,6437300640
202205,116,日本,34,安徽省,176282729,6860005,1686400417
202205,116,日本,35,福建省,240848476,22014993,3501784340
202205,116,日本,36,江西省,147433128,9548821,521223861
202205,116,日本,37,山东省,352209498,22951177,4002061069
202205,116,日本,41,河南省,693953634,12280832,989488185
202205,116,日本,42,湖北省,25725057,3315142,1667573440
202205,116,日本,43,湖南省,30146569,17955068,537426103
202205,116,日本,44,广东省,5301896944,1633976362,20024688190
202205,116,日本,45,广西壮族自治区,47378158,18551058,196807261
202205,116,日本,46,海南省,10830216,2187232,510251499
202205,116,日本,50,重庆市,90452466,2569628,986909708
202205,116,日本,51,四川省,428525686,6151331,1893444237
202205,116,日本,52,贵州省,1101023,46746,19353004
202205,116,日本,53,云南省,2878972,132325,41386260
202205,116,日本,54,西藏自治区,0,0,13070
202205,116,日本,61,陕西省,69851492,1537333,1292412958
202205,116,日本,62,甘肃省,118434700,54599,73236605
202205,116,日本,63,青海省,5729,195,3840497
202205,116,日本,64,宁夏回族自治区,457207,315413,98211793
202205,116,日本,65,新疆维吾尔自治区,160242,265,4983989
202205,117,约旦,11,北京市,97690,45,768678
202205,117,约旦,12,天津市,10176,5842,850466
202205,117,约旦,21,辽宁省,54452,0,2962202
202205,117,约旦,23,黑龙江省,4,19,3888
202205,117,约旦,31,上海市,1197996,4623,29945940
202205,117,约旦,32,江苏省,1296564,1451,43031838
202205,117,约旦,33,浙江省,2288810,1268,56571438
202205,117,约旦,35,福建省,221551,31,4259916
202205,117,约旦,36,江西省,20000,0,806060
202205,117,约旦,37,山东省,743036,0,32504168
202205,117,约旦,42,湖北省,166,51,36735
202205,117,约旦,44,广东省,990702,65199,40957836
202205,117,约旦,45,广西壮族自治区,77405,0,353114
202205,117,约旦,50,重庆市,7,10,4032
202205,117,约旦,51,四川省,300,69,74952
202205,117,约旦,61,陕西省,100000,0,3954953
202205,118,科威特,11,北京市,2207415162,8,11184150035
202205,118,科威特,12,天津市,99001,0,738492
202205,118,科威特,13,河北省,297011,0,2281768
202205,118,科威特,14,山西省,0,0,1156
202205,118,科威特,21,辽宁省,99000,0,816567
202205,118,科威特,31,上海市,26550667,1,155767103
202205,118,科威特,32,江苏省,299178,189,2311919
202205,118,科威特,33,浙江省,26115263,0,181652783
202205,118,科威特,34,安徽省,374046,0,4546604
202205,118,科威特,35,福建省,6046840,0,32693873
202205,118,科威特,37,山东省,401417146,2,2179594455
202205,118,科威特,41,河南省,1,1,256
