数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,人民币
202411,101,阿富汗,11,北京市,"24,235,547"
202411,101,阿富汗,12,天津市,"41,490,699"
202411,101,阿富汗,13,河北省,"49,306,955"
202411,101,阿富汗,15,内蒙古自治区,"898,716"
202411,101,阿富汗,21,辽宁省,"31,543,404"
202411,101,阿富汗,22,吉林省,"100,764"
202411,101,阿富汗,31,上海市,"11,760,172"
202411,101,阿富汗,32,江苏省,"63,775,353"
202411,101,阿富汗,33,浙江省,"523,398,412"
202411,101,阿富汗,34,安徽省,"8,344,389"
202411,101,阿富汗,35,福建省,"8,797,128"
202411,101,阿富汗,36,江西省,"2,431,095"
202411,101,阿富汗,37,山东省,"74,904,488"
202411,101,阿富汗,41,河南省,"1,516,484"
202411,101,阿富汗,42,湖北省,"15,087,687"
202411,101,阿富汗,43,湖南省,"6,572,978"
202411,101,阿富汗,44,广东省,"88,903,529"
202411,101,阿富汗,45,广西壮族自治区,"2,328,252"
202411,101,阿富汗,50,重庆市,"17,878,612"
202411,101,阿富汗,51,四川省,"984,831"
202411,101,阿富汗,61,陕西省,"1,947,921"
202411,101,阿富汗,62,甘肃省,"465,616"
202411,101,阿富汗,65,新疆维吾尔自治区,"16,314,939"
202411,102,巴林,11,北京市,"12,493,505"
202411,102,巴林,12,天津市,"9,873,904"
202411,102,巴林,13,河北省,"64,124,415"
202411,102,巴林,14,山西省,"4,081,613"
202411,102,巴林,15,内蒙古自治区,"2,643,788"
202411,102,巴林,21,辽宁省,"14,938,324"
202411,102,巴林,22,吉林省,"13,668,671"
202411,102,巴林,23,黑龙江省,"2,080,166"
202411,102,巴林,31,上海市,"29,579,534"
202411,102,巴林,32,江苏省,"89,461,215"
202411,102,巴林,33,浙江省,"139,560,330"
202411,102,巴林,34,安徽省,"18,307,863"
202411,102,巴林,35,福建省,"21,610,655"
202411,102,巴林,36,江西省,"1,465,895"
202411,102,巴林,37,山东省,"92,208,633"
202411,102,巴林,41,河南省,"51,056,481"
202411,102,巴林,42,湖北省,"15,064,480"
202411,102,巴林,43,湖南省,"12,449,257"
202411,102,巴林,44,广东省,"158,184,167"
202411,102,巴林,45,广西壮族自治区,"9,332,567"
202411,102,巴林,46,海南省,"218,899"
202411,102,巴林,50,重庆市,"13,059,165"
202411,102,巴林,51,四川省,"12,657,774"
202411,102,巴林,52,贵州省,"2,468,191"
202411,102,巴林,53,云南省,"86,289"
202411,102,巴林,61,陕西省,"5,310,071"
202411,102,巴林,62,甘肃省,"989,394"
202411,102,巴林,65,新疆维吾尔自治区,"7,043,784"
202411,103,孟加拉国,11,北京市,"789,165,160"
202411,103,孟加拉国,12,天津市,"90,770,773"
202411,103,孟加拉国,13,河北省,"247,217,613"
202411,103,孟加拉国,14,山西省,"62,137,643"
202411,103,孟加拉国,15,内蒙古自治区,"152,582,404"
202411,103,孟加拉国,21,辽宁省,"50,205,900"
202411,103,孟加拉国,22,吉林省,"12,793,636"
202411,103,孟加拉国,23,黑龙江省,"129,099,135"
202411,103,孟加拉国,31,上海市,"822,680,651"
202411,103,孟加拉国,32,江苏省,"2,972,347,816"
202411,103,孟加拉国,33,浙江省,"3,484,522,507"
202411,103,孟加拉国,34,安徽省,"215,274,089"
202411,103,孟加拉国,35,福建省,"655,649,957"
202411,103,孟加拉国,36,江西省,"110,466,686"
202411,103,孟加拉国,37,山东省,"1,007,538,439"
202411,103,孟加拉国,41,河南省,"140,330,093"
202411,103,孟加拉国,42,湖北省,"946,096,031"
202411,103,孟加拉国,43,湖南省,"219,955,531"
202411,103,孟加拉国,44,广东省,"2,164,371,443"
202411,103,孟加拉国,45,广西壮族自治区,"175,837,572"
202411,103,孟加拉国,46,海南省,"76,284,161"
202411,103,孟加拉国,50,重庆市,"148,746,689"
202411,103,孟加拉国,51,四川省,"238,564,340"
202411,103,孟加拉国,52,贵州省,"17,063,607"
202411,103,孟加拉国,53,云南省,"203,563,111"
202411,103,孟加拉国,54,西藏自治区,"3,315,333"
202411,103,孟加拉国,61,陕西省,"21,888,836"
202411,103,孟加拉国,62,甘肃省,"25,196,999"
202411,103,孟加拉国,63,青海省,"2,211,554"
202411,103,孟加拉国,64,宁夏回族自治区,"8,063,880"
202411,103,孟加拉国,65,新疆维吾尔自治区,"149,058,015"
202411,104,不丹,11,北京市,"168,859"
202411,104,不丹,31,上海市,"1,844,802"
202411,104,不丹,32,江苏省,"25,950,716"
202411,104,不丹,33,浙江省,"1,852,492"
202411,104,不丹,34,安徽省,"1,031"
202411,104,不丹,35,福建省,274
202411,104,不丹,37,山东省,"7,256,852"
202411,104,不丹,41,河南省,"265,250"
202411,104,不丹,42,湖北省,39
202411,104,不丹,43,湖南省,"199,552"
202411,104,不丹,44,广东省,"22,664,181"
202411,104,不丹,45,广西壮族自治区,791
202411,104,不丹,46,海南省,"23,457,912"
202411,104,不丹,50,重庆市,"2,095,635"
202411,104,不丹,51,四川省,"1,710,008"
202411,104,不丹,53,云南省,"48,560,274"
202411,105,文莱,11,北京市,"63,378,932"
202411,105,文莱,12,天津市,"1,551,751"
202411,105,文莱,13,河北省,"15,922,225"
202411,105,文莱,14,山西省,"408,714"
202411,105,文莱,15,内蒙古自治区,"224,968"
202411,105,文莱,21,辽宁省,"4,119,143"
202411,105,文莱,22,吉林省,"139,018"
202411,105,文莱,23,黑龙江省,"4,200"
202411,105,文莱,31,上海市,"11,100,992"
202411,105,文莱,32,江苏省,"37,119,148"
202411,105,文莱,33,浙江省,"47,238,576"
202411,105,文莱,34,安徽省,"3,718,681"
202411,105,文莱,35,福建省,"33,832,337"
202411,105,文莱,36,江西省,"1,605,129"
202411,105,文莱,37,山东省,"25,448,247"
202411,105,文莱,41,河南省,"1,451,147"
202411,105,文莱,42,湖北省,"18,515,274"
202411,105,文莱,43,湖南省,"4,264,373"
202411,105,文莱,44,广东省,"51,024,514"
202411,105,文莱,45,广西壮族自治区,"2,454,027"
202411,105,文莱,46,海南省,"47,371"
202411,105,文莱,50,重庆市,"414,134"
202411,105,文莱,51,四川省,"11,743,251"
202411,105,文莱,53,云南省,"833,208"
202411,105,文莱,61,陕西省,"6,828,735"
202411,105,文莱,65,新疆维吾尔自治区,"4,573,868"
202411,106,缅甸,11,北京市,"93,474,584"
202411,106,缅甸,12,天津市,"29,354,034"
202411,106,缅甸,13,河北省,"24,216,209"
202411,106,缅甸,14,山西省,"958,497"
202411,106,缅甸,15,内蒙古自治区,"4,963,670"
202411,106,缅甸,21,辽宁省,"44,356,235"
202411,106,缅甸,22,吉林省,"14,451,182"
202411,106,缅甸,23,黑龙江省,"308,898"
202411,106,缅甸,31,上海市,"222,532,276"
202411,106,缅甸,32,江苏省,"823,716,945"
202411,106,缅甸,33,浙江省,"485,189,222"
202411,106,缅甸,34,安徽省,"119,172,223"
202411,106,缅甸,35,福建省,"230,519,534"
202411,106,缅甸,36,江西省,"68,379,198"
202411,106,缅甸,37,山东省,"406,926,642"
202411,106,缅甸,41,河南省,"31,755,517"
202411,106,缅甸,42,湖北省,"91,319,652"
202411,106,缅甸,43,湖南省,"47,102,502"
202411,106,缅甸,44,广东省,"737,459,574"
202411,106,缅甸,45,广西壮族自治区,"49,953,699"
202411,106,缅甸,46,海南省,"15,168,583"
202411,106,缅甸,50,重庆市,"82,502,562"
202411,106,缅甸,51,四川省,"54,720,118"
202411,106,缅甸,52,贵州省,"10,238,024"
202411,106,缅甸,53,云南省,"650,039,437"
202411,106,缅甸,61,陕西省,"18,463,549"
202411,106,缅甸,62,甘肃省,"85,989"
202411,106,缅甸,65,新疆维吾尔自治区,"23,939,583"
202411,107,柬埔寨,11,北京市,"133,969,019"
202411,107,柬埔寨,12,天津市,"77,311,325"
202411,107,柬埔寨,13,河北省,"82,625,721"
202411,107,柬埔寨,14,山西省,"3,700,607"
202411,107,柬埔寨,15,内蒙古自治区,"5,917,524"
202411,107,柬埔寨,21,辽宁省,"59,395,660"
202411,107,柬埔寨,22,吉林省,"13,193,492"
202411,107,柬埔寨,23,黑龙江省,"27,580,099"
202411,107,柬埔寨,31,上海市,"500,759,107"
202411,107,柬埔寨,32,江苏省,"1,607,019,293"
202411,107,柬埔寨,33,浙江省,"1,725,452,971"
202411,107,柬埔寨,34,安徽省,"122,803,056"
202411,107,柬埔寨,35,福建省,"566,300,109"
202411,107,柬埔寨,36,江西省,"110,171,438"
202411,107,柬埔寨,37,山东省,"857,496,781"
202411,107,柬埔寨,41,河南省,"86,883,377"
202411,107,柬埔寨,42,湖北省,"335,644,072"
202411,107,柬埔寨,43,湖南省,"172,633,822"
202411,107,柬埔寨,44,广东省,"1,813,335,965"
202411,107,柬埔寨,45,广西壮族自治区,"658,661,767"
202411,107,柬埔寨,46,海南省,"40,204,172"
202411,107,柬埔寨,50,重庆市,"104,136,960"
202411,107,柬埔寨,51,四川省,"188,598,030"
202411,107,柬埔寨,52,贵州省,"107,937,679"
202411,107,柬埔寨,53,云南省,"23,740,973"
202411,107,柬埔寨,61,陕西省,"32,684,155"
202411,107,柬埔寨,62,甘肃省,"920,267"
202411,107,柬埔寨,64,宁夏回族自治区,"4,517,109"
202411,107,柬埔寨,65,新疆维吾尔自治区,"82,366,741"
202411,108,塞浦路斯,11,北京市,"20,914,046"
202411,108,塞浦路斯,12,天津市,"5,279,523"
202411,108,塞浦路斯,13,河北省,"5,499,787"
202411,108,塞浦路斯,14,山西省,"371,475"
202411,108,塞浦路斯,15,内蒙古自治区,"265,030"
202411,108,塞浦路斯,21,辽宁省,"11,448,550"
202411,108,塞浦路斯,22,吉林省,"404,328"
202411,108,塞浦路斯,23,黑龙江省,"669,471"
202411,108,塞浦路斯,31,上海市,"32,594,645"
202411,108,塞浦路斯,32,江苏省,"34,016,395"
202411,108,塞浦路斯,33,浙江省,"85,235,576"
202411,108,塞浦路斯,34,安徽省,"8,438,072"
202411,108,塞浦路斯,35,福建省,"8,943,628"
202411,108,塞浦路斯,36,江西省,"1,611,534"
202411,108,塞浦路斯,37,山东省,"54,076,708"
202411,108,塞浦路斯,41,河南省,"2,427,832"
202411,108,塞浦路斯,42,湖北省,"6,302,492"
202411,108,塞浦路斯,43,湖南省,"2,715,886"
202411,108,塞浦路斯,44,广东省,"125,012,537"
202411,108,塞浦路斯,45,广西壮族自治区,"2,657,062"
202411,108,塞浦路斯,46,海南省,"543,268"
202411,108,塞浦路斯,50,重庆市,"1,993,979"
202411,108,塞浦路斯,51,四川省,"1,474,302"
202411,108,塞浦路斯,52,贵州省,"307,363"
202411,108,塞浦路斯,53,云南省,"1,175"
202411,108,塞浦路斯,61,陕西省,"600,791"
202411,108,塞浦路斯,65,新疆维吾尔自治区,"458,026"
202411,109,朝鲜,11,北京市,"16,939,574"
202411,109,朝鲜,12,天津市,"4,630,332"
202411,109,朝鲜,15,内蒙古自治区,"3,966,586"
202411,109,朝鲜,21,辽宁省,"590,196,553"
202411,109,朝鲜,22,吉林省,"169,671,055"
202411,109,朝鲜,31,上海市,"10,718,516"
