数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,人民币
202410,101,阿富汗,11,北京市,"11,246,224"
202410,101,阿富汗,12,天津市,"299,956"
202410,101,阿富汗,13,河北省,208
202410,101,阿富汗,22,吉林省,"3,684,921"
202410,101,阿富汗,31,上海市,"11,056,509"
202410,101,阿富汗,32,江苏省,213
202410,101,阿富汗,33,浙江省,"24,601,353"
202410,101,阿富汗,34,安徽省,57
202410,101,阿富汗,37,山东省,"930,950"
202410,101,阿富汗,43,湖南省,"1,622,441"
202410,101,阿富汗,44,广东省,"196,779"
202410,101,阿富汗,51,四川省,"4,947"
202410,101,阿富汗,61,陕西省,"8,892"
202410,102,巴林,11,北京市,"96,326"
202410,102,巴林,31,上海市,"48,560"
202410,102,巴林,32,江苏省,"259,319"
202410,102,巴林,33,浙江省,"8,111,911"
202410,102,巴林,37,山东省,"82,991"
202410,102,巴林,41,河南省,"3,240"
202410,102,巴林,42,湖北省,213
202410,102,巴林,44,广东省,"10,187,993"
202410,102,巴林,45,广西壮族自治区,"11,070,113"
202410,102,巴林,50,重庆市,656
202410,102,巴林,51,四川省,"109,611"
202410,103,孟加拉国,11,北京市,"12,771,003"
202410,103,孟加拉国,12,天津市,"756,129"
202410,103,孟加拉国,13,河北省,"9,688,668"
202410,103,孟加拉国,15,内蒙古自治区,200
202410,103,孟加拉国,21,辽宁省,"25,688,105"
202410,103,孟加拉国,22,吉林省,"372,246"
202410,103,孟加拉国,23,黑龙江省,755
202410,103,孟加拉国,31,上海市,"203,059,235"
202410,103,孟加拉国,32,江苏省,"31,229,242"
202410,103,孟加拉国,33,浙江省,"107,540,677"
202410,103,孟加拉国,34,安徽省,"2,019,679"
202410,103,孟加拉国,35,福建省,"9,603,864"
202410,103,孟加拉国,36,江西省,"3,644,156"
202410,103,孟加拉国,37,山东省,"27,818,963"
202410,103,孟加拉国,41,河南省,"102,390,877"
202410,103,孟加拉国,42,湖北省,"5,943,124"
202410,103,孟加拉国,43,湖南省,"22,481,557"
202410,103,孟加拉国,44,广东省,"99,014,098"
202410,103,孟加拉国,45,广西壮族自治区,"10,709,734"
202410,103,孟加拉国,46,海南省,"478,237"
202410,103,孟加拉国,50,重庆市,"1,439,245"
202410,103,孟加拉国,51,四川省,"22,880,316"
202410,103,孟加拉国,53,云南省,"12,114,706"
202410,103,孟加拉国,61,陕西省,"1,153"
202410,103,孟加拉国,63,青海省,"211,044"
202410,104,不丹,11,北京市,"12,670"
202410,104,不丹,31,上海市,245
