数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,人民币
202106,101,阿富汗,11,北京市,52384,13,223112
202106,101,阿富汗,12,天津市,39960,0,770286
202106,101,阿富汗,21,辽宁省,0,1,970
202106,101,阿富汗,31,上海市,522,157,133553
202106,101,阿富汗,32,江苏省,42,0,8480
202106,101,阿富汗,33,浙江省,30148,691,229603
202106,101,阿富汗,35,福建省,1,0,129
202106,101,阿富汗,37,山东省,39169,0,428013
202106,101,阿富汗,44,广东省,5124,108,524398
202106,101,阿富汗,50,重庆市,97,29,8288
202106,101,阿富汗,51,四川省,32,1,12128
202106,102,巴林,11,北京市,28756590,38083483,109562211
202106,102,巴林,12,天津市,213060,239905,1364727
202106,102,巴林,31,上海市,5223095,223697,78849355
202106,102,巴林,32,江苏省,21689,0,282668
202106,102,巴林,33,浙江省,42345473,0,196783439
202106,102,巴林,35,福建省,8,0,883
202106,102,巴林,36,江西省,3,0,151
202106,102,巴林,37,山东省,27,0,3447
202106,102,巴林,44,广东省,501218,4969,8459430
202106,103,孟加拉国,11,北京市,2576997,454697,34224839
202106,103,孟加拉国,12,天津市,24376900,2187,135075695
202106,103,孟加拉国,13,河北省,1109542,0,17284733
202106,103,孟加拉国,14,山西省,6,1,7152
202106,103,孟加拉国,21,辽宁省,380189,146,2592937
202106,103,孟加拉国,31,上海市,6514203,1207388,155158462
202106,103,孟加拉国,32,江苏省,2476448,68169,29373022
202106,103,孟加拉国,33,浙江省,2674996,42106,36833259
202106,103,孟加拉国,34,安徽省,190973,0,1111905
202106,103,孟加拉国,35,福建省,1151269,14197,7187014
202106,103,孟加拉国,36,江西省,368566,0,7471683
202106,103,孟加拉国,37,山东省,770744,8575,9319990
202106,103,孟加拉国,41,河南省,274393,46610,20428127
202106,103,孟加拉国,42,湖北省,153593,26659,720870
202106,103,孟加拉国,43,湖南省,791108,5,3731207
202106,103,孟加拉国,44,广东省,2886541,12236829,58455481
202106,103,孟加拉国,45,广西壮族自治区,373791,0,3127289
202106,103,孟加拉国,46,海南省,873,475,536292
202106,103,孟加拉国,51,四川省,197849,12,2280446
202106,103,孟加拉国,52,贵州省,52000,0,484482
202106,103,孟加拉国,53,云南省,5004,0,274713
202106,103,孟加拉国,61,陕西省,45104,194,522621
202106,103,孟加拉国,65,新疆维吾尔自治区,97440,0,2005786
202106,104,不丹,31,上海市,3,0,1897
202106,104,不丹,32,江苏省,17,0,2342
202106,104,不丹,33,浙江省,0,1,53
202106,104,不丹,37,山东省,1,0,129
202106,104,不丹,44,广东省,1,2,369
202106,104,不丹,51,四川省,1,0,130
202106,105,文莱,11,北京市,19,0,6620
202106,105,文莱,13,河北省,2829422,0,11271879
202106,105,文莱,21,辽宁省,76410484,0,439542780
202106,105,文莱,31,上海市,9041,830000,417649
202106,105,文莱,32,江苏省,20153312,0,85082693
202106,105,文莱,33,浙江省,51226098,40,296800814
202106,105,文莱,35,福建省,2225267,0,16690958
202106,105,文莱,41,河南省,7,1,320
202106,105,文莱,44,广东省,36158637,62,234703052
202106,106,缅甸,11,北京市,22565029,5872,418395091
202106,106,缅甸,12,天津市,108952,42,1690721
202106,106,缅甸,13,河北省,1533547,33600,13747030
202106,106,缅甸,14,山西省,3,1,3401
202106,106,缅甸,21,辽宁省,1720374,16745,13763325
202106,106,缅甸,31,上海市,7592858,253618,65059104
202106,106,缅甸,32,江苏省,3058570,106608,27920054
202106,106,缅甸,33,浙江省,1903167,24558,14945966
202106,106,缅甸,34,安徽省,2336930,23023,20484301
202106,106,缅甸,35,福建省,5273124,28146,20205765
202106,106,缅甸,36,江西省,1782983,1299,158749640
202106,106,缅甸,37,山东省,10951298,54320,121032029
202106,106,缅甸,41,河南省,1272099,2897,125524344
202106,106,缅甸,42,湖北省,18760,417,3054059
202106,106,缅甸,43,湖南省,890094,8,15165263
202106,106,缅甸,44,广东省,15757074,4267900,90810071
202106,106,缅甸,45,广西壮族自治区,2512428,0,11521404
202106,106,缅甸,46,海南省,448003,3,2881448
202106,106,缅甸,50,重庆市,1721,0,2166114
202106,106,缅甸,51,四川省,181296,0,1010843
202106,106,缅甸,52,贵州省,30400,0,550240
