数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,人民币
202101,101,阿富汗,11,北京市,2252267,1,8444205
202101,101,阿富汗,12,天津市,231619,0,1285690
202101,101,阿富汗,13,河北省,253451,234883,6962137
202101,101,阿富汗,15,内蒙古自治区,527000,0,3289448
202101,101,阿富汗,21,辽宁省,242555,44,1288626
202101,101,阿富汗,23,黑龙江省,106387,75050,714007
202101,101,阿富汗,31,上海市,74174,57102,2729244
202101,101,阿富汗,32,江苏省,1516833,601768,28288031
202101,101,阿富汗,33,浙江省,16175370,4971207,148926863
202101,101,阿富汗,34,安徽省,116749,99761,4202634
202101,101,阿富汗,35,福建省,87264,22304,1568901
202101,101,阿富汗,36,江西省,159199,250773,989151
202101,101,阿富汗,37,山东省,3481139,254724,40693047
202101,101,阿富汗,41,河南省,66482,26580,1075687
202101,101,阿富汗,42,湖北省,274044,19,6654840
202101,101,阿富汗,43,湖南省,259829,38145,2656051
202101,101,阿富汗,44,广东省,830598,1115648,40115572
202101,101,阿富汗,45,广西壮族自治区,94803,516043,3720193
202101,101,阿富汗,50,重庆市,30,6270,114796
202101,101,阿富汗,51,四川省,1809000,103879,3144339
202101,101,阿富汗,52,贵州省,99,0,2952
202101,101,阿富汗,53,云南省,76677,32181,650836
202101,101,阿富汗,61,陕西省,21446,1344,305307
202101,101,阿富汗,65,新疆维吾尔自治区,387949,83810,9957173
202101,102,巴林,11,北京市,44080,20531,11074623
202101,102,巴林,12,天津市,7236764,226411,51673952
202101,102,巴林,13,河北省,35651153,2329400,126547960
202101,102,巴林,14,山西省,50587,3,332402
202101,102,巴林,15,内蒙古自治区,359603,11802,4937040
202101,102,巴林,21,辽宁省,284531,16977,4162490
202101,102,巴林,22,吉林省,137,6241,288626
202101,102,巴林,23,黑龙江省,131586,17119,699867
202101,102,巴林,31,上海市,976891,341230,22519214
202101,102,巴林,32,江苏省,3523858,1853520,83779219
202101,102,巴林,33,浙江省,6629396,4093277,108821054
202101,102,巴林,34,安徽省,239017,173798,9341367
202101,102,巴林,35,福建省,993609,317441,18034732
202101,102,巴林,36,江西省,708700,71312,20068193
202101,102,巴林,37,山东省,13213521,2803513,86554133
202101,102,巴林,41,河南省,510235,116243,27644836
202101,102,巴林,42,湖北省,344506,2032320,9578261
202101,102,巴林,43,湖南省,589791,1855630,20795602
202101,102,巴林,44,广东省,5943046,3745673,217734750
202101,102,巴林,45,广西壮族自治区,164895,16391,7650707
202101,102,巴林,46,海南省,40145,23788,1795430
202101,102,巴林,50,重庆市,33575,98950,5448669
202101,102,巴林,51,四川省,107817,4631,4987521
202101,102,巴林,52,贵州省,16504,852,1041960
202101,102,巴林,53,云南省,486288,13163,13581395
202101,102,巴林,61,陕西省,173933,104239,2114460
202101,102,巴林,63,青海省,20944,0,311060
