数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,人民币
202206,101,阿富汗,11,北京市,11438,8975,6768803
202206,101,阿富汗,12,天津市,760046,4700,5443309
202206,101,阿富汗,13,河北省,103843,791090,3625061
202206,101,阿富汗,15,内蒙古自治区,180348,0,1190849
202206,101,阿富汗,21,辽宁省,1600,22,24929
202206,101,阿富汗,31,上海市,56450,6,583682
202206,101,阿富汗,32,江苏省,5469631,997756,40218136
202206,101,阿富汗,33,浙江省,12301204,3627120,145591161
202206,101,阿富汗,34,安徽省,8552732,134494,6387349
202206,101,阿富汗,35,福建省,75443,74944,2187975
202206,101,阿富汗,36,江西省,4337635,14760,2018925
202206,101,阿富汗,37,山东省,5415798,447525,75571703
202206,101,阿富汗,41,河南省,13823,0,292172
202206,101,阿富汗,42,湖北省,187972,267,4239257
202206,101,阿富汗,43,湖南省,1375713,92164,9180459
202206,101,阿富汗,44,广东省,714348,1849648,72407297
202206,101,阿富汗,45,广西壮族自治区,245700,57447,14179937
202206,101,阿富汗,50,重庆市,17052,64,365497
202206,101,阿富汗,51,四川省,41001,6427,1993706
202206,101,阿富汗,61,陕西省,1191,22003,459789
202206,101,阿富汗,65,新疆维吾尔自治区,140000,0,1120956
202206,102,巴林,11,北京市,39045,37788,4555455
202206,102,巴林,12,天津市,333002,125193,7207164
202206,102,巴林,13,河北省,1083211,1110955,23668884
202206,102,巴林,14,山西省,551433,505,12043691
202206,102,巴林,15,内蒙古自治区,36551,0,667937
202206,102,巴林,21,辽宁省,1076906,391,10633118
202206,102,巴林,22,吉林省,43411,989,881605
202206,102,巴林,23,黑龙江省,942505,952,13490548
202206,102,巴林,31,上海市,3336771,460980,91523724
202206,102,巴林,32,江苏省,2889251,2226345,90134817
202206,102,巴林,33,浙江省,4654697,2226464,89111362
202206,102,巴林,34,安徽省,848295,1133466,14190356
202206,102,巴林,35,福建省,1512826,224534,32654482
202206,102,巴林,36,江西省,988781,55872,21552449
202206,102,巴林,37,山东省,6865555,602380,94607619
202206,102,巴林,41,河南省,454014,32930,21634687
202206,102,巴林,42,湖北省,338471,382591,15852531
202206,102,巴林,43,湖南省,1411467,59726,39751509
202206,102,巴林,44,广东省,3247248,1753459,142472124
202206,102,巴林,45,广西壮族自治区,25212,188539,10371193
202206,102,巴林,50,重庆市,558863,138499,15611724
202206,102,巴林,51,四川省,144224,1050,4301980
202206,102,巴林,52,贵州省,0,2,78
202206,102,巴林,53,云南省,58807,15331,4393312
202206,102,巴林,61,陕西省,222605,33384,2201193
202206,102,巴林,62,甘肃省,17215,2980,1215534
