数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,人民币
202108,101,阿富汗,11,北京市,43,16,16212
202108,101,阿富汗,12,天津市,70641,12,2049957
202108,101,阿富汗,21,辽宁省,83100,1,119935
202108,101,阿富汗,31,上海市,69,19,63115
202108,101,阿富汗,32,江苏省,56540,665,249461
202108,101,阿富汗,33,浙江省,4,2,685
202108,101,阿富汗,34,安徽省,2530,0,87165
202108,101,阿富汗,42,湖北省,1,1,195
202108,101,阿富汗,44,广东省,22735,57,139053
202108,101,阿富汗,50,重庆市,44,18,3884
202108,101,阿富汗,51,四川省,45,2,12023
202108,101,阿富汗,65,新疆维吾尔自治区,17684,0,137585
202108,102,巴林,11,北京市,71,21,8359
202108,102,巴林,12,天津市,364138,349487,3235737
202108,102,巴林,21,辽宁省,1,1,1853
202108,102,巴林,22,吉林省,19901,0,387858
202108,102,巴林,31,上海市,674437,9,8007691
202108,102,巴林,32,江苏省,51512,0,975756
202108,102,巴林,33,浙江省,122390,0,1700188
202108,102,巴林,35,福建省,30030013,0,130552657
202108,102,巴林,37,山东省,56192,0,182596
202108,102,巴林,42,湖北省,76193,0,1290320
202108,102,巴林,44,广东省,4913,173,513652
202108,102,巴林,51,四川省,2,1,5810
202108,102,巴林,61,陕西省,4,0,1461
202108,103,孟加拉国,11,北京市,2467899,365949,30957681
202108,103,孟加拉国,12,天津市,40325,1562,671609
202108,103,孟加拉国,13,河北省,1231126,27,12619312
202108,103,孟加拉国,21,辽宁省,130056,60,1438623
202108,103,孟加拉国,22,吉林省,66095,0,399845
202108,103,孟加拉国,23,黑龙江省,8,1,900
202108,103,孟加拉国,31,上海市,4833202,1230982,184075271
202108,103,孟加拉国,32,江苏省,4544166,539449,195574105
202108,103,孟加拉国,33,浙江省,3405039,64964,45898520
202108,103,孟加拉国,34,安徽省,62433,6943,765666
202108,103,孟加拉国,35,福建省,838964,17706,7368343
202108,103,孟加拉国,36,江西省,268707,0,4858330
202108,103,孟加拉国,37,山东省,1438413,30521,16689007
202108,103,孟加拉国,41,河南省,358324,7934,24555919
202108,103,孟加拉国,42,湖北省,276206,17159,1691984
202108,103,孟加拉国,43,湖南省,749529,1,4553354
