数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,第一数量,第二数量,人民币
202107,101,阿富汗,11,北京市,148555,22141,3125803
202107,101,阿富汗,12,天津市,3559,0,392420
202107,101,阿富汗,13,河北省,140112,288383,4840865
202107,101,阿富汗,15,内蒙古自治区,372000,0,2475076
202107,101,阿富汗,21,辽宁省,218060,8423,1229368
202107,101,阿富汗,31,上海市,39447,814882,3017401
202107,101,阿富汗,32,江苏省,1221017,1223380,17828979
202107,101,阿富汗,33,浙江省,11890722,3408163,86392526
202107,101,阿富汗,34,安徽省,29523,3380,543452
202107,101,阿富汗,35,福建省,8573,142300,3571048
202107,101,阿富汗,36,江西省,101352,52722,3594337
202107,101,阿富汗,37,山东省,5462516,125276,39569874
202107,101,阿富汗,41,河南省,76643,9,621536
202107,101,阿富汗,42,湖北省,235897,45447,6906575
202107,101,阿富汗,43,湖南省,4319659,27174,2597173
202107,101,阿富汗,44,广东省,485334,896468,29817171
202107,101,阿富汗,45,广西壮族自治区,79210,136258,4932790
202107,101,阿富汗,50,重庆市,1716916,171819,4285051
202107,101,阿富汗,51,四川省,84449,29460,4167360
202107,101,阿富汗,53,云南省,50619,23235,4678700
202107,101,阿富汗,61,陕西省,1474,4245,202617
202107,101,阿富汗,65,新疆维吾尔自治区,40610,43930,2977031
202107,102,巴林,11,北京市,203858,66380,56834002
202107,102,巴林,12,天津市,7737397,108229,53419252
202107,102,巴林,13,河北省,24858216,2270107,129410184
202107,102,巴林,14,山西省,15,4,2208
202107,102,巴林,21,辽宁省,230623,126,5566337
202107,102,巴林,23,黑龙江省,11005793,0,21173173
202107,102,巴林,31,上海市,1807226,411425,47585541
202107,102,巴林,32,江苏省,3455352,3557435,71033230
202107,102,巴林,33,浙江省,3648392,7946744,84783268
202107,102,巴林,34,安徽省,1447407,5654979,21938171
202107,102,巴林,35,福建省,574841,121199,9947293
202107,102,巴林,36,江西省,172284,8523,5425050
202107,102,巴林,37,山东省,4393552,1872808,65181921
202107,102,巴林,41,河南省,355674,41867,19635942
202107,102,巴林,42,湖北省,761986,450205,21322494
202107,102,巴林,43,湖南省,869092,179412,17039968
202107,102,巴林,44,广东省,4529574,2525332,110406476
202107,102,巴林,45,广西壮族自治区,170093,55345,4295463
202107,102,巴林,46,海南省,21035,0,115831
202107,102,巴林,50,重庆市,528316,88938,18761226
202107,102,巴林,51,四川省,8805781,469252,73226193
202107,102,巴林,52,贵州省,27150,77,69287
202107,102,巴林,53,云南省,939,1395,101614
202107,102,巴林,61,陕西省,2119,166,218033
202107,102,巴林,65,新疆维吾尔自治区,23820,148,897845
202107,103,孟加拉国,11,北京市,152202665,161084121,1075614970
202107,103,孟加拉国,12,天津市,9157501,1160235,100705061
202107,103,孟加拉国,13,河北省,26352099,3191126,228816176
202107,103,孟加拉国,14,山西省,3086078,429232,32707774
202107,103,孟加拉国,15,内蒙古自治区,61382467,7418,216165063
202107,103,孟加拉国,21,辽宁省,5786695,104780,37477767
202107,103,孟加拉国,22,吉林省,581878,78063,11279602
202107,103,孟加拉国,23,黑龙江省,358318,27470,9834703
202107,103,孟加拉国,31,上海市,44184440,6751361,477423221
202107,103,孟加拉国,32,江苏省,607487281,43400331,2108599429
202107,103,孟加拉国,33,浙江省,176851626,43647982,1932215077
202107,103,孟加拉国,34,安徽省,19807919,62471983,196327469
202107,103,孟加拉国,35,福建省,64560807,14801502,552423431
202107,103,孟加拉国,36,江西省,8985623,3005099,114645770
202107,103,孟加拉国,37,山东省,75235802,11221683,958896471
202107,103,孟加拉国,41,河南省,2801981,913117,82886668
202107,103,孟加拉国,42,湖北省,87827316,1771465,442735163
202107,103,孟加拉国,43,湖南省,13198361,1939334,191036067
202107,103,孟加拉国,44,广东省,158498805,41828615,1736176054
202107,103,孟加拉国,45,广西壮族自治区,1159780,257102,20165288
202107,103,孟加拉国,46,海南省,2390347,176,13898797
202107,103,孟加拉国,50,重庆市,11448007,730338,132162299
202107,103,孟加拉国,51,四川省,13620909,2425476,191979086
202107,103,孟加拉国,52,贵州省,823610,6,3266940
202107,103,孟加拉国,53,云南省,1461006,103138,36559210
202107,103,孟加拉国,61,陕西省,5906135,7134117,247174751
202107,103,孟加拉国,62,甘肃省,739094,0,8556841
202107,103,孟加拉国,64,宁夏回族自治区,21907,0,1571822
202107,103,孟加拉国,65,新疆维吾尔自治区,1229808,857,11377191
202107,104,不丹,11,北京市,94,1130,15403
202107,104,不丹,12,天津市,6,2,557
202107,104,不丹,13,河北省,3,6,235
202107,104,不丹,14,山西省,2,1,548
202107,104,不丹,31,上海市,1539,269735,859298
202107,104,不丹,32,江苏省,5188,6440,1132842
202107,104,不丹,33,浙江省,1921,816,164943
202107,104,不丹,34,安徽省,70128,572,19201
202107,104,不丹,35,福建省,2678,161,133016
202107,104,不丹,36,江西省,87,206,8397
202107,104,不丹,37,山东省,42,299,76650
202107,104,不丹,41,河南省,479,39651,307215
202107,104,不丹,42,湖北省,84,193,7722
202107,104,不丹,43,湖南省,33,90,3606
202107,104,不丹,44,广东省,23472,57691,19834371
202107,104,不丹,50,重庆市,1,1,39
202107,104,不丹,51,四川省,5,11,431
202107,105,文莱,11,北京市,4647,3552,724161
202107,105,文莱,12,天津市,387767,35920,3140478
202107,105,文莱,13,河北省,290391,79125,4933271
202107,105,文莱,14,山西省,14150,0,249577
202107,105,文莱,21,辽宁省,68890,15924,1940986
202107,105,文莱,23,黑龙江省,44000,0,61771
202107,105,文莱,31,上海市,229681,134866,11637860
202107,105,文莱,32,江苏省,1039159,176482,22966593
202107,105,文莱,33,浙江省,1491316,788210,36111009
202107,105,文莱,34,安徽省,115229,157044,4483255
202107,105,文莱,35,福建省,891429,192787,10442502
202107,105,文莱,36,江西省,99075,46679,9285772
202107,105,文莱,37,山东省,2336874,213230,31787033
202107,105,文莱,41,河南省,98004,17856,2594441
202107,105,文莱,42,湖北省,104786,9963,3028334
202107,105,文莱,43,湖南省,417491,16363,16509342
202107,105,文莱,44,广东省,3693833,1603104,101247115
202107,105,文莱,45,广西壮族自治区,26544,111,388064
202107,105,文莱,50,重庆市,16279,12414,593216
202107,105,文莱,51,四川省,69522,8761,4521987
202107,105,文莱,53,云南省,141946,9843,4000609
202107,105,文莱,65,新疆维吾尔自治区,130000,0,258233
202107,106,缅甸,11,北京市,313663845,17323791,1064152468
202107,106,缅甸,12,天津市,5816577,12791113,51548061
202107,106,缅甸,13,河北省,4540202,625112,54510449
202107,106,缅甸,14,山西省,768066,25380,21164931
202107,106,缅甸,15,内蒙古自治区,1426937,28455,14424453
202107,106,缅甸,21,辽宁省,3450807,563059,56177207
202107,106,缅甸,22,吉林省,150005,9975,2577523
202107,106,缅甸,23,黑龙江省,533061,0,3848586
202107,106,缅甸,31,上海市,16010337,2372553,179595536
202107,106,缅甸,32,江苏省,81619882,63299711,800613639
202107,106,缅甸,33,浙江省,66863994,59491720,633967587
202107,106,缅甸,34,安徽省,3585550,35874047,91120619
202107,106,缅甸,35,福建省,30736127,7896944,266544740
202107,106,缅甸,36,江西省,1613232,15761102,53965852
202107,106,缅甸,37,山东省,47687004,7106772,464857279
202107,106,缅甸,41,河南省,977493,1206873,49424684
202107,106,缅甸,42,湖北省,13949237,9112033,122151706
202107,106,缅甸,43,湖南省,13667433,11984261,130920418
202107,106,缅甸,44,广东省,59071181,247817067,810623786
202107,106,缅甸,45,广西壮族自治区,1091656,474788,14460511
202107,106,缅甸,46,海南省,4216873,14763,26895356
202107,106,缅甸,50,重庆市,943495,3622540,44454511
202107,106,缅甸,51,四川省,8460716,32812794,85238850
202107,106,缅甸,52,贵州省,317304,18331,22810652
202107,106,缅甸,53,云南省,264948765,31382154,687228437
202107,106,缅甸,61,陕西省,1105743,129882,14463948
202107,106,缅甸,62,甘肃省,66240,0,511221
202107,106,缅甸,64,宁夏回族自治区,20000,0,355632
202107,106,缅甸,65,新疆维吾尔自治区,292000,0,2597298
202107,107,柬埔寨,11,北京市,9898154,1205317,613053265
202107,107,柬埔寨,12,天津市,2846393,1022787,54988278
